AGENT_TYPE,PREFERRED NAME,PREFERRED 1,PREFERRED 2,PREFERRED 3,PREFERRED 4,PREFERRED 5,MERGE_FORMAT,ORIGINAL_SPLIT,UNSPLIT
person,Russell Frank Steel Jr.,,,,,,Russell F. Steel Jr.,Russell F. Steel Jr,"Russell F. Steel, Jr. son"
person,Russell Frank Steel Jr.,,,,,,Russell F. Steel Jr.,Russell F. Steel Jr,Russell F. Steel Jr
person,Russell Frank Steel Jr.,,,,,,Russell F. Steel Jr. ,Russell F. Steel Jr.,Russell F. Steel Jr.
person,Russell Frank Steel Jr.,,,,,,Russell Frank Steel Jr.,Russell Frank Steel Jr,"Russell Frank Steel, Jr."
person,Russell Frank Steel Jr.,,,,,,"Russell F. Steel, Jr.","Russell F Steel, Jr","Russell F Steel, Jr"
person,Russell Frank Steel Jr.,,,,,,Russell Steel,Russell Steel,Russell Steel
person,Russell Frank Steel Jr.,,,,,,Russell Steel Jr.,Russell Steel Jr,"Russell Steel, Jr."
person,Russell Frank Steel Jr.,,,,,,Russel Steel Jr.,Russel Steel Jr,"Russel Steel, Jr."
person,Russell Frank Steel Jr.,,,,,,"R.F. Steel, Jr.","shot by R.F. Steel, Jr","shot by R.F. Steel, Jr"
person,Russell T. Neville,,,,,,R. T. Neville,R.T. Neville,R.T. Neville
person,Russell T. Neville,,,,,,R. T. Neville,R T Neville,R T Neville
person,Russell T. Neville,,,,,,Russell T. Neville,Russell T. Neville,Russell T. Neville
person,Ruth G. Nichols,,,,,,Ruth G. Nichols,Ruth G. Nichols,Ruth G. Nichols
person,Ruth Gilmore,,,,,,Ruth Gilmore,Ruth Gilmore,Ruth Gilmore
person,Ruth Leadbeater,,,,,,Mrs. Ruth Leadbeater,Mrs. Ruth Leadbeater,Mrs. Ruth Leadbeater
person,Ruth Quinlan,,,,,,Mrs. Ruth Quinlan,Mrs. Ruth Quinlan,Mrs. Ruth Quinlan
person,Ruth Quinlan,,,,,,Ruth Quinlan,Ruth Quinlan,Ruth Quinlan
person,Ruth Serva,,,,,,Mrs. Ruth Serva,Mrs. Ruth Serva,Mrs. Ruth Serva
person,Ruthven V. Deane,,,,,,R. Deane,R. Deane,AMBIGUOUS
person,Ruthven V. Deane,,,,,,Ruthven Deane,Ruthven Deane,AMBIGUOUS
person,Ruthven V. Deane,,,,,,Ruthven Deane,probably Ruthven Deane Collection,probably Ruthven Deane Collection
person,Ruthven V. Deane,,,,,,R. Deane,R. Deane,R. Deane
person,Ruthven V. Deane,,,,,,Ruthren Dean,Ruthren Dean,Ruthren Dean
person,Ruthven V. Deane,,,,,,Ruthven Dean,Ruthven Dean,Ruthven Dean
person,Ruthven V. Deane,,,,,,Ruthven Deane,Ruthven Deane,Ruthven Deane
person,Ruthven V. Deane,,,,,,Ruthven Deane,Ruthven Deane,"Ruthven Deane, Cambridge, Mass."
person,Ruthven V. Deane,,,,,,Ruthven V. Deane,Ruthven V. Deane,Ruthven V. Deane
person,Ruth Wynne,,,,,,Ruth Wynne,Ruth Wynne,Ruth Wynne
person,Ryan Ford,,,,,,Ryan Ford,Ryan Ford,Ryan Ford
person,S. A. Briggs,,,,,,S. A. Briggs,S.A. Briggs,S.A. Briggs
person,S. A. Clark,,,,,,S. A. Clark,S.A. Clark,S.A. Clark
person,S. A. Harper,,,,,,S. A. Harper,S.A. Harper,S.A. Harper
person,S. A. Harper,,,,,,S. A. Harper,S A Harper,S A Harper
person,S. A. Holabird,,,,,,General S.A. Holabird,Gen. S.A. Holabird,Gen. S.A. Holabird
person,S. A. Holabird,,,,,,General S. A. Holabird,General S.A. Holabird,General S.A. Holabird
person,S. A. Holabird,,,,,,S. A. Holabird,S.A. Holabird,S.A. Holabird
person,S. A. Johnson,,,,,,S. A. Johnson,S.A.Johnson,S.A.Johnson
person,S. A. Johnson,,,,,,S. A. Johnson,S.A Johnson,S.A Johnson
person,S. A. Kuntz,,,,,,S. A. Kuntz,S.A. Kuntz,S.A. Kuntz
person,S. A. Kuntz,,,,,,S. A. Kurtz,S.A. Kurtz,S.A. Kurtz
person,S. A. Kurtz,,,,,,S.A. Kurtz,S.A. Kurtz may be collector- label does not specify,S.A. Kurtz may be collector- label does not specify
person,S. A. Kurtz,,,,,,S. A. Kurtz,S.A Kurtz,S.A Kurtz
person,S. A. Larsen,,,,,,S. A. Larsen,S.A. Larsen,S.A. Larsen
person,S. A. Link,,,,,,S. A. Link,S.A. Link,S.A. Link
person,S. A. Turner,,,,,,S. A. Turner,S.A. Turner,S.A. Turner
person,S. Arny,,,,,,S. Arny,S. Arny,S. Arny
person,S. Arny,,,,,,S. Arny,S Arny,S Arny
person,S. B. Buckley,,,,,,S. B. Buckley,S.B. Buckley,S.B. Buckley
person,S. B. Crayton,,,,,,S. B. Crayton,S.B. Crayton,S.B. Crayton
person,S. B. Fracker,,,,,,S. B. Fracker,S. B. Fracker,S. B. Fracker
person,S. Brown,,,,,,S. Brown,S. Brown,S. Brown
person,S. C. Ball,,,,,,S. C. Ball,S.C. Ball,S.C. Ball
person,S. C. Ball,,,,,,S. C. Ball,S C Ball,"S C Ball, Peabody Museum, Yale"
organization,S. C. Ball,,,,,,Yale Peabody Museum,Yale Peabody Museum,"S C Ball, Peabody Museum, Yale"
person,S. C. Bishop,,,,,,S. C. Bishop,S C Bishop,S C Bishop
person,S. C. Burnam,,,,,,S. C. Burnam,S.C. Burnam,S.C. Burnam
person,S. C. Clark,,,,,,Mr. S. C. Clark,Mr. S.C. Clark,Mr. S.C. Clark
person,S. C. Clark,,,,,,S. C. Clark,S.C. Clark,S.C. Clark
person,S. C. Clarke,,,,,,S. C. Clarke,S.C. Clarke,S.C. Clarke
person,S. C. Comstock,,,,,,S. C. Comstock,S.C. Comstock,S.C. Comstock
person,S. C. Harris,,,,,,S. C. Harris,S C Harris,S C Harris
person,S. C. Ritter,,,,,,S. C. Ritter,S.C. Ritter,S.C. Ritter
person,S. Chang,,,,,,S. Chang,S. Chang,S. Chang
person,S. Conadera,,,,,,S. Conadera,S Conadera,S Conadera
person,S. Dupree,,,,,,S. Dupree,S Dupree,S Dupree
person,S. E. Bliss,,,,,,S. E. Bliss,S.E. Bliss,S.E. Bliss
person,S. Evans,,,,,,S. Evans,S. Evans,S. Evans
person,S. F. Atwater,,,,,,S. F. Atwater,S. F. Atwater,S.F. Atwater for his wife Mrs. Eliz. E. Atwater
person,S. F. Duncan,,,,,,Captain S.F. Duncan,Capt. S.F. Duncan,"Capt. S.F. Duncan, U.S.A."
person,S. F. Farrar,,,,,,S. F. Farrar,S.F. Farrar,S.F. Farrar
person,S. G. Wolfe,,,,,,S. G. Wolfe,S.G. Wolfe,S.G. Wolfe
person,S. Genova,,,,,,S. Genova,S Genova,S Genova
person,S. Goldstein,,,,,,S. Goldstein,S Goldstein,S Goldstein
person,S. Graemicher,,,,,,Dr. S. Grammicher,Dr. S. Grammicher,Dr. S. Grammicher
person,S. Graemicher,,,,,,S. Graemicher,S. Graemicher,S. Graemicher
person,S. Graemicher,,,,,,S. Graenicher,S. Graenicher,S. Graenicher
person,S. H. Binder,,,,,,S. H. Binder,S.H. Binder,AMBIGUOUS
person,S. H. Binder,,,,,,S. H. Binder,S.H. Binder,S.H. Binder
organization,S. H. Binder,,,,,,Kennecott Copper Corporation,Kennecott Copper Corporation,"S.H. Binder, Chino Mines Division, Kennecott Copper Corporation"
person,S. H. Binder,,,,,,S. H. Binder,S.H. Binder,"S.H. Binder, Chino Mines Division, Kennecott Copper Corporation"
person,S. H. Jesup,,,,,,S. H. Jesup,S.H. Jesup,S.H. Jesup
person,S. H. Peabody,,,,,,S.H. Peabody,Prof. S.H. Peabody,Prof. S.H. Peabody
person,S. H. Peabody,,,,,,S. H. Peabody,S.H. Peabody,S.H. Peabody
person,S. H. Peabody,,,,,,S. H. Peabody,SH Peabody,SH Peabody
person,S. Harper,,,,,,S. Harper,S. Harper,S. Harper
person,S. Hinton,,,,,,S. Hinton,S Hinton,S Hinton
person,S. Hoshimo,,,,,,S. Hoshimo,S. Hoshimo,S. Hoshimo
person,S. Hoskino,,,,,,S. Hoskino,S. Hoskino,S. Hoskino
person,S. Hunt,,,,,,S. Hunt,S. Hunt,S. Hunt
person,S. Hunt,,,,,,S. Hunt,S Hunt,S Hunt
person,S. J. Call,,,,,,Dr. S. J. Call,Dr. S.J. Call,Dr. S.J. Call
person,S. J. Caswell,,,,,,"S. J. Caswell, M. D. ","S.J. Caswell, M.D.","S.J. Caswell, M.D."
person,S. J. Halley,,,,,,S. J. Halley,S.J. Halley,S.J. Halley
person,S. J. Silverstein,,,,,,S. J. Silverstein,S.J. Silverstein,S.J. Silverstein
person,S. J. T. Eaton,,,,,,S. J. T. Eaton,S.J.T. Eaton,S.J.T. Eaton
person,S. Johannes,,,,,,S. Johannes,S. Johannes,S. Johannes
person,S. Johnson,,,,,,S. Johnson,S. Johnson,S. Johnson
person,S. L. Myers,,,,,,S. L. Myers,S.L. Myers,S.L. Myers
person,S. L. Willard,,,,,,Mrs. S. L. Willard,Mrs. S.L. Willard,Mrs. S.L. Willard
person,S. Ligon,,,,,,S. Ligon,S. Ligon,S. Ligon
person,S. M. Bengten,,,,,,Mrs. S. M. Bengten,Mrs. S.M. Bengten,Mrs. S.M. Bengten
person,S. M. Hauch,,,,,,S. M. Hauch,S.M. Hauch,S.M. Hauch
person,S. M. Hunter,,,,,,Mr. S. M. Hunter,Mr. S.M. Hunter,Mr. S.M. Hunter
person,S. M. Hunter,,,,,,S. M. Hunter,S M Hunter,S M Hunter
person,S. Mattheson,,,,,,S. Mattheson,S Mattheson,S Mattheson
person,S. Mulrin,,,,,,S. Mulrin,S Mulrin,S Mulrin
person,S. N. Denton,,,,,,S. N. Denton,S.N. Denton,S.N. Denton
person,S. N. Winchell,,,,,,S.N. Winchell,Prof. S.N. Winchell,Prof. S.N. Winchell
person,S. Peterson,,,,,,S. Peterson,S. Peterson,S. Peterson
person,S. Reinholz,,,,,,S. Reinholz,S. Reinholz,S. Reinholz
person,S. S. Chisholm,,,,,,S. S. Chisholm,S.S. Chisholm,S.S. Chisholm
person,S. S. Chisholm,,,,,,S. S. Chisholm,S. S. Chisholm,S. S. Chisholm
person,S. S. Clarke,,,,,,S. S. Clarke,S.S. Clarke,S.S. Clarke
person,S. S. Dodds,,,,,,S. S. Dodds,S.S. Dodds,S.S. Dodds
person,S. S. Greeber,,,,,,S. S. Greeber,S.S. Greeber,S.S. Greeber
person,S. S. Gruber,,,,,,S. S. Gruber,S.S. Gruber,S.S. Gruber
person,S. S. Purse,,,,,,Mr. S. S. Purse,Mr. S.S. Purse,Mr. S.S. Purse
person,S. Snook,,,,,,S. Snook,S. Snook,S. Snook
person,S. Spriner,,,,,,S. Spriner,S Spriner,S Spriner
person,S. Springer,,,,,,S. Springer,S Springer,S Springer
person,S. Stern,,,,,,Colonel S. Stern,Col. S. Stern,Col. S. Stern
person,S. T. Atwater,,,,,,Mrs. S. T. Atwater,Mrs. S.T. Atwater,Mrs. S.T. Atwater
person,S. Taylor,,,,,,S. Taylor,S Taylor,S Taylor
person,S. W. Arnold,,,,,,S. W. Arnold,S W Arnold,S W Arnold
person,S. W. Burnham,,,,,,S.W. Burnham,attributed to S.W. Burnham,attributed to S.W. Burnham
person,S. W. Burnham,,,,,,S. W. Burnham,S.W. Burnham,S.W. Burnham
person,S. W. Burnham,,,,,,S. W. Burnham,S. W. Burnham,S. W. Burnham
person,S. W. Geiser,,,,,,S. W. Geiser,S.W. Geiser,S.W. Geiser
person,S. W. Haptonstall,,,,,,S. W. Haptonsall,S.W.Haptonsall,S.W.Haptonsall
person,S. W. Haptonstall,,,,,,S. W. Haptonstall,S.W. Haptonstall,S.W. Haptonstall
person,S. W. Knipe,,,,,,S. W. Knipe,S.W. Knipe,S.W. Knipe
person,S. W. Wright,,,,,,S. W. Wright,S.W. Wright,S.W. Wright
person,S. Warewick,,,,,,S. Warewick,S Warewick,S Warewick
person,S. Wright,,,,,,S. Wright,S. Wright,S. Wright
person,S. Zetek,,,,,,S. Zetek,S. Zetek,S. Zetek
person,S. Ziff,,,,,,S. Ziff,S. Ziff,S. Ziff
person,S. Zraca,,,,,,S. Zraca,S. Zraca,S. Zraca
person,Sabina Sayers,,,,,,S. Sayers,S. Sayers,S. Sayers
person,Sabina Sayers,,,,,,Sabina Sayers,Sabina Sayers,Sabina Sayers
organization,Sahara Coal Company,,,,,,Sahara Coal Company,Sahara Coal Co.,Sahara Coal Co.
organization,Sahara Coal Company,,,,,,"Sahara Coal Company, Incorporated","Sahara Coal Company, Inc.","Sahara Coal Company, Inc."
organization,Saint Benedicts College,,,,,,Saint Benedicts College,St. Benedicts College,St. Benedicts College
organization,Saint Louis Academy of Sciences,,,,,,Saint Louis Academy of Sciences,St. Louis Academy of Sciences,St. Louis Academy of Sciences
organization,Saint Louis Academy of Sciences,,,,,,Saint Louis Academy of Sciences,The St. Louis Academy of Sciences,The St. Louis Academy of Sciences
organization,Saint Louis Zoo,,,,,,Saint Louis Zoo,St. Louis Zoo,St. Louis Zoo
organization,Saint Mary of the Lake Seminary,,,,,,Saint Mary of the Lake Seminary,St. Mary of the Lake Seminary,"Father Schroeder, St. Mary of the Lake Seminary"
organization,Saint Mary of the Lake Seminary,,,,,,Saint Mary of the Lake Seminary,Saint Mary of the Lake Seminary,Father Schroeder - St. Mary of the Lake Seminary
organization,Saint Mary of the Lake Seminary,,,,,,Saint Mary of the Lake Seminary,St.Mary of the Lake Seminary,St.Mary of the Lake Seminary
organization,Saint Mary of the Lake Seminary,,,,,,Saint Mary of the Lake Seminary,St. Mary of the Lake Seminary,St. Mary of the Lake Seminary
organization,Saint Mary of the Lake Seminary,,,,,,Saint Mary of the Lake Seminary,St Mary of the Lake Seminary,St Mary of the Lake Seminary
organization,Sall Mountain Asbestos Company,,,,,,Sall Mountain Asbestos Company,Sall Mt. Asbestos Co.,Sall Mt. Asbestos Co.
person,Sally Hajon,,,,,,Sally Hajon,Sally Hajon,Sally Hajon
person,Sam D'Anna,,,,,,Sam D'Anna,Sam D'Anna,Sam D&#39;Anna
person,Sam Ecsterson,,,,,,Sam Ecsterson,Sam Ecsterson,Sam Ecsterson
person,Sam Goldstein,,,,,,Sam Goldstein,Sam Goldstein,Sam Goldstein
person,Samuel A. Harper,,,,,,Samuel A. Harper,Samuel A. Harper,Samuel A. Harper
person,Samuel B. Ladd,,,,,,Saml. B. Ladd,Saml. B. Ladd,Saml. B. Ladd
person,Samuel B. Ladd,,,,,,Samuel B. Ladd,Samu'l B. Ladd,Samu&#39;l B. Ladd
person,Samuel H. Scadden,,,,,,Samuel H. Scadden,Samuel H. Scadden,Samuel H. Scadden
person,Samuel H. Scudder,,,,,,Samuel H. Scudder,Prof. Samuel H. Scudder,Prof. Samuel H. Scudder
person,Samuel Johnson,,,,,,Mr. Samuel Johnson,Mr. Samuel Johnson,Mr. Samuel Johnson
person,Samuel Johnson,,,,,,Mr. Samuel Johnson,Mr. Samuel Johnson,Mr. Samuel Johnson by Mr. G.C. Walker
person,Samuel Johnson,,,,,,Samuel Johnson,Samuel Johnson,Samuel Johnson
person,Samuel Stone,,,,,,Colonel Samuel Stone,Col. Samuel Stone,Col. Samuel Stone
person,Samuel Stone,,,,,,Mr. Samuel Stone,Mr. Samuel Stone,Mr. Samuel Stone
person,Samuel Thompson,,,,,,Mr. Samuel Thompson,Mr. Samuel Thompson,Mr. Samuel Thompson
organization,San Antonio Zoo,,,,,,San Antonio Zoo,San Antonio Zoo,San Antonio Zoo
organization,San Diego Natural History Museum,,,,,,San Diego Museum of Natural History,San Diego Museum of Natural History,San Diego Museum of Natural History
organization,San Diego Natural History Museum,,,,,,San Diego Museum of Natural History,staff of San Diego Museum of Natural History,staff of San Diego Museum of Natural History
organization,San Diego Natural History Museum ,,,,,,San Diego Society of Natural History,San Diego Society of Natural History,San Diego Society of Natural History
person,Sandra Baarsch,,,,,,Sandra Baarsch,Sandra Baarsch,Susan and Sandra Baarsch
person,Sandra Lancaster,,,,,,Sandra Lancaster,Sandra Lancaster,Sandra Lancaster
person,Sandra Potts,,,,,,Sandra Sandy Potts,Sandra Sandy Potts,Sandra Sandy Potts
organization,Sand Ridge Nature Center,,,,,,Sand Ridge Nature Center,Sand Ridge Nature Center,Sand Ridge Nature Center
person,Sanil Johnson,,,,,,Sanil Johnson,Sanil Johnson,Sanil Johnson
organization,Santa Clara County Commission,,,,,,Santa Clara County Commission,Santa Clara Co. County Com. Commision,Santa Clara Co. County Com. Commision
person,Santiago Pol,,,,,,Santiago Pol,Santiago Pol,Santiago Pol/Poster Publicidad
person,Sarah G. Perce,,,,,,Sarah G. Perce,Sarah G. Perce,Sarah G. Perce
person,Sarah Sands,,,,,,Mrs. Sarah Sands,Mrs. Sarah Sands,Mrs. Sarah Sands
person,Sara Jansen,,,,,,Dr. Sara Jansen,Dr. Sara Jansen,Dr. Sara Jansen
organization,"Savannah, Lawrence & Galveston Railroad Company",,,,,,"Savannah, Lawrence & Galveston Railroad Company","Savannah, Lawrence & Galveston R.R.","Savannah, Lawrence & Galveston R.R."
organization,Schnieder School,,,,,,Schnieder School,Schnieder School,Schnieder School
organization,Science Museum of Minnesota,,,,,,Science Museum of Minnesota,Science Museum of Minnesota,Science Museum of Minnesota
organization,Scientific Shop,,,,,,Scientific Shop,The Scientific Shop,The Scientific Shop
organization,Scientific Society Belgium,,,,,,Scientific Society Belgium,Scientific Society Belgium,Scientific Society Belgium
organization,Scientific Supply Company,,,,,,Scientific Supply Company,Scientific Supply Co.,Scientific Supply Co.
organization,Scott/Zelig Productions,,,,,,Scott/Zelig Productions,Scott,Scott/Zelig Productions
person,Scott Conedera,,,,,,Scott Conedera,Scott Conedera,Scott Conedera
person,Scott J. Wenthe,,,,,,Scott J. Wenthe,Scott J. Wenthe,Scott J. Wenthe
person,Scott Keaton,,,,,,Scott Keaton,Scott Keaton,Scott Keaton
person,Scott Skillings,,,,,,Scott Skillings,Scott Skillings,Scott Skillings
person,Scott W. Wenthe,,,,,,Scott W. Wenthe,Scott W. Wenthe,Scott W. Wenthe
organization,Sea Turtle Restoration Project,,,,,,Sea Turtle Restoration Project,Sea Turtle Restoration Project,Sea Turtle Restoration Project
person,Selim W. McArthur,,,,,,Selim McArthur,Selim McArthur,Selim McArthur
person,Selim W. McArthur,,,,,,Selim W. McArthur,Selim W. McArthur,Selim W. McArthur
organization,Sellright Giftwares Corporation,,,,,,Sellright Giftwares Corporation,Sellright Giftwares Corporation,Sellright Giftwares Corporation
person,Selma Jacobson,,,,,,Selma Jacobson,Selma Jacobson,Selma Jacobson
person,Selma Jenner,,,,,,Selma Jenner,Selma Jenner,Selma Jenner
person,Seneca G. Lapham,,,,,,"Seneca G. Lapham, Esq. ","Seneca G. Lapham, Esq.","Seneca G. Lapham, Esq."
person,Serges Vasquez,,,,,,Serges Vasquez,Serges Vasquez,Serges Vasquez
person,Seth Harper,,,,,,Seth Harper,Seth Harper,AMBIGUOUS
person,Seth Harper,,,,,,Seth Harper,Seth Harper,Seth Harper
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 1/12/12"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 1/20/11"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 1/26/2012"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 1/4/11"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 1/6/11"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 12/14/10"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 12/16/10"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 2/10/11"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 2/16/2010"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 2/17/15"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 2/19/15"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 2/23/2010"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 2/23/2012"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 2/8/2010"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 3/1/2012"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 3/16/10"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 3/2/2010"
person,Seth Harper,,,,,,Seth Harper,Seth Harper,"Seth Harper, 3/9/2010"
person,Seth Harper,,,,,,Seth Harper,Seth Harper 1,Seth Harper 1/13/15
person,Seth Harper,,,,,,Seth Harper,Seth Harper 1,Seth Harper 1/27/15
person,Seth Harper,,,,,,Seth Harper,Seth Harper 12,Seth Harper 12/14/10
person,Seth Harper,,,,,,Seth Harper,Seth Harper,Seth Harper staff
person,Seymour A. Fox,,,,,,Seymour A. Fox,Seymour A. Fox,Seymour A. Fox
person,Seymour C. Fox,,,,,,Seymour C. Fox,Seymour C. Fox,Seymour C. Fox
organization,Shaler & Hall Quarry Company,,,,,,Shaler & Hall Quarry Company,Shaler & Hall Quarry Co.,Shaler & Hall Quarry Co.
organization,Shaler & Hall Quarry Company,,,,,,Shaler & Hall Quarry Company,Shaler & Hall Quarry Co. Company,Shaler & Hall Quarry Co. Company
organization,Shaler & Hall Quarry Company,,,,,,Shaler & Hall Quarry Company,Shaler & Hall Quarry Co Company,Shaler & Hall Quarry Co Company
organization,Shaler & Hall Quarry Company,,,,,,Shaler & Hall Quarry Company,Shaler & Hall Quarry Company,Shaler & Hall Quarry Company
organization,Shaler & Hall Quarry Company,,,,,,Shaller and Hall Quarry Company,Shaller and Hall Quarry Co.,Shaller and Hall Quarry Co.
person,Shamim Iannarone,,,,,,Shamim Iannarone,Shamim Iannarone,Shamim Iannarone
person,Shanan,,,,,,Reverend Shanan,Reverend Shanan,Reverend Shanan
person,Sheila Handwerker,,,,,,Ms. Sheila Handwerker,Ms. Sheila Handwerker,Ms. Sheila Handwerker
person,Sheldon Beugen,,,,,,Sheldon Beugen,Sheldon Beugen,Sheldon Beugen
person,Sherman A. Minton,,,,,,Dr. Sherman Minton Jr.,Dr. Sherman Minton Jr,"Dr. Sherman Minton, Jr."
person,Sherman A. Minton,,,,,,S. A. Minton,S A Minton,M & S A Minton
person,Sherman A. Minton,,,,,,S. A. Minton Jr.,S A Minton Jr,S A Minton Jr
person,Sherman A. Minton,,,,,,S. Minton Jr.,S Minton Jr,S Minton Jr
person,Sherry Ballard,,,,,,Sherry Ballard,Sherry Ballard,Sherry Ballard
person,Shigeo Fukuda,,,,,,Shigeo Fukuda,Shigeo Fukuda,Shigeo Fukuda
person,Shlerwin Wood,,,,,,Shlerwin Wood,Shlerwin Wood,Shlerwin Wood
person,Shull Meyer,,,,,,Shull Meyer,Shull Meyer,Shull Meyer
person,Sidney Downey,,,,,,Sidney Downey,Sidney Downey,Sidney Downey
person,Sidney S. Chisholm,,,,,,Sidney S. Chisholm,Sidney S. Chisholm,Sidney S. Chisholm
person,Sigrid Schmidt,,,,,,Sigrid Schmidt,Sigrid Schmidt,"Sigrid Schmidt, COS Historical Society Chair"
organization,Sinclair Oil Company,,,,,,Sinclair Oil Company,Sinclair Oil Co.,Sinclair Oil Co.
person,Sister Kostka,,,,,,Sister Kostka,Exchange. Sister Kostka,Exchange. Sister Kostka
person,Sister Kostka,,,,,,Sister Kostka,Exchange Sister Kostka,Exchange Sister Kostka
person,Sister Kostka,,,,,,Sister Kostka,Siser Kostka Exchange,Siser Kostka Exchange
person,Sister Kostka,,,,,,Sister Kostka,Sister Kostka,Sister Kostka
person,Sister Kostka,,,,,,Sister Kostka,Sister Kostka exchange,Sister Kostka exchange
person,Skye Rust,,,,,,Skye Rust,Skye Rust,Skye Rust
organization,Smith Hardware Company,,,,,,Smith Hardware Company,Smith Hardware,Smith Hardware
organization,Smith Hardware Company,,,,,,Smith Hardware Company,Smith Hardware Co.,Smith Hardware Co.
organization,Smith Hardware Company,,,,,,Smith Hardware Company,Smith Hardware Company,Smith Hardware Company
organization,Smithsonian Institution,,,,,,Smithsonian Institution,Smithsonian Institution,AMBIGUOUS
organization,Smithsonian Institution,,,,,,Smithsonian Institution,Smithsonian Institution,Dr. G. Luckley - Smithsonian Institution
organization,Smithsonian Institution,,,,,,Smithsonian Institution,Foreign Scientific Socieites through Smithsonian Institution,Foreign Scientific Socieites through Smithsonian Institution
organization,Smithsonian Institution,,,,,,Smithsonian Institution,Foreign Scientific Societies thru Smithsonian Institution,Foreign Scientific Societies thru Smithsonian Institution
organization,Smithsonian Institution,,,,,,Smithsonian Institution,Foreign Societies through Smithsonian Institution,Foreign Societies through Smithsonian Institution
organization,Smithsonian Institution,,,,,,Smithsonian Institution,Smithsonian Institution,N. Pac. RR North Pacific Rail Road Survey; Smithsonian Institution
organization,Smithsonian Institution,,,,,,Smithsonian Institution,Smithsonian Institution,"Northwestern University collection, Smithsonian Institution"
organization,Smithsonian Institution,,,,,,Smithsonian Institution,sites Smithsonian Institute Traveling Exhibition Service,sites Smithsonian Institute Traveling Exhibition Service
