cat num,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
9126,,10,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,spinosa,-,Budgin,Mollusca Gastropoda - Neritidae Neritina spinosa -,Tahiti,,,French Polynesia,France,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9127,,10,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,brevispina,-,Lamarck,Mollusca Gastropoda - Neritidae Neritina brevispina -,Fiji Islands,,,,Republic of Fiji,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9128,,840,7,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Euchemotrema] [unverified],monodon,-,Rackett,Mollusca Gastropoda - Polygyridae Polygyra [Euchemotrema] [unverified] monodon -,Southeast end Wolf Lake,,,,,,,Nat. Hist. Survey [Natural History Survey],Chicago Academy of Sciences,,,"6-7-96 [June 7, 1896]",1896-06-07,
9129,,840,1,Malacology,Mollusca,Gastropoda,-,Viviparidae,Vivipara [Viviparus] [unverified],contectoides,-,W.G.Binney,Mollusca Gastropoda - Viviparidae Vivipara [Viviparus] [unverified] contectoides -,Southeast end Wolf Lake,,,,,,,Nat. Hist. Survey [Natural History Survey],Chicago Academy of Sciences,,,"6-7-96 [June 7, 1896]",1896-06-07,
9130,,840,6,Malacology,Mollusca,Gastropoda,-,Viviparidae,Vivipara [Viviparus] [unverified],contectoides,-,W.G.Binney,Mollusca Gastropoda - Viviparidae Vivipara [Viviparus] [unverified] contectoides -,Southeast end Wolf Lake,,,,,,,Nat. Hist. Survey [Natural History Survey],Chicago Academy of Sciences,,,"6-7-96 [June 7, 1896]",1896-06-07,
9131,,1,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,fulgens,-,Philippi,Mollusca Gastropoda - Haliotidae Haliotis fulgens -,California,,,California,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9132,,1545,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,fulgens,-,Philippi,Mollusca Gastropoda - Haliotidae Haliotis fulgens -,"San Diego, Cal [California]",San Diego,San Diego County,California,United States of America,,,California Expedition,California Expedition,,,1901,1901,
9133,,1,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,fulgens,-,Philippi,Mollusca Gastropoda - Haliotidae Haliotis fulgens -,California,,,California,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9134,,1,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,rufescens,-,Swainson,Mollusca Gastropoda - Haliotidae Haliotis rufescens -,"San Diego, Cal [California]",San Diego,San Diego County,California,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9135,,1334,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,gigantea,-,Chemnitz,Mollusca Gastropoda - Haliotidae Haliotis gigantea -,Japan,,,,Japan,,,R.L. Rea,R. L. Rea,,,,,
9136,,592,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,rosacea,-,Reeve,Mollusca Gastropoda - Haliotidae Haliotis rosacea -,West coast of Africa,,,,,,,George H. Laflin,George H. Laflin,,,,,
9137,,1334,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,diversicolor,-,Reeve,Mollusca Gastropoda - Haliotidae Haliotis diversicolor -,China,,,,China,,,R.L. Rea,R. L. Rea,,,,,
9138,,607,5,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,assimites [assimilis] [unverified],-,Dall,Mollusca Gastropoda - Haliotidae Haliotis assimites [assimilis] [unverified] -,"San Diego, Cal [California]",San Diego,San Diego County,California,United States of America,,,J.M. Wiers,J. M. Wiers,,,,,
9139,,1294,3,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,gigantea,-,Chemnitz,Mollusca Gastropoda - Haliotidae Haliotis gigantea -,Japan,,,,Japan,,,H.N. Lyon,H. N. Lyon,,,,,
9140,,35,2,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,rugosoplicata,-,Chemnitz,Mollusca Gastropoda - Haliotidae Haliotis rugosoplicata -,New Zealand,,,,New Zealand,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9141,,716,2,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,asinina,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Haliotidae Haliotis asinina -,China,,,,China,,,George H. Laflin,George H. Laflin,,,,,
9142,,10,4,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,asinina,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Haliotidae Haliotis asinina -,Australia,,,,Australia,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9143,,1,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,rufescens,-,Swainson,Mollusca Gastropoda - Haliotidae Haliotis rufescens -,"San Diego, Cal [California]",San Diego,San Diego County,California,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9144,,10,2,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,cracherodii,-,Leach,Mollusca Gastropoda - Haliotidae Haliotis cracherodii -,California,,,California,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9145,,10,4,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,cracherodii,-,Leach,Mollusca Gastropoda - Haliotidae Haliotis cracherodii -,"San Diego, Cal [California]",San Diego,San Diego County,California,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9146,,35,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,varia,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Haliotidae Haliotis varia -,East Indies,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9147,,592,2,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,japonica,-,Reeve,Mollusca Gastropoda - Haliotidae Haliotis japonica -,Japan,,,,Japan,,,George H. Laflin,George H. Laflin,,,,,
9148,,1334,2,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,tuberculata,[lamellosa] [unverified],Linne [Lamarck],Mollusca Gastropoda - Haliotidae Haliotis tuberculata [lamellosa] [unverified],Mediterranean Sea,,,,,,,R.L. Reeve,R. L. Reeve,,,,,
9149,,35,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,rugosoplicata,-,Chemnitz,Mollusca Gastropoda - Haliotidae Haliotis rugosoplicata -,New Zealand,,,,New Zealand,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9150,,1,1,Malacology,Mollusca,Gastropoda,-,Haliotidae,Haliotis,cracherodii,-,Leach,Mollusca Gastropoda - Haliotidae Haliotis cracherodii -,California,,,California,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,polished
9151,,1294,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissuridea,listeri,-,Orbigny,Mollusca Gastropoda - Fissurellidae Fissuridea listeri -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,H.N. Lyon,H. N. Lyon,,,,,
9152,,1294,3,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Subemarginula,octoradiata,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Subemarginula octoradiata -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,H.N. Lyon,H. N. Lyon,,,,,
9153,,10,5,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Emarginula,concinula [concinna] [unverified],-,"A. Adams [A. Adams, 1852]",Mollusca Gastropoda - Fissurellidae Emarginula concinula [concinna] [unverified] -,European coast,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9154,,75,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Subemarginula,octoradiata,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Subemarginula octoradiata -,Jamaica,,,,Jamaica,,,H. Vendreyes,Henry Vendreyes,,,,,
9155,,10,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Emarginula,fissura,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Fissurellidae Emarginula fissura -,European coast,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9156,,20,5,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,nodosa,-,Born,Mollusca Gastropoda - Fissurellidae Fissurella nodosa -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1877,1877,
9157,,10,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,crassa,-,Lamarck,Mollusca Gastropoda - Fissurellidae Fissurella crassa -,Chili [Chile],,,,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9158,,376,9,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,volcano,-,"Reeve [Reeve, 1849]",Mollusca Gastropoda - Fissurellidae Fissurella volcano -,"Santa Cruz, Cal [California]",Santa Cruz,Santa Cruz County,California,United States of America,,,H.C. Ford,H. C. Ford,,,,,
9159,,1294,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,barbadensis,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella barbadensis -,Florida,,,Florida,United States of America,,,H.N. Lyon,H. N. Lyon,,,,,
9160,,10,5,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissuridea [Diodora] [unverified],alternata [cayenensis] [unverified],-,"Say [Lamarck, 1822]",Mollusca Gastropoda - Fissurellidae Fissuridea [Diodora] [unverified] alternata [cayenensis] [unverified] -,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9161,,1611,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,picta,-,Gmelin,Mollusca Gastropoda - Fissurellidae Fissurella picta -,"Valparaiso, Chili [Chile]",Valparaiso,,,Chile,,,W.J. Laurence,W. J. Laurence,,,,,
9162,,1334,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,italica,-,Defrance,Mollusca Gastropoda - Fissurellidae Fissurella italica -,Mediterranean Sea,,,,,,,R.L. Rea,R. L. Rea,,,,,
9163,,10,9,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissuridea [Diodora] [unverified],alternata [cayenensis] [unverified],-,"Say [Lamarck, 1822]",Mollusca Gastropoda - Fissurellidae Fissuridea [Diodora] [unverified] alternata [cayenensis] [unverified] -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9164,,10,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,latemarginata,-,Sowerby,Mollusca Gastropoda - Fissurellidae Fissurella latemarginata -,Chili [Chile],,,,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9165,,1,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,fascicularis,-,Lamarck,Mollusca Gastropoda - Fissurellidae Fissurella fascicularis -,Florida,,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9166,,1,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,barbadensis,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella barbadensis -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9167,,1,3,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,barbadensis,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella barbadensis -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9168,,1,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,barbadensis,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella barbadensis -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9169,,1,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Megatebennus,scutellum,-,Gmelin,Mollusca Gastropoda - Fissurellidae Megatebennus scutellum -,Cape of Good Hope,,,,South Africa,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9170,,592,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,nigra,-,Lesson,Mollusca Gastropoda - Fissurellidae Fissurella nigra -,"Valparaiso, Chili [Chile]",Valparaiso,,,Chile,,,George H. Laflin,George H. Laflin,,,,,
9171,,1,8,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,barbadensis,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella barbadensis -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9172,,1,5,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissuridea,listeri,-,Orbigny,Mollusca Gastropoda - Fissurellidae Fissuridea listeri -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9173,,1,1,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,nodosa,-,Born,Mollusca Gastropoda - Fissurellidae Fissurella nodosa -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9174,,1,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,listeri,-,Orbigny [D'Orbigny],Mollusca Gastropoda - Fissurellidae Fissurella listeri -,"Florida Keys, Fla [Florida]",,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9175,,1,4,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,barbadensis,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella barbadensis -,Florida Keys,,,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9176,,10,7,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,rosea,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella rosea -,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9177,,1,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,barbadensis,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Fissurellidae Fissurella barbadensis -,Jamaica,,,,Jamaica,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9178,,1334,2,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,aspera,-,Eschscholtz,Mollusca Gastropoda - Fissurellidae Fissurella aspera -,"Bay of Monterey, Cal [California]",,,California,United States of America,,,R.L. Rea,R. L. Rea,,,,,
9179,,20,7,Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,fascicularis,-,Lamarck,Mollusca Gastropoda - Fissurellidae Fissurella fascicularis -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,,,
9180,,20,10 [11],Malacology,Mollusca,Gastropoda,-,Fissurellidae,Fissurella,listeri,-,Orbigny [D'Orbigny],Mollusca Gastropoda - Fissurellidae Fissurella listeri -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1877,1877,
9181,,1334,2,Malacology,Mollusca,Gastropoda,-,Patellidae,Patella,granatina,-,Linne [Linnaeus],Mollusca Gastropoda - Patellidae Patella granatina -,Cape of Good Hope,,,,South Africa,,,R.L. Rea,R. L. Rea,,,1877,1877,
9182,,10,4,Malacology,Mollusca,Gastropoda,-,Architectonicidae,Heliconiscus,ardosiaeus,-,Horn. & Jaeq [Hombron & Jacquinot],Mollusca Gastropoda - Architectonicidae Heliconiscus ardosiaeus -,Island of Juan Fernandez [Juan Fernandez Islands near Chile],,,,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9183,,1837,4,Malacology,Mollusca,Gastropoda,-,Nacellidae,Nacella,palleacea,-,Gould,Mollusca Gastropoda - Nacellidae Nacella palleacea -,California,,,California,United States of America,,,,,,,,,
9184,,10,3,Malacology,Mollusca,Gastropoda,-,Nacellidae,Nacella,clypeater,-,Lesson,Mollusca Gastropoda - Nacellidae Nacella clypeater -,"Valparaiso, Chili [Chile]",Valparaiso,,,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,Exchange
9185,,376,1,Malacology,Mollusca,Gastropoda,-,Acmaeidae,Acmaea,pelta,-,Eschscholtz,Mollusca Gastropoda - Acmaeidae Acmaea pelta -,Oregon,,,Oregon,United States of America,,,H.C. Ford,H. C. Ford,,,,,
9186,,1334,1,Malacology,Mollusca,Gastropoda,-,Nacellidae,Nacella,aenea,magellanica,Martyn [Gmelin],Mollusca Gastropoda - Nacellidae Nacella aenea magellanica,Straits of Magellan,,,,,,,R.L. Rea,R. L. Rea,,,,,Var. magellanica Gemelin
9187,,1334,1,Malacology,Mollusca,Gastropoda,-,Patellidae,Patella,vulgata,-,Linne [Linnaeus],Mollusca Gastropoda - Patellidae Patella vulgata -,France,,,,France,,,R.L. Rea,R. L. Rea,,,,,
9188,,1334,1,Malacology,Mollusca,Gastropoda,-,Nacellidae,Nacella,aenea,deaurata,Martyn [Gmelin],Mollusca Gastropoda - Nacellidae Nacella aenea deaurata,Straits of Magellan,,,,,,,R.L. Rea,R. L. Rea,,,,,Var. deaurata Gemelin
9189,,10,1,Malacology,Mollusca,Gastropoda,-,Nacellidae,Nacella,aenea,deaurata,Martyn [Gmelin],Mollusca Gastropoda - Nacellidae Nacella aenea deaurata,Straits of Magellan,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,Var. deaurata Gemelin
9190,,10,1,Malacology,Mollusca,Gastropoda,-,Architectonicidae,Heliconiscus [Cellana] [unverified],exaratus [exerata] [unverified],-,Nuttall,Mollusca Gastropoda - Architectonicidae Heliconiscus [Cellana] [unverified] exaratus [exerata] [unverified] -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9191,,10,1,Malacology,Mollusca,Gastropoda,-,Architectonicidae,Heliconiscus [Cellana] [unverified],argentatus,-,Sowerby,Mollusca Gastropoda - Architectonicidae Heliconiscus [Cellana] [unverified] argentatus -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9192,,1334,1,Malacology,Mollusca,Gastropoda,-,Patellidae,Patella,ferruginea,-,Gmelin,Mollusca Gastropoda - Patellidae Patella ferruginea -,Mediterranean Sea,,,,,,,R.L. Rea,R. L. Rea,,,,,
9193,,1334,1,Malacology,Mollusca,Gastropoda,-,Patellidae,Patella,plumbea,vaheleti,Lamarck [Pilsbry],Mollusca Gastropoda - Patellidae Patella plumbea vaheleti,Senegal,,,,Senegal,,,R.L. Rea,R. L. Rea,,,,,Var. vaheleti Pilsbry
9194,,10,8,Malacology,Mollusca,Gastropoda,-,Acmaeidae,Acmaea,variabile [variabilis],-,(Sowb.) Reeve [Sowerby and Reeve],Mollusca Gastropoda - Acmaeidae Acmaea variabile [variabilis] -,Chili [Chile],,,,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9195,,,5,Malacology,-,-,-,-,Patella,vulgata,-,Linne,- - - - Patella vulgata -,"Dulust, England",,,,United Kingdom,,,,,,,,,
9196,,1470,1,Malacology,Mollusca,Gastropoda,-,Acmaeidae,Acmaea,patina,-,Eschscholtz,Mollusca Gastropoda - Acmaeidae Acmaea patina -,"Point Lobos, California [now Point Lobos State Natural Reserve]",,,California,United States of America,,,Grace M. Hall,Grace M. Hall,,,,,
9197,,10,1,Malacology,Mollusca,Gastropoda,-,Architectonicidae,Heliconiscus [Cellana] [unverified],tramoserica,-,Martyn,Mollusca Gastropoda - Architectonicidae Heliconiscus [Cellana] [unverified] tramoserica -,"New South Wales, Australia",,,New South Wales,Australia,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9198,,10,8,Malacology,Mollusca,Gastropoda,-,Acmaeidae,Acmaea,saccharina,-,Linne [Linnaeus],Mollusca Gastropoda - Acmaeidae Acmaea saccharina -,Japan,,,,Japan,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9199,,10,1,Malacology,Mollusca,Gastropoda,-,Acmaeidae,Acmaea,saccharina,-,Linne [Linnaeus],Mollusca Gastropoda - Acmaeidae Acmaea saccharina -,Japan,,,,Japan,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9200,,10,1,Malacology,Mollusca,Gastropoda,-,Patellidae,Patella,granatina,-,Linne [Linnaeus],Mollusca Gastropoda - Patellidae Patella granatina -,Cape of Good Hope,,,,South Africa,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9201,,10,1,Malacology,Mollusca,Gastropoda,-,Nacellidae,Nacella,clypeater,-,Lesson,Mollusca Gastropoda - Nacellidae Nacella clypeater -,"Valparaiso, Chili [Chile]",Valparaiso,,,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
