Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
21156,,2206,3,Malacology,Mollusca,Gastropoda,-,Succineidae,Succinea,retusa,-,Lea,Mollusca Gastropoda - Succineidae Succinea retusa -,"Ox Bow, Alpena, [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21157,,2206,1,Malacology,Mollusca,Gastropoda,-,Viviparidae,Campeloma,rufum,-,Haldeman,Mollusca Gastropoda - Viviparidae Campeloma rufum -,"Ox Bow, Alpena, [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,Thunder Bay
21158,,2206,6,Malacology,Mollusca,Gastropoda,-,Pleuroceridae,Goniobasis [Elimia],livescens,[cuspidatus],Menke [Anthony],Mollusca Gastropoda - Pleuroceridae Goniobasis [Elimia] livescens [cuspidatus],"Thunder Bay River, Alpena, [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,Var. cuspidatus Anthony
21159,,2206,4,Malacology,Mollusca,Bivalvia,-,Sphaeriidae,Sphaerium,fabale,-,Prime,Mollusca Bivalvia - Sphaeriidae Sphaerium fabale -,"Thunder Bay Island, near Alpena, [Michigan]",,,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,"30 fms, Lake Heuron"
21160,,2206,2,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Lampsilis,luteola [siliquoidea],-,Lamarck,Mollusca Bivalvia Unionoida Unionidae Lampsilis luteola [siliquoidea] -,"Thunder Bay, Alpena, Mich. [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21161,,2265,5,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Lampsilis,luteola [siliquoidea],-,Lamarck,Mollusca Bivalvia Unionoida Unionidae Lampsilis luteola [siliquoidea] -,"Lincoln Park, [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,,Robert W. Purdy,Robert W. Purdy,,,,,Diseased and pearl-bearing shells
21162,,2248,1,Malacology,Mollusca,Bivalvia,-,Sphaeriidae,Pisidium,abditum,-,Haldeman,Mollusca Bivalvia - Sphaeriidae Pisidium abditum -,"University Campus, Bloomington, Ind. [Indiana]",Bloomington,Monroe,Indiana,United States of America,,,Fred Payne,Fred Payne,,,,,
21163,,2206,3,Malacology,Mollusca,Gastropoda,-,Succineidae,Succinea,avara,-,Say,Mollusca Gastropoda - Succineidae Succinea avara -,"Sugar Island, Alpena, Mich [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21164,,2206,4,Malacology,Mollusca,Gastropoda,-,Succineidae,Succinea,avara,-,Say,Mollusca Gastropoda - Succineidae Succinea avara -,"Ox Bow, Alpena, Michigan",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21165,,2206,6,Malacology,Mollusca,Gastropoda,-,Succineidae,Succinea,avara,-,Say,Mollusca Gastropoda - Succineidae Succinea avara -,"Thunder Bay Island, Alpena [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21166,,2206,4,Malacology,Mollusca,Gastropoda,-,Gastrodontidae,Zonitoides,nitidus [nitida],-,MÃ¼ller,Mollusca Gastropoda - Gastrodontidae Zonitoides nitidus [nitida] -,"Thunder Bay Island, Alpena [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21167,,2206,6,Malacology,Mollusca,Gastropoda,-,Gastrodontidae,Zonitoides,nitidus [nitida],-,MÃ¼ller,Mollusca Gastropoda - Gastrodontidae Zonitoides nitidus [nitida] -,"Sugar Island, Alpena, Mich [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21168,,2206,3,Malacology,Mollusca,Gastropoda,-,Gastrodontidae,Zonitoides,arboreus,-,Say,Mollusca Gastropoda - Gastrodontidae Zonitoides arboreus -,"Alpena, Michigan",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21169,,2206,1,Malacology,Mollusca,Gastropoda,-,Euconulidae,Euconulus,fulvus,-,MÃ¼ller,Mollusca Gastropoda - Euconulidae Euconulus fulvus -,"Thunder Bay Island, Alpena [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21170,,2206,1,Malacology,Mollusca,Gastropoda,-,Discidae,Pyramidula [Anguispira],alternata,-,Say,Mollusca Gastropoda - Discidae Pyramidula [Anguispira] alternata -,"Sulphur Island, Alpena, Mich [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,Var. fraterna Say
21171,,2206,2,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Euchemotrema],monodon,[fraterna],Rackett,Mollusca Gastropoda - Polygyridae Polygyra [Euchemotrema] monodon [fraterna],"Sulphur Island, Alpena, Mich [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21172,,2206,10,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Euchemotrema],monodon,-,Rackett,Mollusca Gastropoda - Polygyridae Polygyra [Euchemotrema] monodon -,"Sugar Island, Alpena, Mich [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21173,,2206,1,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Neohelix],albolabris,-,Say,Mollusca Gastropoda - Polygyridae Polygyra [Neohelix] albolabris -,"Sulphur Island, Alpena, Mich [Michigan]",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21174,,2206,2,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Neohelix],albolabris,-,Say,Mollusca Gastropoda - Polygyridae Polygyra [Neohelix] albolabris -,"Alpena, Michigan",Alpena,Alpena,Michigan,United States of America,,,Dr. W.A. Nason,William A. Nason,,,,,
21175,,2162,16,Malacology,Mollusca,Gastropoda,-,Littorinidae,Littorina,rudis,-,Donovan,Mollusca Gastropoda - Littorinidae Littorina rudis -,West Coast of Norway,,,,Norway,,,Anton Benson,Anton Benson,,,1903,1903,
21176,,2162,9,Malacology,Mollusca,Gastropoda,-,Littorinidae,Littorina,littorea,-,Linne.,Mollusca Gastropoda - Littorinidae Littorina littorea -,West Coast of Norway,,,,Norway,,,Anton Benson,Anton Benson,,,1903,1903,
21177,,2163,5,Malacology,Mollusca,Gastropoda,-,Muricidae,Ocinebra,nuttallii,-,Conrad,Mollusca Gastropoda - Muricidae Ocinebra nuttallii -,"Los Angeles, California",Los Angeles,Los Angeles,California,United States of America,,,Dr. J.M Weirs.,J. M. Weirs,,,,,
21178,,2163,3,Malacology,Mollusca,Gastropoda,-,Muricidae,Murex,festivus,-,Hinds,Mollusca Gastropoda - Muricidae Murex festivus -,"Los Angeles, California",Los Angeles,Los Angeles,California,United States of America,,,Dr. J.M Weirs.,J. M. Weirs,,,,,
21179,,2280,3,Malacology,Mollusca,Bivalvia,-,Tellinidae,Macoma,inconspicua,-,B & S,Mollusca Bivalvia - Tellinidae Macoma inconspicua -,California,,,California,United States of America,,,Ruthven Deane,Ruthven V. Deane,,,,,
21180,,2280,3,Malacology,Mollusca,Gastropoda,-,Trimusculidae,Gadinia,reticulata,-,Sowerby,Mollusca Gastropoda - Trimusculidae Gadinia reticulata -,California,,,California,United States of America,,,Ruthven Deane,Ruthven V. Deane,,,,,
21181,,2280,4,Malacology,Mollusca,Gastropoda,-,Olivellidae,Olivella,baetica,-,Carpenter,Mollusca Gastropoda - Olivellidae Olivella baetica -,California,,,California,United States of America,,,Ruthven Deane,Ruthven V. Deane,,,,,
21182,,2280,5,Malacology,Mollusca,Gastropoda,-,Turbinidae,Phasianella,compta,-,Gould,Mollusca Gastropoda - Turbinidae Phasianella compta -,California,,,California,United States of America,,,Ruthven Deane,Ruthven V. Deane,,,,,
21183,,2280,1,Malacology,Mollusca,Gastropoda,-,Turbinidae,Leptothyra,bacula,-,Carpenter,Mollusca Gastropoda - Turbinidae Leptothyra bacula -,California,,,California,United States of America,,,Ruthven Deane,Ruthven V. Deane,,,,,
21184,,2181,2,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Neohelix],albolabris,-,Say,Mollusca Gastropoda - Polygyridae Polygyra [Neohelix] albolabris -,"Lafayette, Indiana",Lafayette,Tippecanoe,Indiana,United States of America,,,A.B. Wolcott,A. B. Wolcott,,,,,
21185,,2181,10,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Mesodon],elevata [elevatus],-,Say,Mollusca Gastropoda - Polygyridae Polygyra [Mesodon] elevata [elevatus] -,"Lafayette, Indiana",Lafayette,Tippecanoe,Indiana,United States of America,,,A.B. Wolcott,A. B. Wolcott,,,,,
21186,,2181,2,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Inflectarius],inflecta [inflectus],-,Say,Mollusca Gastropoda - Polygyridae Polygyra [Inflectarius] inflecta [inflectus] -,"Lafayette, Indiana",Lafayette,Tippecanoe,Indiana,United States of America,,,A.B. Wolcott,A. B. Wolcott,,,,,
21187,,2181,1,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Euchemotrema],monodon,[fraterna],Say,Mollusca Gastropoda - Polygyridae Polygyra [Euchemotrema] monodon [fraterna],"Lafayette, Indiana",Lafayette,Tippecanoe,Indiana,United States of America,,,A.B. Wolcott,A. B. Wolcott,,,,,Var. fraterna Say.
21188,,2181,3,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Mesodon],exoleta,-,Binney,Mollusca Gastropoda - Polygyridae Polygyra [Mesodon] exoleta -,"Lafayette, Indiana",Lafayette,Tippecanoe,Indiana,United States of America,,,A.B. Wolcott,A. B. Wolcott,,,,,
21189,,2181,1,Malacology,Mollusca,Gastropoda,-,Discidae,Pyramidula [Anguispira],solitaria [kochi],-,Say [Pfeiffer],Mollusca Gastropoda - Discidae Pyramidula [Anguispira] solitaria [kochi] -,"Lafayette, Indiana",Lafayette,Tippecanoe,Indiana,United States of America,,,A.B. Walcott,A. B. Walcott,,,,,
21190,,2202,7,Malacology,Mollusca,Gastropoda,-,Strobilopsidae,Strobilops,affinis,-,Pilsbry,Mollusca Gastropoda - Strobilopsidae Strobilops affinis -,"Glencoe, Illinois",Glencoe,Cook,Illinois,United States of America,,,William W. Calkins,William W. Calkins,,,1905,1905,
21191,,2202,1,Malacology,Mollusca,Gastropoda,-,Helicodiscidae,Helicodiscus,lineatus [parallelus],-,Say,Mollusca Gastropoda - Helicodiscidae Helicodiscus lineatus [parallelus] -,"Glencoe, Illinois",Glencoe,Cook,Illinois,United States of America,,,William W. Calkins,William W. Calkins,,,1905,1905,
21192,,2202,1,Malacology,Mollusca,Gastropoda,-,Zonitidae,Vitrea,indentata,-,Say,Mollusca Gastropoda - Zonitidae Vitrea indentata -,"Glencoe, Illinois",Glencoe,Cook,Illinois,United States of America,,,William W. Calkins,William W. Calkins,,,1905,1905,
21193,,2202,4,Malacology,Mollusca,Gastropoda,-,Gastrocoptidae,Bifidaria [Gastrocopta],armifera,-,Say,Mollusca Gastropoda - Gastrocoptidae Bifidaria [Gastrocopta] armifera -,"Glencoe, Illinois",Glencoe,Cook,Illinois,United States of America,,,William W. Calkins,William W. Calkins,,,1905,1905,
21194,,2202,1,Malacology,Mollusca,Gastropoda,-,Gastrocoptidae,Bifidaria [Gastrocopta],contracta,-,Say,Mollusca Gastropoda - Gastrocoptidae Bifidaria [Gastrocopta] contracta -,"Glencoe, Illinois",Glencoe,Cook,Illinois,United States of America,,,William W. Calkins,William W. Calkins,,,1905,1905,
21195,,2285,1,Geology,Mineral,Sedimentary Rock,-,Mineral,Orthoclase,-,-,,Mineral Sedimentary Rock - Mineral Orthoclase - -,"Lake shore, Lincoln Park, [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,,Robert Purdy,Robert W. Purdy,,,,,
21196,,2285,1,Geology,Mineral,Silicates,-,Quartz,Quartz,-,-,,Mineral Silicates - Quartz Quartz - -,"Lake shore, Lincoln Park, [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,,Robert Purdy,Robert W. Purdy,,,,,
21197,,2216,2,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Lake Superior,,,,United States of America,,,George V. Harter. Exch.,George V. Harter,,,,,Various forms of Agate.
21198,,2216,2,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Lake Superior,,,,United States of America,,,George V. Harter. Exch.,George V. Harter,,,,,Various forms of Agate.
21199,,2216,4,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Lake Superior,,,,United States of America,,,George V. Harter. Exch.,George V. Harter,,,,,Various forms of Agate.
21200,,2216,4,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Montanta,,,Montana,United States of America,,,George V. Harter. Exch.,George V. Harter,,,,,Smoky Quartz Crystal
21201,,2216,1,,-,-,-,-,Elaterite,-,-,,- - - - Elaterite - -,Utah,,,Utah,United States of America,,,George V. Harter. Exch.,George V. Harter,,,,,
21202,,2216,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,,,,,,,,Mr. Harter,unknown,,,,,Petrified wood in Chalcedony.
21203,,2216,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,,,,,,,,Mr. Harter,unknown,,,,,Chalcendony and Jasper.
21204,,2282,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Lake Superior,,,,,,,Ruthven Deane,Ruthven V. Deane,,,,,Agate.
21205,,2254,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,,,,,,,,Hiller and Wohlgemuth,unknown,,,,,Petrified wood; Jasper
21206,,2254,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,,,,,,,,Hiller and Wohlgemuth,unknown,,,,,Jasper and Quartz
21207,,2256,1,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,Florida,,,Florida,United States of America,,,Hiller and Wohlgemuth,unknown,,,,,A large oyster shell.
21208,,2255,1,,-,-,-,-,Oreaster,reticulatus,-,M&T,- - - - Oreaster reticulatus -,Bahamas,,,,Bahamas,,,Hiller and Wohlgemuth,unknown,,,,,
21209,,2246,1,Malacology,Mollusca,Gastropoda,-,Muricidae,Murex,ramosus,-,Linne,Mollusca Gastropoda - Muricidae Murex ramosus -,Indian Ocean,,,,Unknown,,,Frank M. Woodruff,Frank M. Woodruff,,,,,
21210,,2299,1,,-,-,-,-,Magnesite,-,-,,- - - - Magnesite - -,California,,,California,United States of America,,,Charles S. Raddin,Charles S. Raddin,,,,,
21211,,2216,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Petrified Forest.  Arizona.,,,Arizona,United States of America,,,Mr. Harter,unknown,,,,,Amethyst crystals
21212,,2216,3,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Petrified Forest.  Arizona.,,,Arizona,United States of America,,,Mr. Harter,unknown,,,,,Agatized Wood.
21213,,2216,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Petrified Forest.  Arizona.,,,Arizona,United States of America,,,Mr. Harter,unknown,,,,,Agatized Wood.
21214,,3,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Limonite;Fibrous Brown Hematite,-,-,,Mineral Oxides and Hydroxides - Iron Limonite;Fibrous Brown Hematite - -,"Marquette, Michigan",Marquette,Marquette,Michigan,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
21215,,325,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Limonite; Brown Hematite,-,-,,Mineral Oxides and Hydroxides - Iron Limonite; Brown Hematite - -,Michigan,,,Michigan,United States of America,,,Mrs. C.B. Sawyer,C. B. Sawyer,,,,,
21216,,629,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Limonite; Brown Hematite,-,-,,Mineral Oxides and Hydroxides - Iron Limonite; Brown Hematite - -,Michigan,,,Michigan,United States of America,,,J.F. Porter,J. F. Porter,,,,,
21217,,279,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Limonite; Brown Hematite,-,-,,Mineral Oxides and Hydroxides - Iron Limonite; Brown Hematite - -,Michigan,,,Michigan,United States of America,,,Michigan Mining Co.,Michigan Mining Company,,,,,
21218,,279,1,Geology,Mineral,Oxides and Hydroxides,-,Hematite,Hematite; Specular Iron Ore,-,-,,Mineral Oxides and Hydroxides - Hematite Hematite; Specular Iron Ore - -,Michigan,,,Michigan,United States of America,,,Michigan Mining Co.,Michigan Mining Company,,,,,Brown Hematite.
21219,,279,2,Geology,Mineral,Oxides and Hydroxides,-,Hematite,Hematite; Red Oxide of Iron.,-,-,,Mineral Oxides and Hydroxides - Hematite Hematite; Red Oxide of Iron. - -,Michigan,,,Michigan,United States of America,,,Michigan Mining Co.,Michigan Mining Company,,,,,
21220,,279,1,Geology,Mineral,Oxides and Hydroxides,-,Hematite,Micaceous Hematite,-,-,,Mineral Oxides and Hydroxides - Hematite Micaceous Hematite - -,Michigan,,,Michigan,United States of America,,,Michigan Mining Co.,Michigan Mining Company,,,,,
21221,,391,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Limonite; Lenticular Brown Hematite,-,-,,Mineral Oxides and Hydroxides - Iron Limonite; Lenticular Brown Hematite - -,"Iron Ridge, Wisconsin",Iron Ridge,Dodge,Wisconsin,United States of America,,,A. Peabody,A. Peabody,,,,,
21222,,460,1,Geology,Mineral,Oxides and Hydroxides,-,Hematite,Hematite; Red Oxide of Iron.,-,-,,Mineral Oxides and Hydroxides - Hematite Hematite; Red Oxide of Iron. - -,Colorado,,,Colorado,United States of America,,,C. H. Martin,C. H. Martin,,,,,
21223,,352,1,Geology,Mineral,Carbonates,-,Calcite,Siderite; Spathic Iron,-,-,,Mineral Carbonates - Calcite Siderite; Spathic Iron - -,"Roxbury, Connecticut",Roxbury,Litchfield,Connecticut,United States of America,,,M.R. Gaines,M. R. Gaines,,,,,
21224,,279,1,Geology,Mineral,Oxides and Hydroxides,-,Spinel,Magnetite; Black Oxide of Iron,-,-,,Mineral Oxides and Hydroxides - Spinel Magnetite; Black Oxide of Iron - -,Michigan,,,Michigan,United States of America,,,Michigan Mining Co.,Michigan Mining Company,,,,,
21225,,391,1,,-,-,-,-,Spiegeleisen: Ferro Manganese,-,-,,- - - - Spiegeleisen: Ferro Manganese - -,England,,,England,United Kingdom,,,A. Peabody,A. Peabody,,,,,
21226,,1614,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Fayal Ore. [Iron Ores],-,-,,Mineral Oxides and Hydroxides - Iron Fayal Ore. [Iron Ores] - -,Mesabi Range [Minnesota],,,Minnesota,United States of America,,,Illinois Steel Company,Illinois Steel Company,,,,,57-63% iron.
21227,,1614,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Chapin Ore. [Iron Ores],-,-,,Mineral Oxides and Hydroxides - Iron Chapin Ore. [Iron Ores] - -,Menominee Range [Michigan],,,Michigan,United States of America,,,Illinois Steel Company,Illinois Steel Company,,,,,52-59% iron.
21228,,1614,1,Geology,Mineral,Oxides and Hydroxides,-,Iron,Aurora Ore. [Iron Ores],-,-,,Mineral Oxides and Hydroxides - Iron Aurora Ore. [Iron Ores] - -,Gogebic Range [Michigan],,,Michigan,United States of America,,,Illinois Steel Company,Illinois Steel Company,,,,,55-62% iron.
21229,,1614,1,Geology,Mineral,Products,-,product,No. 1 Bessemer Pig Iron,-,-,,Mineral Products - product No. 1 Bessemer Pig Iron - -,,,,,United States of America,,,Illinois Steel Company,Illinois Steel Company,,,,,Produced by smelting above ores.
21230,,965,1,Geology,Mineral,Element,-,Gold/Silver,Gold and Silver Ore,-,-,,Mineral Element - Gold/Silver Gold and Silver Ore - -,"Big Giant Lode, Decatur Dist., Col. [Colorado]",,,Colorado,United States of America,,,John Wilkinson,John Wilkinson,,,,,
21231,,460,1,Geology,Mineral,Element,-,Gold/Silver,Gold and Silver Ore,-,-,,Mineral Element - Gold/Silver Gold and Silver Ore - -,"Tuck Lode, Georgetown, Col. [Colorado]",Georgetown,Clear Creek,Colorado,United States of America,,,C.H. Martin,C. H. Martin,,,,,
21232,,688,1,Geology,Mineral,Element,-,Gold,Native Gold,-,-,,Mineral Element - Gold Native Gold - -,"Black Hills, South Dakota",,,South Dakota,United States of America,,,Charles M. Higginson,Charles M. Higginson,,,,,In Quartz. Keystone Mine.
21233,,688,1,Geology,Mineral,Element,-,Gold,Free-milling Gold Ore,-,-,,Mineral Element - Gold Free-milling Gold Ore - -,Congress Mine. Arizona,Congress,Yavapai,Arizona,United States of America,,,Charles M. Higginson,Charles M. Higginson,,,,,
21234,,688,1,Geology,Mineral,Element,-,Gold,Free Gold in Quartz,-,-,,Mineral Element - Gold Free Gold in Quartz - -,Near Deadwood. South Dakota.,,,South Dakota,United States of America,,,Charles M. Higginson,Charles M. Higginson,,,,,Very rich.
21235,,449,2,Geology,Mineral,Element,-,Gold,Free Gold in Quartz,-,-,,Mineral Element - Gold Free Gold in Quartz - -,"Central City, Colorado",Central City,Gilpin and Clear Creek,Colorado,United States of America,,,Mrs. B.W. Sweet,B. W. Sweet,,,,,
21236,,1370,1,Geology,Mineral,Element,-,Gold,Free Gold,-,-,,Mineral Element - Gold Free Gold - -,"Calvaras Co., California",,Calvaras,California,United States of America,,,George W. Scott,George W. Scott,,,,,Specimen missing. In Quartz.
21237,,857,1,Geology,Mineral,Element,-,Gold,Gold ore,-,-,,Mineral Element - Gold Gold ore - -,"Gold Hill, New Mexico",Gold Hill,Grant,New Mexico,United States of America,,,George W. Weber,George W. Weber,,,,,$40.00 to the ton
21238,,1022,1,Geology,Mineral,Element,-,Gold,Gold ore,-,-,,Mineral Element - Gold Gold ore - -,"Jimtown, Colorado",,,Colorado,United States of America,,,Dr. E.R. Larned,Ezra Read Larned,,,,,containing tellurium
21239,,965,1,Geology,Mineral,Element,-,Gold,Quartzite,-,-,,Mineral Element - Gold Quartzite - -,"Del Norte Lode, Summit Dist., Col. [Colorado]",,,Colorado,United States of America,,,John Wilkinson,John Wilkinson,,,,,Showing Free Gold.
21240,,305,1,Geology,Mineral,Element,-,Gold,Quartzite,-,-,,Mineral Element - Gold Quartzite - -,"Palmers Mt. District, Wash. [Washington]",,Okanogan,Washington,United States of America,,,Wash. Com. Col. Exp.,"Washington Commission, World's Columbian Exposition",,,,,Golden Chariot Mine. $17.57 ton.
21241,,305,1,Geology,Mineral,Element,-,Gold,Quartzite. Gold Ore.,-,-,,Mineral Element - Gold Quartzite. Gold Ore. - -,"Nantucket Lake Dist., Wash [Washington]",,,Washington,United States of America,,,Wash. Com. Col. Exp.,"Washington Commission, World's Columbian Exposition",,,,,Cashclown Mine.
21242,,1198,2,Geology,Mineral,Element,-,Gold,Free milling Gold Ore.,-,-,,Mineral Element - Gold Free milling Gold Ore. - -,"Black Hills, South Dakota",,,South Dakota,United States of America,,,Richard Blackstone,Richard Blackstone,,,,,
21243,,679,1,Geology,Mineral,Element,-,Gold,Gold Ore.,-,-,,Mineral Element - Gold Gold Ore. - -,"Silver City, New Mexico",Silver City,Grant,New Mexico,United States of America,,,Charles M. Higginson,Charles M. Higginson,,,,,
21244,,2022,1,Geology,Mineral,Element,-,Gold,Roasted Gold Ore.,-,-,,Mineral Element - Gold Roasted Gold Ore. - -,"Gold Coin Mine, Victor, Colorado",Victor,Teller,Colorado,United States of America,,,H. E. Wood,H. E. Wood,,,,,Granite quartz vein in Pegmatitie Granite
21245,,305,1,Geology,Mineral,Element,-,Gold,Quartzite,-,-,,Mineral Element - Gold Quartzite - -,"Iridescent Mine, Stevens Co,Wash. [Washington]",,Stevens,Washington,United States of America,,,Wash. Com. Col. Exp.,"Washington Commission, World's Columbian Exposition",,,,,"Silver Ore, 160 oz. per ton."
21246,,305,1,Geology,Mineral,Element,-,Gold,Quartzite,-,-,,Mineral Element - Gold Quartzite - -,"Salmon River District, Wash. [Washington]",,,Washington,United States of America,,,Wash. Com. Col. Exp.,"Washington Commission, World's Columbian Exposition",,,,,Manhattan Mine; Silver Ore. $182.20 per ton
21247,,453,1,Geology,Mineral,Element,-,Gold/Silver,Gold and Silver Ore,-,-,,Mineral Element - Gold/Silver Gold and Silver Ore - -,"Salmon River District, Wash. [Washington]",,,Washington,United States of America,,,Wash. Com. Col. Exp.,"Washington Commission, World's Columbian Exposition",,,,,"Union Mine. 10 oz Gold, 17 oz Silver per ton"
21248,,453,1,Geology,Mineral,Sulphides,-,Silver,Sulphide of Silver,-,-,,Mineral Sulphides - Silver Sulphide of Silver - -,"Friar Hill Mine, Leadville, Col. [Colorado]",Leadville,Lake,Colorado,United States of America,,,William C. Egan,William C. Egan,,,,,"Silver, 400 oz per ton. [Accession number and donor name added from information in Geology inventory file. A. King]"
21249,,453,1,Geology,Mineral,Element,-,Gold/Silver,Carbonate Ore,-,-,,Mineral Element - Gold/Silver Carbonate Ore - -,"Lilian Mine, Leadville, Col. [Colorado]",Leadville,Lake,Colorado,United States of America,,,William C. Egan,William C. Egan,,,,,"40 oz Gold, 1160 oz Silver per ton. [Accession number and donor name added from information in Geology inventory file. A. King]"
21250,,453,1,Geology,Mineral,Element,-,Silver,Horn Silver,-,-,,Mineral Element - Silver Horn Silver - -,"Belgian Mine,Leadville, Col. [Colorado]",Leadville,Lake,Colorado,United States of America,,,William C. Egan,William C. Egan,,,,,[Accession number and donor name added from information in Geology inventory file. A. King]
21251,,453,1,Geology,Mineral,Halides,-,Ore,Horn Silver,-,-,,Mineral Halides - Ore Horn Silver - -,"Mahala Mine, Leadville, Col. [Colorado]",Leadville,Lake,Colorado,United States of America,,,William C. Egan,William C. Egan,,,,,"Cerargyrite, 8000 oz. Silver per ton. [Accession number and donor name added from information in Geology inventory file. A. King]"
21252,,857,1,Geology,Mineral,Element,-,Silver,Sulphuret Silver,-,-,,Mineral Element - Silver Sulphuret Silver - -,"Gold Hill, New Mexico",Gold Hill,Grant,New Mexico,United States of America,,,George W. Weber,George W. Weber,,,,,In Quartz.
21253,,305,1,Geology,Mineral,Sulphides,-,Silver,Argentite,-,-,,Mineral Sulphides - Silver Argentite - -,"Stevens Co., Washington",,Stevens,Washington,United States of America,,,Wash. Com. Col. Exp.,"Washington Commission, World's Columbian Exposition",,,,,
21254,,305,1,Geology,Mineral,Sulphides,-,Silver,Quartzite,-,-,,Mineral Sulphides - Silver Quartzite - -,"Okanogan Co., Washington",,Okanogan,Washington,United States of America,,,Wash. Com. Col. Exp.,"Washington Commission, World's Columbian Exposition",,,,,"Idaho Mine, Ruby District."
21255,,2207,20,Geology,Mineral,Sulphides,-,Marcasite Group,Marcasite,-,-,,Mineral Sulphides - Marcasite Group Marcasite - -,"Lake Michigan, Lincoln Park, [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,,Reuben A. Warder,Reuben A. Warder,,,,,
21256,,2215,6,Malacology,Mollusca,Gastropoda,-,Muricidae,Pupura,lapillus,-,Linne.,Mollusca Gastropoda - Muricidae Pupura lapillus -,"Blackhall Rocks, near Hearthpool, Eng. [England]",,,England,United Kingdom,,,J.J. Gough,J. J. Gough,,,,,
