Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
29822,,3330,2,,-,-,-,-,Balsa,malana,-,Fitch,- - - - Balsa malana -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29823,,3330,2,,-,-,-,-,-,-,-,-,-,-,,,-,,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29824,,3330,1,,-,-,-,-,-,-,-,-,-,-,,,-,,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29825,,3330,1,,-,-,-,-,-,-,-,-,-,-,,,-,,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29826,,3330,2,,-,-,-,-,Platyperigea,praeacuta,-,Smith,- - - - Platyperigea praeacuta -,Manitou,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"24 Aug, 26 Aug",08-24; 08-26,
29827,,3330,1,,-,-,-,-,Anorthodes,prima,-, -,- - - - Anorthodes prima -,Illinois,,,Illinois,United States of America,,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29828,,3330,2,,-,-,-,-,Anorthodes,prima,-,Smith,- - - - Anorthodes prima -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth," 28 June, 9 May",06-28; 05-09,
29829,,3330,2,,-,-,-,-,Caradrina,meralis,-,Morrison,- - - - Caradrina meralis -,Manitou,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,25 Aug,08-25,
29830,,3330,2,,-,-,-,-,Caradrina,meralis,-,Morrison,- - - - Caradrina meralis -,Manitou,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,22 Aug,08-22,
29831,,3330,4,,-,-,-,-,Caradrina,extimia,-,Walker,- - - - Caradrina extimia -,Glenwood,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"30 June, 24 July",06-30; 07-24,
29832,,3330,1,,-,-,-,-,Caradrina,exigua,-,Hubner,- - - - Caradrina exigua -,Manitou,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,25 Aug,08-25,
29833,,3330,3,,-,-,-,-,Caradrina,fragosa,-,Grote,- - - - Caradrina fragosa -,Salt Lake,,,Utah,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"2 Aug, 4 Aug, 14 Aug",08-02; 08-04; 08-14,
29834,,3330,2,,-,-,-,-,Caradrina,Miranda,-,Grote,- - - - Caradrina miranda -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"14 May, 22 May",05-14; 05-22,
29835,,3330,2,,-,-,-,-,Perigea,xanthioides,-,Guenee,- - - - Perigea xanthioides -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"14 June, 18 June",06-14; 06-18,
29836,,3330,2,,-,-,-,-,Perigea,vecors,-,Guenee,- - - - Perigea vecors -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29837,,3330,2,,-,-,-,-,Perigea,vecors,-,Guenee,- - - - Perigea vecors -,Manitou,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"24 Aug, 28 Aug",08-24; 08-28,
29838,,3330,1,,-,-,-,-,Perigea,epopea,-,Cramer,- - - - Perigea epopea -,Illinois,,,Illinois,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29839,,3330,null,,-,-,-,-,Perigea,sutor,-,Guenee,- - - - Perigea sutor -,New Jersey,,,New Jersey,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29840,,3330,1,,-,-,-,-,Perigea,albolabes,-,"(Grote, 1880)",- - - - Perigea albolabes -,Manitou,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29841,,3330,1,,-,-,-,-,Perigea,albolabes,-,"(Grote, 1880)",- - - - Perigea albolabes -,Glenwood,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29842,,3330,2,,-,-,-,-,Perigea,-,-,,- - - - Perigea - -,Glenwood,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,14 July,07-14,
29843,,3330,1,,-,-,-,-,Perigea,-,-,,- - - - Perigea - -,Leadville,,,Colorado,United States of America,,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,24 July,07-24,
29844,,3330,1,,-,-,-,-,Oligia,festiroides,-,Guenee,- - - - Oligia festiroides -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29845,,3330,4,,-,-,-,-,Grata,-,-,Hubner,- - - - Grata - -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"24 May, 14 June, 16 Sept",05-24; 06-14; 09-16,
29846,,3330,2,,-,-,-,-,Hillia,algens,-,Grote,- - - - Hillia algens -,Illinois,,,Illinois,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"10 July, 20 July",07-10; 07-20,
29847,,3330,2,,-,-,-,-,-,-,-,,- - - - - - -,Manitou,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,8 July,07-08,
29848,,3330,1,,-,-,-,-,-,-,-,,- - - - - - -,Manitou,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,14 July,07-14,
29849,,3330,1,,-,-,-,-,-,-,-,,- - - - - - -,Glenwood,,,Colorado,United States of America,,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29850,,3330,3,,-,-,-,-,Pronoctua,typica,-,Smith,- - - - Pronoctua typica -,Glenwood,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"18 July, 19 July",07-18; 07-19,
29851,,3330,1,,-,-,-,-,Pronoctua,typica,-,Smith,- - - - Pronoctua typica -,Salt Lake,,,Utah,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,4 Aug,08-04,
29852,,3330,1,,-,-,-,-,Chorizagrotis,auxilaris,-,Grote,- - - - Chorizagrotis auxilaris -,Leadville,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29853,,3330,1,,-,-,-,-,Chorizagrotis,auxilaris,-,Grote,- - - - Chorizagrotis auxilaris -,Denver,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,24 June,06-24,
29854,,3330,2,,-,-,-,-,Chorizagrotis,introferens,-,Grote,- - - - Chorizagrotis introferens -,Glenwood,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"10 July, 12 July",07-10; 07-12,
29855,,3330,1,,-,-,-,-,Chorizagrotis,introferens,-,Grote,- - - - Chorizagrotis introferens -,Union,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,6 Aug,08-06,
29856,,3330,2,,-,-,-,-,Chorizagrotis,agrestis,-,Grote,- - - - Chorizagrotis agrestis -,Union,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"12 Aug, 14 Aug",08-12; 08-14,
29857,,3330,1,,-,-,-,-,Chorizagrotis,agrestis,-,Grote,- - - - Chorizagrotis agrestis -,Manitou,,,Colorado,United States of America,,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,3 July,07-03,
29858,,3330,2,,-,-,-,-,Chorizagrotis,inconcinna,-,Harvey,- - - - Chorizagrotis inconcinna -,Denver,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,27 June,06-27,
29859,,3330,1,,-,-,-,-,Chorizagrotis,inconcinna,-,Harvey,- - - - Chorizagrotis inconcinna -,Glenwood,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29860,,3330,1,,-,-,-,-,Chorizagrotis,inconcinna,-,Harvey,- - - - Chorizagrotis inconcinna -,Manitou,,,Colorado,United States of America,,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,4 July,07-04,
29861,,3330,1,,-,-,-,-,Chorizagrotis,terrealis,-,Grote,- - - - Chorizagrotis terrealis -,Glenwood,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,14 July,07-14,
29862,,3330,1,,-,-,-,-,Chorizagrotis,terrealis,-,Grote,- - - - Chorizagrotis terrealis -,Ogden,,,Utah,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,13 Aug,08-13,
29863,,3330,1,,-,-,-,-,Chorizagrotis,inmixta,-,Grote,- - - - Chorizagrotis inmixta -,Manitou,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29864,,3330,1,,-,-,-,-,Chorizagrotis,inmixta,-,Grote,- - - - Chorizagrotis inmixta -,Glenwood,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,7 Aug,08-07,
29865,,3330,1,,-,-,-,-,Chorizagrotis,inmixta,-,Grote,- - - - Chorizagrotis inmixta -,Salt Lake,,,Utah,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 Aug,08-10,
29866,,3330,1,,-,-,-,-,Chorizagrotis,balanitis,-,Grote,- - - - Chorizagrotis balanitis -,Glenwood,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,14 July,07-14,
29867,,3330,1,,-,-,-,-,Chorizagrotis,balanitis,-,Grote,- - - - Chorizagrotis balanitis -,Leadville,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,14 July,07-14,
29868,,3330,1,,-,-,-,-,Feltia,longideus,-,Smith,- - - - Feltia longideus -,Manitou,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29869,,3330,2,,-,-,-,-,Feltia,longideus,-,Smith,- - - - Feltia longideus -,New Mexico,,,New Mexico,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29870,,3330,1,,-,-,-,-,Feltia,subgothica,-,Haworth,- - - - Feltia subgothica -,Manitou,,,Colorado,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,24 Aug,08-24,
29871,,3330,3,,-,-,-,-,Feltia,subgothica,-,Haworth,- - - - Feltia subgothica -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29872,,3330,2,,-,-,-,-,Feltia,jaculifera,-,Guenee,- - - - Feltia jaculifera -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"4 Sept, 14 Sept",09-04; 09-14,
29873,,3330,1,,-,-,-,-,Feltia,jaculifera,-,Guenee,- - - - Feltia herilis -,Manitou,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,24 Aug,08-24,a.herilis Grote
29874,,3330,2,,-,-,-,-,Feltia,pectinicornis,-,Smith,- - - - Feltia pectinicornis -,Glenwood,,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"14 July, 18 July",07-14; 07-18,
29875,,3330,2,,-,-,-,-,Feltia,gladiaria,-,Morrison,- - - - Feltia gladiaria -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"14 Sept, 16 Sept",09-14; 09-16,
29876,,3330,2,,-,-,-,-,Feltia,venerabilis,-,Walker,- - - - Feltia venerabilis -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,"10 Sept, 24 Sept",09-10; 09-24,
29877,,3330,1,,-,-,-,-,Feltia,gravis,-,Grote,- - - - Feltia gravis -,California,,,California,United States of America,male,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29878,,3330,1,,-,-,-,-,Feltia,gravis,-,Grote,- - - - Feltia gravis -,Leadville,,,Colorado,United States of America,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29879,,3330,2,,-,-,-,-,Feltia,acueipennis,-,Grote,- - - - Feltia acueipennis -,California,,,California,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29880,,3330,2,,-,-,-,-,Feltia,volubilis,-,Harvey,- - - - Feltia volubilis -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29881,,3330,3,,-,-,-,-,Feltia,volubilis,-,Harvey,- - - - Feltia volubilis -,"Leadville, Col",,,Colorado,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29882,,3330,2,,-,-,-,-,Feltia,annexa,-,Treits,- - - - Feltia annexa -,Illinois,,,Illinois,United States of America,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29883,,3330,2,,-,-,-,-,Feltia,malefida,-,Guenee,- - - - Feltia malefida -,"Monterey, Mex",,, -,Mexico,"female, male",adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,,,
29884,,3330,1,,-,-,-,-,Feltia,malefida,-,Guenee,- - - - Feltia malefida -,"Monterey, Mex",,, -,Mexico,female,adult,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,10 July,07-10,
29885,,3330,1,,-,-,-,-,Feltia,-,-,,- - - - Feltia - -,Illinois,,,Illinois,United States of America,female,,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,Berthold Neubarth,20 Aug,08-20,
29886,,3721,2,,-,-,-,-,Bentonite,-,-,,- - - - Bentonite - -,"Carrizozo, New Mexico",,,New Mexico,United States of America,,,Fred Maryett,Fred Maryett,Fred Maryett,Fred Maryett,,,
29887,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29888,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29889,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29890,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29891,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29892,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29893,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29894,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29895,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29896,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29897,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29898,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29899,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29900,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29901,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29902,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29903,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29904,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29905,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29906,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29907,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29908,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29909,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29910,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29911,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29912,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29913,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29914,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29915,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29916,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29917,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29918,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29919,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,adult
29920,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29921,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29922,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29923,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29924,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29925,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29926,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29927,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29928,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29929,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29930,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29931,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29932,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29933,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29934,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29935,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29936,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29937,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29938,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29939,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29940,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29941,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29942,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29943,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29944,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29945,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29946,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29947,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29948,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29949,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29950,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29951,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29952,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29953,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29954,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29955,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29956,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29957,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29958,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29959,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29960,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29961,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29962,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29963,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29964,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29965,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29966,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29967,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29968,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29969,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29970,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29971,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29972,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29973,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29974,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29975,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29976,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29977,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29978,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29979,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29980,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29981,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29982,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29983,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29984,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29985,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29986,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29987,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29988,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29989,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29990,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29991,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29992,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29993,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29994,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29995,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29996,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29997,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29998,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
29999,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
30000,,null,null,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
30001,,null,null,,-,-,-,-,Alligator,mississipiensis,-,"(Daudin, 1801)",- - - - Alligator mississipiensis -,"New Orleans, La.",,,Louisiana,United States of America,,,Northwestern University Herp Coll.,Northwestern University,G.A. Cook,G. A. Cook,,,
30002,,null,null,,-,-,-,-,Anolis,carolinensis,-,"Voigt, 1832",- - - - Anolis carolinensis -,Monticello (Pearl River) Miss,,,Mississippi,United States of America,,,Northwestern University Herp Coll.,Northwestern University,H. Tennison,Helen Tennison,,,
30003,,null,null,,-,-,-,-,Anolis,carolinensis,-,"Voigt, 1832",- - - - Anolis carolinensis -,Monticello (Pearl River) Miss,,,Mississippi,United States of America,,,Northwestern University Herp Coll.,Northwestern University,H. Tennison,Helen Tennison,,,
30004,,null,null,,-,-,-,-,Anolis,carolinensis,-,"Voigt, 1832",- - - - Anolis carolinensis -,Monticello (Pearl River) Miss,,,Mississippi,United States of America,,,Northwestern University Herp Coll.,Northwestern University,H. Tennison,Helen Tennison,,,
30005,,null,null,,-,-,-,-,Crotaphytus,colaris,colaris,"(Say in James, 1823)",- - - - Crotaphytus colaris colaris,Florida,,,Florida,United States of America,,,Northwestern University Herp Coll.,Northwestern University,W. Doering,W. Doering,,,
