HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,DEC_LAT,DEC_LONG,DATUM,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,TAXON_NAME,GUID,VERBATIM_DATE,BEGAN_DATE,END_DATE,SPECIMEN_EVENT_TYPE,VERIFICATIONSTATUS
"Africa, Kenya, Kilifi County",Kilifi,"Kilifi, Kenya",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Centropus superciliosus,CHAS:Bird:19246,04/10/1960,1960-04-10,1960-04-10,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 100 ft","Kilifi, alt 100f",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Campephaga flava,CHAS:Bird:19211,08/04/1965,1965-08-04,1965-08-04,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 100 ft",alt 100',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Cossypha natalensis,CHAS:Bird:19233,08/03/1965,1965-08-03,1965-08-03,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Lagonosticta rubricata,CHAS:Bird:19176,08/03/1965,1965-08-03,1965-08-03,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, Kenya, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Ploceus nigricollis melanoxanthus,CHAS:Bird:19204,08/07/1965,1965-08-07,1965-08-07,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, Kenya, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Ploceus nigricollis melanoxanthus,CHAS:Bird:19205,08/07/1965,1965-08-07,1965-08-07,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, Kenya, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Ploceus ocularis,CHAS:Bird:19206,08/06/1965,1965-08-06,1965-08-06,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Serinus mozambicus,CHAS:Bird:19207,08/03/1965,1965-08-03,1965-08-03,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Serinus mozambicus,CHAS:Bird:19208,08/03/1965,1965-08-03,1965-08-03,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Tmetothylacus tenellus,CHAS:Bird:19225,08/03/1965,1965-08-03,1965-08-03,accepted place of collection,unverified
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Colius striatus,CHAS:Bird:19242,08/03/1965,1965-08-03,1965-08-03,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Rift Valley, Alt. 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Egretta garzetta garzetta,CHAS:Bird:19251,04/18/1965,1965-04-18,1965-04-18,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Rift Valley, alt. 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Polyboroides typus,CHAS:Bird:19267,04/18/1965,1965-04-18,1965-04-18,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Cisticola galactotes,CHAS:Bird:19186,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Riparia paludicola,CHAS:Bird:19187,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Estrilda astrild,CHAS:Bird:19192,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Estrilda astrild,CHAS:Bird:19193,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Kenya, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Ploceus velatus,CHAS:Bird:19197,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Cisticola galactotes,CHAS:Bird:19198,[10/23/1970],1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Motacilla aguimp,CHAS:Bird:19215,1970,1970-01-01,1971-12-31,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Acrocephalus rufescens,CHAS:Bird:19222,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Acrocephalus rufescens,CHAS:Bird:19223,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Kenya, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Ploceus spekei,CHAS:Bird:19224,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Amaurornis flavirostra,CHAS:Bird:19255,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Fulica cristata,CHAS:Bird:19260,11/12/1964,1964-11-12,1964-11-12,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Fulica cristata,CHAS:Bird:19261,12/18/1964,1964-12-18,1964-12-18,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Alcedo cristata,CHAS:Bird:19179,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Alcedo cristata,CHAS:Bird:19180,10/22/1970,1970-10-22,1970-10-22,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, Kenya, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Eminia lepida,CHAS:Bird:19196,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Pycnonotus barbatus tricolor,CHAS:Bird:19221,10/23/1970,1970-10-23,1970-10-23,accepted place of collection,unverified
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Dicrurus adsimilis,CHAS:Bird:19240,10/22/1970,1970-10-22,1970-10-22,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD, Kenya",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Tockus flavirostris,CHAS:Bird:19236,10/17/1970,1970-10-17,1970-10-17,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Pseudonigrita cabanisi,CHAS:Bird:19181,10/15/1970,1970-10-15,1970-10-15,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Trachyphonus darnaudii,CHAS:Bird:19182,10/15/1970,1970-10-15,1970-10-15,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District], Kenya, NFP",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Urorhipis rufifrons,CHAS:Bird:19183,10/15/1970,1970-10-15,1970-10-15,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Batis perkeo,CHAS:Bird:19190,10/15/1970,1970-10-15,1970-10-15,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District], Kenya, NFP",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Uraeginthus cyanocephalus,CHAS:Bird:19194,10/18/1970,1970-10-18,1970-10-18,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Urocolius macrourus,CHAS:Bird:19245,10/17/1970,1970-10-17,1970-10-17,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Rhinoptilus cinctus,CHAS:Bird:19253,10/18/1970,1970-10-18,1970-10-18,accepted place of collection,unverified
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Rhinoptilus cinctus,CHAS:Bird:19254,10/18/1970,1970-10-18,1970-10-18,accepted place of collection,unverified
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Chrysococcyx klaas,CHAS:Bird:19174,[no date recorded],1800,2016-03-12,accepted place of collection,unverified
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Rhodophoneus cruentus,CHAS:Bird:19216,10/17/1970,1970-10-17,1970-10-17,accepted place of collection,unverified
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Colius leucocephalus,CHAS:Bird:19244,10/17/1970,1970-10-17,1970-10-17,accepted place of collection,unverified
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-30,Corythaixoides leucogaster,CHAS:Bird:19259,10/17/1970,1970-10-17,1970-10-17,accepted place of collection,unverified
"Africa, Kenya, West Pokot",Sigor,"Sigor, Kenya",1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Tchagra australis,CHAS:Bird:19232,06/06/1965,1965-06-06,1965-06-06,accepted place of collection,unverified
"Africa, Kenya, West Pokot",Sigor,,1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Oriolus auratus,CHAS:Bird:19239,06/16/1965,1965-06-16,1965-06-16,accepted place of collection,unverified
"Africa, Kenya, West Pokot",Sigor,Sigor,1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Clamator jacobinus,CHAS:Bird:19249,06/05/1965,1965-06-05,1965-06-05,accepted place of collection,unverified
"Africa, Kenya, West Pokot",Sigor,Sigor Wei Wei,1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Turdoides plebejus,CHAS:Bird:2016.5.21,06/01/1965,1965-06-01,1965-06-01,accepted place of collection,unverified
"Africa, Kenya, West Pokot",Sigor,"""Masol NR: Sigor"" [Kenya?]",1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,GeoLocate,Adam Glueckert,2016-10-19,Creatophora cinerea,CHAS:Bird:2016.5.22,02/06/1905,1905-02-06,1905-02-06,accepted place of collection,unverified
"Africa, Kenya, West Pokot","Sigor, Wei Wei River",Wei Wei River,1.552869,35.533719,World Geodetic System 1984,301,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Cossypha heuglini,CHAS:Bird:19209,06/03/1965,1965-06-03,1965-06-03,accepted place of collection,unverified
"Africa, Kenya, West Pokot","Sigor, Wei Wei River",Wei Wei River,1.552869,35.533719,World Geodetic System 1984,301,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Cossypha heuglini,CHAS:Bird:19210,06/01/1965,1965-06-01,1965-06-01,accepted place of collection,unverified
"Asia, Japan, Tochigi Prefecture, Honshu",Nikko,,36.818839,139.581179,World Geodetic System 1984,1025,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-07,Loxia curvirostra albiventris,CHAS:Bird:18150,01/20/1917,1917-01-20,1917-01-20,accepted place of collection,unverified
"Asia, Japan, Tochigi Prefecture, Honshu",Nikko,,36.818839,139.581179,World Geodetic System 1984,1025,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-07,Loxia curvirostra albiventris,CHAS:Bird:18165,02/18/1918,1918-02-18,1918-02-18,accepted place of collection,unverified
"Asia, Malaysia, Sabah, Indonesian Archipelago, Borneo",Suanlamba,Suanlamba,5.6071,118.1369,World Geodetic System 1984,4682,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Platysmurus leocopterus atterimus,CHAS:Bird:19228,08/21/1887,1887-08-21,1887-08-21,accepted place of collection,unverified
"Asia, Malaysia, Sabah, Indonesian Archipelago, Borneo",Suanlamba,Suanlamba,5.6071,118.1369,World Geodetic System 1984,4682,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Platylophus galericulatus coronatus,CHAS:Bird:19164,01/20/1888,1888-01-20,1888-01-20,accepted place of collection,unverified
"Central America, Costa Rica, Guanacaste",Punta Piedra,C.R.: Guanacaste: Punta Piedra,10.161,-85.13382,World Geodetic System 1984,8754,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Dendroica petechia castaneiceps,CHAS:Bird:19270,02/06/1924,1924-02-06,1924-02-06,accepted place of collection,unverified
"Central America, Costa Rica",Irazu,Irazu,9.982388,-83.84958,World Geodetic System 1984,1463,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Cardellina pusilla pileolata,CHAS:Bird:17599,12/22/1906,1906-12-01,1907-12-30,accepted place of collection,unverified
"Central America, Costa Rica, San Jose",San Jose,"San Jose, C.R. [Costa Rica]",9.933333,-84.083333,World Geodetic System 1984,15768,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Tyrannus savana,CHAS:Bird:501,June 1892,1892-06-01,1892-06-30,accepted place of collection,unverified
"Europe, Denmark",Sjaelland,Denmark: Sjaelland,55.416667,11.833333,World Geodetic System 1984,87804,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-21,Scolopax rusticola rusticola,CHAS:Bird:5280,06/12/1924,1924-06-12,1924-06-12,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Chieming,"Chieming, Germany",47.893021,12.538562,World Geodetic System 1984,1358,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Podiceps ruficollis,CHAS:Bird:2016.5.13,"""Dec. 15, 1965""",1965-12-15,1965-12-15,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Munich,,48.15,11.583333,World Geodetic System 1984,31710,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Loxia curvirostra,CHAS:Bird:18167,07/03/1920,1920-07-03,1920-07-03,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Obing,,47.999157,12.406472,World Geodetic System 1984,1526,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Larus ridibundus,CHAS:Bird:19332,07/07/1965,1965-07-07,1965-07-07,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Obing,"Obing/Obb, Germany",47.999157,12.406472,World Geodetic System 1984,1526,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Podiceps cristatus,CHAS:Bird:2016.5.9,"""July 7, 1965""",1965-07-07,1965-07-07,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Obing,"Germany, Obing/Obb",47.999157,12.406472,World Geodetic System 1984,1526,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Chroicocephalus ridibundus,CHAS:Bird:9809,07/07/1965,1965-07-07,1965-07-07,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Prien-Obb, Germany",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Buteo buteo,CHAS:Bird:2016.5.6,"""13.6.1965""",1965-06-13,1965-06-13,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,Prien-Obb Germany,47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Cuculus canorus,CHAS:Bird:2016.5.7,"""June 11, 1965""",1965-06-11,1965-06-11,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Germany, Prien-Obb",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Columba palumbus,CHAS:Bird:9805,05/06/1965,1965-05-06,1965-05-06,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Germany, Prien-Obb",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Cuculus canorus,CHAS:Bird:9806,05/11/1965,1965-05-11,1965-05-11,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Germany, Prien",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Buteo buteo,CHAS:Bird:9808,04/04/1965,1965-04-04,1965-04-04,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Schleching,"Germany, Schleching-Obb",47.720764,12.395903,World Geodetic System 1984,1748,m,GeoLocate,GeoLocate,Adam Glueckert,2016-12-14,Nucifraga caryocatactes,CHAS:Bird:2016.5.10,"""3.12.1965""",1965-12-12,1965-12-12,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Accipiter gentilis,CHAS:Bird:9919,"""May 1966""",1966-05-01,1966-05-30,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Turdus pilaris,CHAS:Bird:2016.5.8,"""29.3.1965""",1965-03-29,1965-03-29,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,Traunstein-Germany,47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Corvus corone corone,CHAS:Bird:2016.5.11,"""18.4.1965""",1965-04-18,1965-04-18,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Turdus viscivorous,CHAS:Bird:2016.5.12,"""30.3.1965""",1965-03-30,1965-03-30,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Germany, Traunstein",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Corvus corone corone,CHAS:Bird:9807,04/16/1965,1965-04-16,1965-04-16,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Germany, Traunstein",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Pyrrhula pyrrhula,CHAS:Bird:9885,"Jan. 21, 1966",1966-01-21,1966-01-21,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Garrulus glandarius,CHAS:Bird:2016.5.14,"""10.4.1965""",1965-04-10,1965-04-10,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,Traunstein - Germany,47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Streptopelia decaocto,CHAS:Bird:2016.5.15,"""22.1.1966""",1966-01-22,1966-01-22,accepted place of collection,unverified
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-16,Turdus merula,CHAS:Bird:2016.5.16,"""4.4.1965""",1965-04-04,1965-04-04,accepted place of collection,unverified
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-18,Podiceps auritus,CHAS:Bird:4500,9/21/1921 or 1922,1921-09-21,1921-09-22,accepted place of collection,unverified
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-18,Calidris ptilocnemis couesi,CHAS:Bird:4870,09/24/1922,1922-09-24,1922-09-24,accepted place of collection,unverified
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-18,Calidris ptilocnemis couesi,CHAS:Bird:4871,09/26/1922,1922-09-26,1922-09-26,accepted place of collection,unverified
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-18,Falco columbarius columbarius,CHAS:Bird:4431,09/25/1922,1922-09-25,1922-09-25,accepted place of collection,unverified
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,Unalaska,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-18,Passerculus sandwichensis sandwichensis,CHAS:Bird:8224,06/08/1911,1911-06-08,1911-06-08,accepted place of collection,unverified
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-18,Lunda cirrhata,CHAS:Bird:1556,08/16/1890,1890-08-16,1890-08-16,accepted place of collection,unverified
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,GeoLocate,Adam Glueckert,2016-11-18,Fratercula corniculata,CHAS:Bird:1557,08/16/1890,1890-08-16,1890-08-16,accepted place of collection,unverified
"North America, Canada, Alberta, Calgary Region","28 miles west of High River, alt. 4350 ft","High River, 28 miles west, Alt. 4,350 feet",50.582686,-114.501299,World Geodetic System 1984,16884,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-17,Euphagus carolinus,CHAS:Bird:4937,06/24/1931,1931-06-24,1931-06-24,accepted place of collection,unverified
