HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,DEC_LAT,DEC_LONG,DATUM,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,TAXON_NAME,GUID,VERBATIM_DATE,BEGAN_DATE,END_DATE,SPECIMEN_EVENT_TYPE,VERIFICATIONSTATUS
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2898,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2899,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2900,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2901,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2902,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2903,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2905,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2906,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2907,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2908,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Molothrus ater,CHAS:Bird:2909,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Icterus galbula,CHAS:Bird:2769,spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Icterus galbula,CHAS:Bird:2776,Spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Icterus spurius,CHAS:Bird:2880,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2789,Spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2793,Spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2794,Spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2795,Spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2796,Spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2819,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2821,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2822,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sturnella magna,CHAS:Bird:2824,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Dryocopus pileatus,CHAS:Bird:4014,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Melanerpes erythrocephalus,CHAS:Bird:3044,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Melanerpes erythrocephalus,CHAS:Bird:3049,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sphyrapicus varius varius,CHAS:Bird:3018,01/01/1894,1894-01-01,1894-01-01,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sphyrapicus varius varius,CHAS:Bird:3019,01/01/1894,1894-01-01,1894-01-01,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sphyrapicus varius varius,CHAS:Bird:3021,01/01/1894,1894-01-01,1894-01-01,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sphyrapicus varius varius,CHAS:Bird:3022,01/01/1894,1894-01-01,1894-01-01,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sphyrapicus varius varius,CHAS:Bird:3024,01/01/1894,1894-01-01,1894-01-01,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sphyrapicus varius varius,CHAS:Bird:3025,01/01/1894,1894-01-01,1894-01-01,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Picoides pubescens,CHAS:Bird:3038,1894,1984-01-01,1985-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Picoides pubescens,CHAS:Bird:3039,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Cyanocitta cristata,CHAS:Bird:2923,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Cyanocitta cristata,CHAS:Bird:2924,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Cyanocitta cristata,CHAS:Bird:2925,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Cyanocitta cristata,CHAS:Bird:2926,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Cyanocitta cristata,CHAS:Bird:2930,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Cyanocitta cristata,CHAS:Bird:2932,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Cyanocitta cristata cristata,CHAS:Bird:4711,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,"Geneva, Illinois",41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Rallus elegans elegans,CHAS:Bird:4136,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,"Geneva, Illinois",41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Rallus elegans elegans,CHAS:Bird:4134,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,"Geneva, Illinois",41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Rallus elegans elegans,CHAS:Bird:4135,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,Illinois: Geneva,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Fulica americana americana,CHAS:Bird:2879,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Coccyzus americanus americanus,CHAS:Bird:3076,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Coccyzus americanus americanus,CHAS:Bird:3077,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Coccyzus americanus americanus,CHAS:Bird:4018,Spring 1894,1894-03-01,1894-05-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,Illinois: Geneva,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tringa melanoleuca,CHAS:Bird:4289,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,Illinois: Geneva,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tringa melanoleuca,CHAS:Bird:4290,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bartramia longicauda,CHAS:Bird:3720,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,Illinois: Geneva,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bartramia longicauda,CHAS:Bird:4106,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,Illinois: Geneva,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bartramia longicauda,CHAS:Bird:4381,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Phalaropus tricolor,CHAS:Bird:3237,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,Illinois: Geneva,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tringa solitaria solitaria,CHAS:Bird:4086,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Zenaida macroura carolinensis,CHAS:Bird:3367,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Chlidonias niger surinamensis,CHAS:Bird:2885,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Chlidonias niger surinamensis,CHAS:Bird:2886,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Chlidonias niger surinamensis,CHAS:Bird:2887,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3369,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3370,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3372,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3373,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3375,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3376,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3377,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:3378,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tyrannus tyrannus,CHAS:Bird:4706,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sayornis phoebe,CHAS:Bird:3337,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Myiarchus crinitus boreus,CHAS:Bird:3352,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Myiarchus crinitus boreus,CHAS:Bird:3353,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Myiarchus crinitus boreus,CHAS:Bird:3354,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Myiarchus crinitus boreus,CHAS:Bird:4708,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Empidonax minimus,CHAS:Bird:3673,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Empidonax flaviventris,CHAS:Bird:3331,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Contopus cooperi,CHAS:Bird:3341,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Contopus virens,CHAS:Bird:3342,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Contopus virens,CHAS:Bird:3343,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Contopus virens,CHAS:Bird:3344,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2938,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2939,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2941,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2942,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2943,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2944,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2945,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris,CHAS:Bird:2946,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris alpestris,CHAS:Bird:2947,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Eremophila alpestris alpestris,CHAS:Bird:2948,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Accipiter striatus,CHAS:Bird:4102,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Accipiter striatus,CHAS:Bird:4103,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,"Geneva, IL",41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Tympanuchus phasianellus campestris,CHAS:Bird:5704,about 1894; prior to 1894,1800,1894-01-01,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Sitta canadensis,CHAS:Bird:3590,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Dumetella carolinensis,CHAS:Bird:3202,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Dumetella carolinensis,CHAS:Bird:3203,about 1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2953,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2954,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2955,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2956,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2957,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2958,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2959,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
"North America, United States, Illinois, Kane County",Geneva,,41.887528,-88.305352,World Geodetic System 1984,3562,m,GeoLocate,GeoLocate,Adam Glueckert,2016-09-23,Bombycilla cedrorum,CHAS:Bird:2960,1894,1894-01-01,1894-12-31,accepted place of collection,unverified
