COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
591,ekrimmel,1945.4976.777,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/7/1895,1895-09-07,1895-09-07,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
592,ekrimmel,1945.4976.778,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,November 1889,1889-11-01,1889-11-30,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
593,ekrimmel,1945.4976.779,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,November 1889,1889-11-01,1889-11-30,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
594,ekrimmel,1945.4976.780,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,November 1889,1889-11-01,1889-11-30,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
595,ekrimmel,1945.4976.781,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,3/22/1896,1896-03-22,1896-03-22,"North America, United States, Illinois, Cook County",Riverside,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
596,ekrimmel,1945.4976.782,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,3/22/1896,1896-03-22,1896-03-22,"North America, United States, Illinois, Cook County",Riverside,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
597,ekrimmel,1945.4976.783,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/15/1896,1896-09-15,1896-09-15,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
598,ekrimmel,1945.4976.784,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
599,ekrimmel,1945.4976.785,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
600,ekrimmel,1945.4976.786,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
601,ekrimmel,1945.4976.787,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
602,ekrimmel,1945.4976.788,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
603,ekrimmel,1945.4976.789,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
604,ekrimmel,1945.4976.790,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
605,ekrimmel,1945.4976.791,,,,[CHAS:Mamm]4976,Ichneumoninae,legacy,unknown,,Ichneumonid Wasp.,9/4/1895,1895-09-04,1895-09-04,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
