COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
880,ekrimmel,2017.15.324,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,21-VI-1960,1960-06-21,1960-06-21,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1960-06-21,,accepted place of collection
837,ekrimmel,2017.15.325,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,9-X-1960,1960-10-09,1960-10-09,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers entire body.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1960-10-09,,accepted place of collection
759,ekrimmel,2017.15.326,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,12-VI-1961,1961-06-12,1961-06-12,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1961-06-12,,accepted place of collection
863,ekrimmel,2017.15.327,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,10-IV-1964,1964-04-10,1964-04-10,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1964-04-10,,accepted place of collection
811,ekrimmel,2017.15.328,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,2-VII-1964,1964-07-02,1964-07-02,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1964-07-02,,accepted place of collection
946,ekrimmel,2017.15.329,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,24-VI-1968,1968-06-24,1968-06-24,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers specimen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1968-06-24,On ground.,accepted place of collection
769,ekrimmel,2017.15.330,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,18-VII-1968,1968-07-18,1968-07-18,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-24). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good. Left antenna broken off.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1968-07-18,,accepted place of collection
865,ekrimmel,2017.15.331,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,11-V-1971,1971-05-11,1971-05-11,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1971-05-11,,accepted place of collection
897,ekrimmel,2017.15.332,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,2-VI-1971,1971-06-02,1971-06-02,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1971-06-02,,accepted place of collection
892,ekrimmel,2017.15.333,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,28-VI-1971,1971-06-28,1971-06-28,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-03). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers head of specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1971-06-28,,accepted place of collection
588,ekrimmel,2017.15.334,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,22-VII-1971,1971-07-22,1971-07-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
883,ekrimmel,2017.15.335,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,22-VII-1971,1971-07-22,1971-07-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1971-07-22,,accepted place of collection
813,ekrimmel,2017.15.336,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,30-VI-1972,1972-06-30,1972-06-30,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),"Poor. Moldy substance covers antannae, head, and legs.",1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1972-06-30,,accepted place of collection
798,ekrimmel,2017.15.337,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,26-IX-1972,1972-08-26,1972-08-26,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-24). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),"Poor. Moldy substance envelopes head, thorax, and underside.",1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1972-08-26,,accepted place of collection
888,ekrimmel,2017.15.338,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,26-IX-1972,1972-08-26,1972-08-26,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
766,ekrimmel,2017.15.339,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,16-VI-1974,1974-06-16,1974-06-16,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1974-06-16,,accepted place of collection
768,ekrimmel,2017.15.340,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,17-VI-1974,1974-06-17,1974-06-17,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,V. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Thick moldy substance covers entire specimen.,1,in collection,verbatim collector,V. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,V. Semel,1974-06-17,,accepted place of collection
895,ekrimmel,2017.15.341,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,29-VII-1975,1975-07-29,1975-07-29,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance on body of specimen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1975-07-29,,accepted place of collection
783,ekrimmel,2017.15.342,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-VIII-1975,1975-08-01,1975-08-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light dusting of mold on exoskeleton.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1975-08-01,,accepted place of collection
775,ekrimmel,2017.15.343,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-V-1977,1977-05-01,1977-05-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-24). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1977-05-01,,accepted place of collection
776,ekrimmel,2017.15.344,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-V-1977,1977-05-01,1977-05-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-24). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers head and thorax.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1977-05-01,,accepted place of collection
777,ekrimmel,2017.15.345,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-V-1977,1977-05-01,1977-05-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1977-05-01,,accepted place of collection
827,ekrimmel,2017.15.346,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,6-VII-1977,1977-06-06,1977-06-06,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1977-06-06,,accepted place of collection
866,ekrimmel,2017.15.347,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,14-VI-1977,1977-06-14,1977-06-14,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1977-06-14,,accepted place of collection
822,ekrimmel,2017.15.348,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,5-VII-1977,1977-07-05,1977-07-05,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1977-07-05,,accepted place of collection
