COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
202,ekrimmel,2017.10.944,,,,,,,,,,[CHAS:Mamm]2017.10,Rhamphomyia fumosa,legacy,unknown,,Fly.,Jun-08,1908-06-01,1908-06-30,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
203,ekrimmel,2017.10.945,,,,,,,,,,[CHAS:Mamm]2017.10,Rhamphomyia glabra,legacy,unknown,,Fly.,6/18/1895,1895-06-18,1895-06-18,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
204,ekrimmel,2017.10.946,,,,,,,,,,[CHAS:Mamm]2017.10,Rhamphomyia gracilis,legacy,unknown,,Fly.,Aug-28,1928-08-01,1928-08-31,"North America, United States, Pennsylvania, Sullivan County",North Mountain,FROM SPECIMEN: North Mt.,Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),Poor.,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
207,ekrimmel,2017.10.947,,,,,,,,,,[CHAS:Mamm]2017.10,Paralimna sp.,legacy,unknown,,Fly.,9/11/1899,1899-09-11,1899-09-11,"North America, United States, New Jersey, Burlington County",Riverton,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-08). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
206,ekrimmel,2017.10.948,,,,,,,,,,[CHAS:Mamm]2017.10,Paralimna sp.,legacy,unknown,,Fly.,Apr-30,1930-04-01,1930-04-30,"North America, United States, New Jersey, Burlington County",Riverton,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-08). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
208,ekrimmel,2017.10.949,,,,,,,,,,[CHAS:Mamm]2017.10,Parydra sp.,legacy,unknown,,Fly.,Aug-14,1914-08-01,1914-08-31,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-08). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
209,ekrimmel,2017.10.950,,,,,,,,,,[CHAS:Mamm]2017.10,Parydra sp.,legacy,unknown,,Fly.,Aug-14,1914-08-01,1914-08-31,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-08). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
31,ekrimmel,2017.14.326,Herbert C. Brun-1299,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Asilus sp.,legacy,unknown,,Fly.,Jul 14 1901,1901-07-12,1901-07-12,"North America, United States, Kansas, Pottawatomie County",Onaga,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-15,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-09-22). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
32,ekrimmel,2017.14.325,Herbert C. Brun-1300,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Asilus sericeus,legacy,unknown,,Fly.,[no date recorded],1800,2018-01-11,"North America, United States, Kansas, Morton County",no specific locality recorded,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-15,unverified,3200,3200,ft,F. H. Snow,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-09-22). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,F.H. Snow,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
210,ekrimmel,2017.10.954,,,,,,,,,,[CHAS:Mamm]2017.10,Platypalpus acqualis,legacy,unknown,,Fly.,Jun-16,1916-06-01,1916-06-30,"North America, United States, New Jersey, Burlington County",Riverton,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
1185,ekrimmel,2017.10.951,,,,,,,,,,[CHAS:Mamm]2017.10,Euhybus triplex,legacy,unknown,,Fly.,2-Jun,1800-06-02,2017-06-02,"North America, United States, New Jersey, Camden County",Clementon,[transcribed directly into formatted locality fields],Nick Travanty,2011-04-13,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by N. Travanty (2011-04-13). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
1186,ekrimmel,2017.10.952,,,,,,,,,,[CHAS:Mamm]2017.10,Syneches simplex,legacy,unknown,,Fly.,22-Jul,1800-07-22,2017-07-22,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Nick Travanty,2011-04-13,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by N. Travanty (2011-04-13). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
1187,ekrimmel,2017.10.953,,,,,,,,,,[CHAS:Mamm]2017.10,Syneches thoracicus,legacy,unknown,,Fly.,5/8/1894,1894-05-08,1894-05-08,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Nick Travanty,2011-04-13,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by N. Travanty (2011-04-13). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
1188,ekrimmel,2017.10.955,,,,,,,,,,[CHAS:Mamm]2017.10,Macrocera clara,legacy,unknown,,Fly.,7/13/1895,1895-07-13,1895-07-13,"North America, United States, Pennsylvania, Allegheny County",Natrona,[transcribed directly into formatted locality fields],Nick Travanty,2011-04-13,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by N. Travanty (2011-04-13). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
211,ekrimmel,2017.10.956,,,,,,,,,,[CHAS:Mamm]2017.10,Homoneura sp.,legacy,unknown,,Fly.,Jun-19,1919-06-01,1919-06-30,"North America, United States, New Jersey, Burlington County",Riverton,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),Poor.,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
212,ekrimmel,2017.10.957,,,,,,,,,,[CHAS:Mamm]2017.10,Homoneura sp.,legacy,unknown,,Fly.,Jul-04,1904-07-01,1904-07-31,"North America, United States, New Jersey, Middlesex County",Jamesburg,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),Poor. Specimen destroyed.,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
213,ekrimmel,2017.10.958,,,,,,,,,,[CHAS:Mamm]2017.10,Homoneura sp.,legacy,unknown,,Fly.,Jul-04,1904-07-01,1904-07-31,"North America, United States, New Jersey, Middlesex County",Jamesburg,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
214,ekrimmel,2017.10.959,,,,,,,,,,[CHAS:Mamm]2017.10,Homoneura sp.,legacy,unknown,,Fly.,Aug-14,1914-08-01,1914-08-31,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
216,ekrimmel,2017.10.960,,,,,,,,,,[CHAS:Mamm]2017.10,Melanomyza sp.,legacy,unknown,,Fly.,8/8/1891,1891-08-08,1891-08-08,"North America, United States, New Jersey, Camden County",Clementon,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
217,ekrimmel,2017.10.961,,,,,,,,,,[CHAS:Mamm]2017.10,Minettia sp.,legacy,unknown,,Fly.,3/30/1895,1895-03-30,1895-03-30,"North America, United States, New Jersey, Camden County",Clementon,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
218,ekrimmel,2017.10.962,,,,,,,,,,[CHAS:Mamm]2017.10,Oncodometopus sp.,legacy,unknown,,Fly.,Jun-13,1913-06-01,1913-06-30,"North America, United States, New Jersey, Camden County",Atco,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),Poor.,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
219,ekrimmel,2017.10.963,,,,,,,,,,[CHAS:Mamm]2017.10,Poecilolycia sp.,legacy,unknown,,Fly.,Jul-12,1912-07-01,1912-07-31,"North America, United States, New Jersey",Delaware Water Gap,FROM SPECIMEN: Delaware Water Gap,Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
220,ekrimmel,2017.10.964,,,,,,,,,,[CHAS:Mamm]2017.10,Sapromyza sp.,legacy,unknown,,Fly.,6/12/1894,1894-06-12,1894-06-12,"North America, United States, Pennsylvania, Delaware County",no specific locality recorded,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),Poor.,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
215,ekrimmel,2017.10.965,,,,,,,,,,[CHAS:Mamm]2017.10,Sapromyza vulgaris,legacy,unknown,,Fly.,Aug-01,1901-08-01,1901-08-31,"North America, United States, Pennsylvania, Philadelphia County",Philadelphia,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-14). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
1251,ekrimmel,16932,,,,,,,,,,accession unknown,Lonchaea polita,legacy,unknown,,Fly.,[no date recorded],1800,2018-01-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Robin Delapena,2009-10-01,unverified,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Received by exchange, according to Original Catalog Book. DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-10-01). Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel].",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 1 (Original Catalog Book).,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
225,ekrimmel,2017.14.338,Herbert C. Brun-1017,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Aug 07 1928,1928-08-07,1928-08-07,"North America, United States, Illinois, Cook County",Schiller Park,FROM SPECIMEN: Schiller Park,Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,H.Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
226,ekrimmel,2017.14.336,Herbert C. Brun-1228,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Sep 07 1928,1928-09-07,1928-09-07,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",FROM SPECIMEN: Caldwell Reserve,Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,H.Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
227,ekrimmel,2017.14.337,Herbert C. Brun-1229,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Sep 07 1928,1928-09-07,1928-09-07,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",FROM SPECIMEN: Caldwell Reserve,Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,H.Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
228,ekrimmel,2017.14.335,Herbert C. Brun-1247,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Jun 11 1928,1928-06-11,1928-06-11,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",FROM SPECIMEN: Caldwell Reserve,Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,H.Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
229,ekrimmel,2017.14.333,Herbert C. Brun-1651,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Jun 03 1929,1929-06-03,1929-06-03,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,H. Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
230,ekrimmel,2017.14.334,Herbert C. Brun-1652,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Jun 03 1929,1929-06-03,1929-06-03,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),Poor.,2,in collection,,,,,,,verbatim collector,H. Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
231,ekrimmel,2017.14.331,Herbert C. Brun-17,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Aug 09 1927,1927-08-09,1927-08-09,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,Specimen pinned to cork.,,,,,,verbatim collector,H. Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
221,ekrimmel,2017.14.328,Herbert C. Brun-18,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchoptera sp.,legacy,unknown,,Fly.,Jun 20 1927,1927-06-20,1927-06-20,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,Specimen pinned to cork.,,,,,,verbatim collector,H. Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
222,ekrimmel,2017.14.330,Herbert C. Brun-19,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchoptera sp.,legacy,unknown,,Fly.,Sep 19 1927,1927-09-19,1927-09-19,"North America, United States, Illinois, Cook County",Schiller Park,FROM SPECIMEN: Schiller Park,Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,Specimen pinned to cork.,,,,,,verbatim collector,H. Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
223,ekrimmel,2017.14.327,Herbert C. Brun-20,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchoptera sp.,legacy,unknown,,Fly.,Aug 07 1926,1926-08-07,1926-08-07,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,Specimen pinned to cork.,,,,,,verbatim collector,H. Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
224,ekrimmel,2017.14.329,Herbert C. Brun-21,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchoptera sp.,legacy,unknown,,Fly.,Oct 12 1927,1927-10-12,1927-10-12,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,Specimen pinned to cork.,,,,,,verbatim collector,H. Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
232,ekrimmel,2017.14.332,Herbert C. Brun-955,collector number,self,,,,,,,[CHAS:Mamm]2017.14,Lonchopteridae,legacy,unknown,,Fly.,Jul 31 1928,1928-07-31,1928-07-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,Herbert C. Brun,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,H.Brun,Erica Krimmel,2018-01-11,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
233,ekrimmel,2017.10.966,,,,,,,,,,[CHAS:Mamm]2017.10,Lonchopteridae,legacy,unknown,,Fly.,[no date recorded],1800,2018-01-11,"North America, United States, Massachusetts, Bristol County",New Bedford,[transcribed directly into formatted locality fields],Micah Saugen,2017-02-24,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by H. Arieti (2010-09-21). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
1189,ekrimmel,2017.10.967,,,,,,,,,,[CHAS:Mamm]2017.10,Graphomya sp.,legacy,unknown,,Fly.,6/9/1898,1898-06-09,1898-06-09,"North America, United States, Pennsylvania, Sullivan County",North Mountain,FROM SPECIMEN: North mountain,Nick Travanty,2011-04-13,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by N. Travanty (2011-04-13). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
1190,ekrimmel,2017.10.968,,,,,,,,,,[CHAS:Mamm]2017.10,Morellia micans,legacy,unknown,,Fly.,9/11/1897,1897-09-11,1897-09-11,"North America, United States, Pennsylvania, Montgomery County",no specific locality recorded,[transcribed directly into formatted locality fields],Nick Travanty,2011-04-13,unverified,,,,unknown,collector,,,CHAS:Ento,"DATA HISTORY: Inventory catalogued/verified by N. Travanty (2011-04-13). Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,unknown,2018-01-11,,,,,,,accepted place of collection
