AGENT_TYPE,PREFERRED NAME,MERGE_FORMAT,ORIGINAL_SPLIT,UNSPLIT
person,unknown,Melander,Melander,AMBIGUOUS
organization,"Melandera, Incorporated","Melandera, Incorporated","Melandera, Inc.","Apfel-Murdoch Co.; Melandera, Inc."
person,Mel F. Nichols,Mel F. Nichols,Mel F. Nichols,Mel F. Nichols
person,Melvin Burmeister,Melvin Burmeister,Melvin Burmeister,Melvin Burmeister
organization,Boston Society of Natural History,Boston Society of Natural History,Member of Boston Society of Nat History,Member of Boston Society of Nat History
person,Memphis Cotton,Memphis Cotton,Memphis Cotton Exchange,Memphis Cotton Exchange
organization,Meramec Mining Company,Meramec Mining Company,Meramec Mining Company,R.G. Peets - Manager Meramec Mining Company
organization,Meramec Mining Company,Meramec Mining Company,Meramec Mining Company,R.G. Peets - Meramec Mining Company
organization,Meramec Mining Company,Meramec Mining Company,Meramec Mining Company,Meramec Mining Company
person,unknown,Meredith,Meredith,Meredith
organization,Merkle-Korff Gear Company,Merkle-Korff Gear Company,Merkle-Korff Gear Co.,Merkle-Korff Gear Co.
person,unknown,Merrick,Merrick,Merrick
person,Merrill Blaine,Merrill Blaine,Merrill Blaine,Merrill Blaine
person,Merritt P. Bailey,Merritt P. Bailey,Merritt P. Bailey,Merritt P. Bailey
organization,Mesa Verde National Park,Mesa Verde National Park,Mesa Verde National Park,"John Earl Ingmanson, Assistant Park Archaeologist at Mesa Verde National Park"
organization,Mesa Verde National Park,Mesa Verde National Park,Mesa Verde National Park,Mesa Verde National Park
organization,Mesa Verde National Park,Mesa Verde National Park,Mesa Verde National Park,"Ronald R. Switzer, Mesa Verde National Park"
organization,Mesa Verde National Park,Mesa Verde National Park,Mesa Verde National Park,AMBIGUOUS
person,unknown,Abrams,Mesers. Abrams,Mesers. Abrams & Andrews
person,unknown,Abrams,Mesers Abrams,Mesers Abrams & Andrews
person,unknown,Boardman,Messr Boardman,Messrs Boardman and Keep
person,unknown,Keep,Messr Keep,Messrs Boardman and Keep
person,unknown,Meyer,Meyer,Meyer
person,M. Fallison,M. Fallison,M Fallison,E R Force & M Fallison
person,M. Gallagos,M. Gallagos,M Gallagos,M Gallagos
person,M. G. Netting,M. G. Netting,M G Netting,M G Netting
person,M. Greist,M. Greist,M Greist,M Greist
person,M. G. Vaiden,M. G. Vaiden,M G Vaiden,M G Vaiden
person,M. G. Vaiden,M. G. Vaiden,M G Vaiden,M G Vaiden & E Sosebee
person,M. G. Vaiden,M. G. Vaiden,M G Vaiden,M G Vaiden & G A Thompson Jr
person,M. G. Vaiden,M. G. Vaiden,M G Vaiden,M G Vaiden & H McDonald
person,M. G. Vaiden,M. G. Vaiden,M G Vaiden,AMBIGUOUS
person,M. G. Vaiden,M G Vaiden,M G Vaiden et al,M G Vaiden et al
person,M. G. Vauden,M. G. Vauden,M G Vauden,M G Vauden
person,unknown,MH,MH 24,MH 24
person,unknown,MH,MH-46,MH-46
person,unknown,MH,MH-92,MH-92
person,M. Helfrin,M. Helfrin,M Helfrin,M Helfrin
organization,Miami University,Miami University,Miami University,"John K. Pope, Miami University"
organization,Miami University,Miami University,Miami University,Miami University
organization,Miami University,Miami University,Miami University,AMBIGUOUS
organization,Michigan Mining Company,Michigan Mining Company,Mich. Mining Co.,Mich. Mining Co.
person,Michael James Riddet,Michael James Riddet,Michael James Riddet,Michael James Riddet
person,Michael Moses,Michael Moses,Michael Moses,Donald Adler & Michael Moses
person,Michael Peters,Michael Peters,Michael Peters,Michael Peters
person,Michael Tanimura,Michael Tanimura,Michael Tanimura,Michael Tanimura
person,Michael Waldman,Michael Waldman,Michael Waldman,Michael Waldman - The Anaconda Company
person,Michael Waldman,Michael Waldman,Michael Waldman,Micheal Waldman - The Anaconda Company
person,Michael Waldman,Michael Waldman,Michael Waldman,Michael Waldman
person,Michael Whitman,Michael Whitman,Michael Whitman,Michael Whitman
person,Michelle Rabkin,Michelle Rabkin,Michelle Rabkin,"Michelle Rabkin, Educaiton"
organization,Michigan Foundation Company Incorporated,Michigan Foundation Company Incorporated,Michigan Foundation Company Incorporated,"J. Richard Foley, Sr., Michigan Foundation Company Incorporated"
organization,Michigan Foundation Company Incorporated,Michigan Foundation Company Incorporated,Michigan Foundation Inc.,Michigan Foundation Inc.
organization,Michigan Mining Company,Michigan Mining Company,Michigan Mining Co.,Michigan Mining Co.
organization,Michigan Mining Company,Michigan Mining Company,Michigan Mining Company,Michigan Mining Company
person,unknown,Middleton,Middleton,Kohl & Middleton
organization,Midwich Entertainment,Midwich Entertainment,Midwich Entertainment,Midwich Entertainment
person,Michael Tanimura,Mike Tanimura,Mike Tanimura,Mike Whitman and Mike Tanimura
person,Michael Whitman,Mike Whitman,Mike Whitman,Mike Whitman and Mike Tanimura
person,Mildred Morse Allen,Mildred Morse Allen,Mildred Morse Allen nee Vining Morse,Mildred Morse Allen nee Vining Morse
person,unknown,Miller,Miller,Loy & Miller
person,unknown,Miller,Miller,Miller & Landberg
person,unknown,Miller,Miller,AMBIGUOUS
person,unknown,Miltex,Miltex,Miltex
person,Milton Heifetz,Milton Heifetz,Milton Heifetz,Milton Heifetz
person,Milton Knapp,Milton Knapp,Milton Knapp,Milton Knapp
person,Milton S. Ray,Milton S. Ray,Milton S. Ray,Milton S. Ray
organization,Minnesota Academy of Natural Sciences,Minnesota Academy of Natural Sciences,Minnesota Academy of Nat. Sciences,Minnesota Academy of Nat. Sciences
organization,Minnesota Academy of Science,Minnesota Academy of Sciences,Minnesota Academy of Sciences,Minnesota Academy of Sciences
organization,Minolta,Minolta,Minolta,Minolta
person,Min Walker,Min Walker,Min Walker,Min Walker
organization,J. F. Wehman & Associates,J. F. Wehman & Associates,Miramar/MCMXC J.F. Wehman & Associates,Miramar/MCMXC J.F. Wehman & Associates
person,unknown,Miran,Miran,Miran/Nego Miranda
person,E. E. Stone,Miss. E. E. Stone,Miss. E.E. Stone,Miss. E.E. Stone
person,Edith H. Deal,Miss. Edith H. Deal,Miss. Edith H. Deal,Miss. Edith H. Deal
person,Miss A. Winter,Miss A. Winter,Miss A. Winter,Miss A. Winter
person,Ada Rew,Miss Ada Rew,Miss Ada Rew,Miss Ada Rew via Chicago Historical Society
person,Alice M. McSweeneys,Miss Alice M. McSweeneys,Miss Alice M. McSweeneys,Miss Alice M. McSweeneys
person,unknown,Miss Barber,Miss Barber,Miss Barber
person,unknown,Miss Buhre,Miss Buhre,Miss Buhre
person,unknown,Miss Carr,Miss Carr,Miss Carr
person,Catherine J. Dean,Miss Catherine J. Dean,Miss Catherine J. Dean,Miss Catherine J. Dean
person,Celia Beeker,Miss Celia Beeker,Miss Celia Beeker,Miss Celia Beeker
person,Claire Dittmore,Miss Claire Dittmore,Miss Claire Dittmore,Miss Claire Dittmore
person,unknown,Miss Corrigan,Miss Corrigan,Miss Corrigan
person,Deda Noelle,Miss Deda Noelle,Miss Deda Noelle,Miss Deda Noelle
person,Deda Versema,Miss Deda Versema,Miss Deda Versema,Miss Deda Versema
person,May Dora Wilken,Miss Dora Wilken,Miss Dora Wilken,Miss Dora Wilken
person,Doris Plapp,Miss Doris Plapp,Miss Doris Plapp,Miss Doris Plapp
person,E. A. Stone,Miss E. A. Stone,Miss E.A. Stone,Miss E.A. Stone
person,E. A. Young,Miss E. A. Young,Miss E.A. Young,Miss E.A. Young
person,E. E. Stone,Miss E. E. Stone,Miss E.E. Stone,Miss E.E. Stone
person,Edith H. Deal,Miss Edith H. Deal,Miss Edith H. Deal,Miss Edith H. Deal
person,Elaine Goodlow,Miss Elaine Goodlow,Miss Elaine Goodlow,Miss Elaine Goodlow
person,Eliz. Elfeld,Miss Eliz. Elfeld,Miss Eliz. Elfeld,Miss Eliz. Elfeld
person,Florence Cummings,Miss Florence Cummings,Miss Florence Cummings,Miss Florence Cummings
person,Fortunee L. Morrison,Miss Fortunee L. Morrison,Miss Fortunee L. Morrison,Miss Fortunee L. Morrison
person,unknown,Miss Green,Miss Green,Miss Green
person,H. Magnus,Miss H. Magnus,Miss H. Magnus,Miss H. Magnus
person,unknown,Miss Hargin,Miss Hargin,Miss Hargin
person,Helen F. Russel,Miss Helen F. Russel,Miss Helen F. Russel,Miss Helen F. Russel
person,unknown,Miss Hengin,Miss Hengin,Miss Hengin
person,Irma Feil,Miss Irma Feil,Miss Irma Feil,Miss Irma Feil
organization,Mississippi Potash Incorporated,Mississippi Potash Incorporated,Mississippi Potash Inc.,Mississippi Potash Inc.
organization,Mississippi State University,Mississippi State University,Mississippi State University,Mississippi State University
person,Julia Culber,Miss Julia Culber,Miss Julia Culber,Miss Julia Culber
person,L. Thomas,Miss L. Thomas,Miss L. Thomas,Miss L. Thomas
person,unknown,Miss Lane,Miss Lane,Miss Lane
person,Lena McCauley,Miss Lena McCauley,Miss Lena McCauley,Miss Lena McCauley
person,Lillian Harris,Miss Lillian Harris,Miss Lillian Harris,Miss Lillian Harris
person,Lydia Dexter,Miss Lydia Dexter,Miss Lydia Dexter,Miss Lydia Dexter
person,Mary Purdy,Miss M. Purdy,Miss M. Purdy,Miss M. Purdy
person,Mabel Smallwood,Miss Mabel Smallwood,Miss Mabel Smallwood,Miss Mabel Smallwood
person,Marian Weller,Miss Marian Weller,Miss Marian Weller,Miss Marian Weller
person,Marie Meek,Miss Marie Meek,Miss Marie Meek,Miss Marie Meek
person,Marion Carson,Miss Marion Carson,Miss Marion Carson,Miss Marion Carson
person,Mary E. Walker,Miss Mary E. Walker,Miss Mary E. Walker,Miss Mary E. Walker
person,Mary Pomeroy Green,Miss Mary Pomeroy Green,Miss Mary Pomeroy Green,Miss Mary Pomeroy Green
person,Mary Purdy,Miss Mary Purdy,Miss Mary Purdy,Miss Mary Purdy
person,unknown,Miss McGraw,Miss McGraw,Miss McGraw
person,unknown,Miss Morgan,Miss Morgan,Miss Morgan
person,unknown,Miss Motschman,Miss Motschman,Miss Motschman
person,Miss Nicholas Senn,Miss N. Senn,Miss N. Senn,Miss N. Senn
organization,Missouri Geological Survey,Missouri Geological Survey,Missouri Geological Survey,Missouri Geological Survey
person,Miss S. Bates,Miss S. Bates,Miss S. Bates,Miss S. Bates
person,unknown,Miss Shaw,Miss Shaw,Miss Shaw
person,unknown,Miss Smith,Miss Smith,Miss Smith
person,Theresa Trippler,Miss Theresa Trippler,Miss Theresa Trippler,Miss Theresa Trippler
person,Vera Wood,Miss Vera Wood,Miss Vera Wood,Miss Vera Wood
person,Vera Y. Foster,Miss Vera Y. Foster,Miss Vera Y. Foster,Miss Vera Y. Foster
person,Violet Hammond,Miss Violet Hammond,Miss Violet Hammond,Miss Violet Hammond
person,unknown,Miss Walker,Miss Walker,Miss Walker
person,unknown,Miss Watson,Miss Watson,Miss Watson
person,unknown,Mitchel,Mitchel,Mitchel
person,Mitsu Boshi,Mitsu Boshi,Mitsu Boshi,Mitsu Boshi
person,unknown,Miyasaka,Miyasaka,Miyasaka
person,M. J. Allen,M. J. Allen,M J Allen,M J Allen
person,M. J. Harbaugh,M. J. Harbaugh,M J Harbaugh,M J Harbaugh
person,M. Johnson,M. Johnson,M Johnson,M Johnson
person,M. J. Parker,M. J. Parker,M J Parker,M J Parker
person,M. Knapp,M. Knapp,M Knapp,M Knapp
person,M. Kopenhaver,M. Kopenhaver,M Kopenhaver,M Quinn & M Kopenhaver
person,M. Mason,M. Mason,M Mason,E V Komarek & M Mason
person,M. Michael,M. Michael,M Michael,D Adler & M Michael
person,M. Morton,M. Morton,M Morton,M Morton
person,M. N. Nicely,M. N. Nicely,M N Nicely,M N Nicely
person,unknown,Moffatt,Moffatt,Moffatt
person,unknown,Moffatt,Moffatt,Umbach & Moffatt
person,unknown,Moffatt,Moffatt,AMBIGUOUS
organization,"Monadnock Media, Incorporated","Monadnock Media, Incorporated","Monadnock Media, Inc.","Monadnock Media, Inc."
organization,Monarch-Keystone View Company,Monarch-Keystone View Company,Monarch-Keystone View Co.,Monarch-Keystone View Co.
person,Monetz Krembs,Monetz Krembs,Monetz Krembs,Monetz Krembs
person,unknown,Monolux,Monolux,Monolux
person,Montagu Porter,Montagu Porter,Montagu Porter,Montagu Porter
organization,Monterey Coal Company,Monterey Coal Company,Monterey Coal Company,Monterey Coal Company
person,unknown,Moore,Moore,Walbridge & Moore
person,unknown,Morl,Morl,Morl
person,Morris R. Ebersole,Morris R. Ebersole,Morris R. Ebersole,Morris R. Ebersole
person,unknown,Morton,Morton,Morton
organization,Morton Salt Company,Morton Salt Company,Morton Salt Company,Morton Salt Company
person,unknown,Moselage,Moselage,"Parker, Cohse & Moselage"
person,unknown,Moselage,Moselage,"Parker, Jolly, Cohse & Moselage"
person,unknown,Moselage,Moselage,AMBIGUOUS
person,PLACEHOLDER,M. Quinn,M Quinn,M Quinn
person,PLACEHOLDER,M. Quinn,M Quinn,M Quinn & M Kopenhaver
person,PLACEHOLDER,M. Quinn,M Quinn,AMBIGUOUS
person,W. Dickens,Mr W Dickens,Mr,Mr & Mrs W Dickens
person,PLACEHOLDER,Mr. A.M. Jackley,Mr.,Mr. & Mrs. A.M. Jackley
person,PLACEHOLDER,"Mr. Donald W. Davis, Jr",Mr.,"Mr. and Mrs. Donald W. Davis, Jr."
person,PLACEHOLDER,Mr. Isaac Goldman,Mr.,Mr. and Mrs. Isaac Goldman
person,PLACEHOLDER,Mr. Joseph Shacter,Mr.,Mr. and Mrs. Joseph Shacter
person,PLACEHOLDER,Mr. Kevin Royt,Mr.,Mr. & Mrs. Kevin Royt
,PLACEHOLDER,Mr. ,Mr.,AMBIGUOUS
person,PLACEHOLDER,N. Fremont 1,N.Fremont 1,AMBIGUOUS
person,PLACEHOLDER,N. Fremont 2,N.Fremont 2,AMBIGUOUS
organization,PLACEHOLDER,N. U.,NU,AMBIGUOUS
group,PLACEHOLDER,N. U. Field Zoology Class,NU Field Zoology Class,AMBIGUOUS
person,A. J. Lande,Mr. A. J. Lande,Mr. A.J. Lande,Mr. A.J. Lande
person,A. Krause,Mr. A. Krause,Mr. A. Krause,Mr. A. Krause
person,Albert Warren,Mr. Albert Warren,Mr. Albert Warren,Mr. Albert Warren
person,Arthur L. Myrland,Mr. Arthur L. Myrland,Mr. Arthur L. Myrland,Mr. Arthur L. Myrland
person,Arthur S. Bowes,Mr. Arthur S. Bowes,Mr. Arthur S. Bowes,Mr. And Mrs. Arthur S. Bowes
person,Barry Sears,Mr. Barry Sears,Mr. Barry Sears,Mr. Barry Sears and Mrs. Rob T. Foley
person,Barry Sears,Mr. Barry Sears,Mr. Barry Sears,"Mr. Barry Sears, Mrs. Robert Foley"
person,Barry Sears,Mr. Barry Sears,Mr. Barry Sears,AMBIGUOUS
person,unknown,Mr. Bartnick,Mr. Bartnick,Mr. Bartnick
person,unknown,Mr. Barton,Mr. Barton,Mr. Barton
person,Bill Jarvis,Mr. Bill Jarvis,Mr. Bill Jarvis,Mr. Bill Jarvis
person,unknown,Mr. Bristol,Mr. Bristol,Mr. Bristol
person,unknown,Mr. Brucker,Mr. Brucker,Mr. Brucker
person,Charles Emerson Brown,Mr. C. Emerson Brown,Mr. C. Emerson Brown,Mr. C. Emerson Brown
person,C. H. Walker,Mr. C. H. Walker,Mr. C. H. Walker,Mr. C.H. Walker by Mr. Daniel Thompson
person,C. S. Tinkham,Mr. C. S. Tinkham,Mr. C.S. Tinkham,Mr. C.S. Tinkham
person,C. Summers,Mr. C. Summers,Mr. C. Summers,Mr. C. Summers
person,unknown,Mr. Case,Mr. Case,Mr. Case
person,unknown,Mr. Case L. B. ,Mr. Case L.B.,Mr. Case L.B.
person,unknown,Mr. Chadwick,Mr. Chadwick,Mr. Chadwick
person,unknown,Mr. Chamberlain,Mr. Chamberlain,Mr. Chamberlain
person,Charles E. Ray,Mr. Charles E. Ray,Mr. Charles E. Ray,Mr. Charles E. Ray
person,Charles L. Wilson,Mr. Charles L. Wilson,Mr. Charles L. Wilson,Mr. Charles L. Wilson
person,Charles Paine,Mr. Charles Paine,Mr. Charles Paine,Mr. Charles Paine
person,Charles S. Wilson,Mr. Charles S. Wilson,Mr. Charles S. Wilson,Mr. Charles S. Wilson
person,Charles Walker,Mr. Charles Walker,Mr. Charles Walker,Mr. Charles Walker
person,Charles William,Mr. Charles William,Mr. Charles William,Mr. Charles William
person,Charles Sonne,Mr. Charles Sonne,Mr. Chas. Sonne,Mr. Chas. Sonne
person,unknown,Mr. Coe,Mr. Coe,Mr. Coe
person,unknown,Mr. Coleman,Mr. Coleman,Mr. Coleman
person,Coleman Jones,Mr. Coleman Jones,Mr. Coleman Jones,Mr. Coleman Jones
person,unknown,Mr. Collins,Mr. Collins,Mr. Collins
person,unknown,Mr. Cross,Mr. Cross,Mr. Cross
person,unknown,Mr. Dabney,Mr. Dabney,Mr. Dabney
person,Daniel Thompson,Mr. Daniel Thompson,Mr. Daniel Thompson,Mr. C.H. Walker by Mr. Daniel Thompson
person,Daniel Thompson,Mr. Daniel Thompson,Mr. Daniel Thompson,Mr. Daniel Thompson
person,unknown,Mr. Davis,Mr. Davis,Mr. Davis
person,unknown,Mr. Deinet,Mr. Deinet,Mr. Deinet
person,unknown,Mr. De Woody,Mr. De Woody,Mr. De Woody
person,Donald S. Forsyth,Mr. Donald S. Forsyth,Mr. Donald S. Forsyth,"Heirs of Ray S. Prentice, through Mr. Donald S. Forsyth"
person,unknown,Mr. Druehl,Mr. Druehl,Mr. Druehl
person,unknown,Mr. Dudley,Mr. Dudley,Mr. Dudley
person,E. A. McIlhenny,Mr. E. A. McIlhenny,Mr. E.A. McIlhenny,Mr. E.A. McIlhenny
person,E. E. Chamberlain,Mr. E. E. Chamberlain,Mr. E.E. Chamberlain,Mr. E.E. Chamberlain
person,E. R. Pike,Mr. E. R. Pike,Mr. E.R. Pike,Mr. E.R. Pike
person,Ellis Sylvester Chesbrough,Ellis Sylvester Chesbrough,Mr. E.S. Chesbrough Ellis Sylvester Chesbrough,Mr. E.S. Chesbrough Ellis Sylvester Chesbrough
person,E. S. Hopkins,Mr. E. S. Hopkins,Mr. E.S. Hopkins,Mr. E.S. Hopkins
person,E. W. Blatchford,Mr. E. W. Blatchford,Mr. E.W. Blatchford,Mr. E.W. Blatchford
person,E. W. Blatchford,Mr. E. W. Blatchford,Mr. E.W. Blatchford,"Mr. G.C. Walker, Mr. E.W. Blatchford, Mr. J.Y. Scammon, E.B. McCagg"
person,E. W. Blatchford,Mr. E. W. Blatchford,Mr. E.W. Blatchford,AMBIGUOUS
person,E. W. Blatchford,Mr. E. W. Blatchford,Mr. E. W. Blatchford,Mr. E.W. Blatchford through H. Haanffer?
person,Eberly,Mr. Eberly,Mr. Eberly,Mr. Eberly
person,Edmund Norton,Mr. Edmund Norton,Mr. Edmund Norton,Mr. Edmund Norton
person,Edward K. Warren,Mr. Edward K. Warren,Mr. Edward K. Warren,Mr. F.W. Chamberlin and Mr. Edward K. Warren
person,Edwin A. Woley,Mr. Edwin A. Woley,Mr. Edwin A. Woley,Mr. Edwin A. Woley
person,Elias Colbert,Mr. Elias Colbert,Mr. Elias Colbert,Mr. Elias Colbert
person,Eliot Blackwelder,Mr. Eliot Blackwelder,Mr. Eliot Blackwelder,Mr. Eliot Blackwelder
person,unknown,Mr. Engleholm,Mr. Engleholm,Mr. Engleholm
person,F. W. Chamberlin,Mr. F. W. Chamberlin,Mr. F.W. Chamberlin,Mr. F.W. Chamberlin and Mr. Edward K. Warren
person,Farwell Smith,Mr. Farwell Smith,Mr. Farwell Smith,Mr. Farwell Smith
person,unknown,Mr. Fliniger,Mr. Fliniger,Mr. Fliniger
person,Frank Jones,Mr. Frank Jones,Mr. Frank Jones,Mr. Frank Jones
person,Franklin Wright,Mr. Franklin Wright,Mr. Franklin Wright,Mr. Franklin Wright
person,unknown,Mr. French,Mr. French,Mr. French
person,G. B. Bailey,Mr. G. B. Bailey,Mr. G.B. Bailey,Mr. G.B. Bailey
person,G. Bertram Regar,Mr. G. Bertram Regar,Mr. G.Bertram Regar,Mr. G.Bertram Regar
person,G. C. Broadhead,Mr. G. C. Broadhead,Mr. G.C. Broadhead,Mr. G.C. Broadhead
person,G. C. Broadhead,Mr. G. C. Broadhead,Mr. G.C. Broadhead,"Mr. G.C. Broadhead, State Geologist of Missouri"
person,G. C. Broadhead,Mr. G. C. Broadhead,Mr. G.C. Broadhead,AMBIGUOUS
person,George C. Walker,Mr. G. C. Walker,Mr. G.C. Walker,Mr. G.C. Walker
person,George C. Walker,Mr. G. C. Walker,Mr. G.C. Walker,Mr. G.C. Walker & Daniel Thompson
person,George C. Walker,Mr. G. C. Walker,Mr. G.C. Walker,"Mr. G.C. Walker, Mr. E.W. Blatchford, Mr. J.Y. Scammon, E.B. McCagg"
person,George C. Walker,Mr. G. C. Walker,Mr. G.C. Walker,AMBIGUOUS
person,George C. Walker,Mr. G. C. Walker,Mr. G. C. Walker,Mr. Samuel Johnson by Mr. G.C. Walker
person,G. C. Wolkis,Mr. G. C. Wolkis,Mr. G.C. Wolkis,Mr. G.C. Wolkis
person,George N. Laurence,Mr. G. N. Laurence,Mr. G.N. Laurence,Mr. G.N. Laurence
person,unknown,"Mr. G. T. Kingston, Esq. ","Mr. G.T. Kingston, Esq. ","Mr. G.T. Kingston, Esq. M.A."
person,George B. Sennett,Mr. George B. Sennett,Mr. Geo. B. Sennett,Mr. Geo. B. Sennett
person,PLACEHOLDER,Mr. George C. Walker,Mr. Geo. C. Walker,Mr. Geo. C. Walker
person,PLACEHOLDER,Mr. George C. Walker,Mr. Geo. C. Walker,Mr. Geo. C. Walker & Daniel Thompson
person,PLACEHOLDER,Mr. George C. Walker,Mr. Geo. C. Walker,AMBIGUOUS
person,George Schultz,Mr. George Schultz,Mr. Geo. Schultz,Mr. Geo. Schultz
person,George W. Lane,Mr. George W. Lane,Mr. Geo. W. Lane,Mr. Geo. W. Lane
person,Gustaf Olson,Mr. Gustaf Olson,Mr. Gustaf Olson,Mr. Gustaf Olson
person,H. C. Freeman,Mr. H. C. Freeman,Mr. H.C. Freeman,Mr. H.C. Freeman
person,H. H. Furman,Mr. H. H. Furman,Mr. H.H. Furman,Mr. H.H. Furman
person,H. H. Hill,Mr. H. H. Hill,Mr. H.H. Hill,Mr. H.H. Hill
person,H. I. Mortensen,Mr. H. I. Mortensen,Mr. H.I. Mortensen,Mr. H.I. Mortensen
person,H. M. Jackeley,Mr. H. M. Jackeley,Mr. H.M. Jackeley,Mr. H.M. Jackeley
person,unknown,Mr. Hanna,Mr. Hanna,Mr. Hanna
person,unknown,Mr. Harter,Mr. Harter,Mr. Harter
person,Harvey M. Thompson,Mr. Harvey M. Thompson,Mr. Harvey M. Thompson,Mr. Harvey M. Thompson
person,Henry F. Munroe,Mr. Henry F. Munroe,Mr. Henry F. Munroe,Mr. Henry F. Munroe
person,Henry H. Porter,Mr. Henry H. Porter,Mr. Henry H. Porter,Mr. Henry H. Porter
person,Henry Hotter,Mr. Henry Hotter,Mr. Henry Hotter,"Mr. Henry Hotter, Secretary"
person,Herman Aver,Mr. Herman Aver,Mr. Herman Aver,Mr. Herman Aver
person,unknown,Mr. Higgins,Mr. Higgins,Mr. Higgins
person,unknown,Mr. Hild,Mr. Hild,Mr. Hild
person,unknown,Mr. Housel,Mr. Housel,Mr. Housel
person,Hugh Rice,Mr. Hugh Rice,Mr. Hugh Rice,Mr. Hugh Rice
person,Isaac A. Pool,Mr. Isaac A. Pool,Mr. Isaac A. Pool,Mr. Isaac A. Pool
person,J. A. Gordon,Mr. J. A. Gordon,Mr. J.A. Gordon,Mr. J.A. Gordon
person,J. B. Wells,Mr. J. B. Wells,Mr. J. B. Wells,Mr. J.B. Wells through Hon. J.Y. Scammon
person,J. N. Whiting,Mr. J. N. Whiting,Mr. J.N. Whiting,Mr. J.N. Whiting
person,J. Y. Scammon,Mr. J. Y. Scammon,Mr. J.Y. Scammon,"Mr. G.C. Walker, Mr. E.W. Blatchford, Mr. J.Y. Scammon, E.B. McCagg"
person,James Galvin,Mr. James Galvin,Mr. James Galvin,Mr. James Galvin
person,James Moffitt,Mr. James Moffitt,Mr. James Moffitt,Mr. James Moffitt
person,unknown,Mr. Jarvis,Mr. Jarvis,Mr. Jarvis
person,unknown,Mr. John Sargent,Mr. John Sargent,Mr. John Sargent
person,Joseph Cervenka,Mr. Joseph Cervenka,Mr. Joseph Cervenka,Mr. Joseph Cervenka
person,Joseph J. Schofield,Mr. Joseph J. Schofield,Mr. Joseph J. Schofield,Mr. Joseph J. Schofield
person,Karl K. Kahmann,Mr. Karl K. Kahmann,Mr. Karl K. Kahmann,Mr. Karl K. Kahmann
person,unknown,Mr. Karlson,Mr. Karlson,Mr. Karlson
person,L. B. Case,Mr. L. B. Case,Mr. L.B. Case,Mr. L.B. Case
person,L. C. Clark,Mr. L. C. Clark,Mr. L.C. Clark,Mr. L.C. Clark
person,L. Frank,Mr. L. Frank,Mr. L. Frank,Mr. L. Frank
person,unknown,Mr. Landberg,Mr. Landberg,Mr. Landberg
person,LaVerne Noyes,Mr. LaVerne Noyes,Mr. LaVerne Noyes,Mr. LaVerne Noyes
