COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DET_METH_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DET_METH_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
976,ekrimmel,2017.10.1532,[CHAS:Mamm]2017.10,"160 (Uhler, 1886)",original identifier,self,Podisus {spinosus},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
977,ekrimmel,2017.10.1533,[CHAS:Mamm]2017.10,"160 (Uhler, 1886)",original identifier,self,Podisus {spinosus},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
978,ekrimmel,2017.10.1534,[CHAS:Mamm]2017.10,"160 (Uhler, 1886)",original identifier,self,Podisus {spinosus},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
979,ekrimmel,2017.10.1535,[CHAS:Mamm]2017.10,,,,Podisus {spinosus},legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
980,ekrimmel,2017.10.1536,[CHAS:Mamm]2017.10,,,,Podisus {spinosus},legacy,unknown,,Spined tree bug.,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,EXHIBIT AND LOAN HISTORY: Specimen originally from display case that was dismantled due to pest infestation. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
981,ekrimmel,2017.10.1537,[CHAS:Mamm]2017.10,,,,Podisus {spinosus},legacy,unknown,,Spined tree bug.,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,EXHIBIT AND LOAN HISTORY: Specimen originally from display case that was dismantled due to pest infestation. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
982,ekrimmel,2017.10.1538,[CHAS:Mamm]2017.10,,,,Promia {coccinea},legacy,unknown,,,Dec-88,1988-12-01,1988-12-31,"Africa, Madagascar, Atsimo-Andrefana, Madagascar",Sakahara,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-30). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
983,ekrimmel,2017.10.1539,[CHAS:Mamm]2017.10,,,,Thyanta custator,legacy,unknown,,,4/17/1879,1879-04-17,1879-04-17,"North America, United States, California, San Bernardino County",San Bernardino,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,985,985,ft,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
984,ekrimmel,2017.10.1540,[CHAS:Mamm]2017.10,"300 (uhler, 1886)",original identifier,self,Thyanta custator,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
985,ekrimmel,2017.10.1541,[CHAS:Mamm]2017.10,"300 (uhler, 1886)",original identifier,self,Thyanta custator,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
986,ekrimmel,2017.10.1542,[CHAS:Mamm]2017.10,"300 (uhler, 1886)",original identifier,self,Thyanta custator,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
987,ekrimmel,2017.10.1543,[CHAS:Mamm]2017.10,"300 (uhler, 1886)",original identifier,self,Thyanta custator,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
989,ekrimmel,2017.10.1544,[CHAS:Mamm]2017.10,,,,Neoplea sp.,legacy,unknown,,,1905-05-14,1905-05-14,1905-05-14,"North America, United States, Indiana, Lake County","Hammond, Clark Junction","FROM SPECIMEN: Clark Junction [ Old rail road stop (?), on the shores of Lake Michigan. Possibly also Called Pine Junction]",Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,5,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
990,ekrimmel,2017.10.1545,[CHAS:Mamm]2017.10,,,,Neoplea sp.,legacy,unknown,,,1905-05-14,1905-05-14,1905-05-14,"North America, United States, Indiana, Lake County","Hammond, Clark Junction","FROM SPECIMEN: Clark Junction [ Old rail road stop (?), on the shores of Lake Michigan. Possibly also Called Pine Junction]",Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,3,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
991,ekrimmel,2017.10.1546,[CHAS:Mamm]2017.10,,,,Neoplea sp.,legacy,unknown,,,1905-05-14,1905-05-14,1905-05-14,"North America, United States, Indiana, Lake County","Hammond, Clark Junction","FROM SPECIMEN: Clark Junction [ Old rail road stop (?), on the shores of Lake Michigan. Possibly also Called Pine Junction]",Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,5,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
992,ekrimmel,2017.10.1547,[CHAS:Mamm]2017.10,,,,Neoplea sp.,legacy,unknown,,,1905-05-14,1905-05-14,1905-05-14,"North America, United States, Indiana, Lake County","Hammond, Clark Junction","FROM SPECIMEN: Clark Junction [ Old rail road stop (?), on the shores of Lake Michigan. Possibly also Called Pine Junction]",Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,5,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
993,ekrimmel,2017.10.1548,[CHAS:Mamm]2017.10,,,,Phymata fasciata,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,male,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
994,ekrimmel,2017.10.1549,[CHAS:Mamm]2017.10,,,,Phymata fasciata,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,female,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
996,ekrimmel,2017.10.1550,[CHAS:Mamm]2017.10,,,,Phymata sp.,legacy,unknown,,,September 1893,1883-09-01,1883-09-30,"North America, United States, Minnesota",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
997,ekrimmel,2017.10.1551,[CHAS:Mamm]2017.10,,,,Phymata sp.,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
998,ekrimmel,2017.10.1552,[CHAS:Mamm]2017.10,226,original identifier,self,Pnirontis sp.,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
999,ekrimmel,2017.10.1553,[CHAS:Mamm]2017.10,,,,Pnirontis sp.,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1000,ekrimmel,2017.10.1554,[CHAS:Mamm]2017.10,,,,Pnirontis sp.,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1001,ekrimmel,2017.10.1555,[CHAS:Mamm]2017.10,,,,Pselliopus sp.,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Colorado, Denver County",Denver,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1003,ekrimmel,2017.10.1556,[CHAS:Mamm]2017.10,,,,Reduviidae,legacy,unknown,,,20-Mar,1800-03-20,2017-03-20,"North America, United States, Florida, Duval County",Jacksonville,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1004,ekrimmel,2017.10.1557,[CHAS:Mamm]2017.10,"606 (Uhler, 1886)",original identifier,self,Boisea trivittata,legacy,unknown,,,5/21/1879,1879-05-21,1879-05-21,"North America, United States, California",Geysers,FROM SPECIMEN: Geysers,Erica Krimmel,2016-07-19,unverified,1750,1750,ft,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1005,ekrimmel,2017.10.1558,[CHAS:Mamm]2017.10,"606 (Uhler, 1886)",original identifier,self,Boisea trivittata,legacy,unknown,,,5/21/1879,1879-05-21,1879-05-21,"North America, United States, California",Geysers,FROM SPECIMEN: Geysers,Erica Krimmel,2016-07-19,unverified,1750,1750,ft,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1006,ekrimmel,2017.10.1559,[CHAS:Mamm]2017.10,"606 (Uhler, 1886)",original identifier,self,Boisea trivittata,legacy,unknown,,,5/21/1879,1879-05-21,1879-05-21,"North America, United States, California",Geysers,FROM SPECIMEN: Geysers,Erica Krimmel,2016-07-19,unverified,1750,1750,ft,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1007,ekrimmel,2017.10.1560,[CHAS:Mamm]2017.10,"606 (Uhler, 1886)",original identifier,self,Boisea trivittata,legacy,unknown,,,5/21/1879,1879-05-21,1879-05-21,"North America, United States, California",Geysers,FROM SPECIMEN: Geysers,Erica Krimmel,2016-07-19,unverified,1750,1750,ft,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1008,ekrimmel,2017.10.1561,[CHAS:Mamm]2017.10,"606 (Uhler, 1886)",original identifier,self,Boisea trivittata,legacy,unknown,,,5/21/1879,1879-05-21,1879-05-21,"North America, United States, California",Geysers,FROM SPECIMEN: Geysers,Erica Krimmel,2016-07-19,unverified,1750,1750,ft,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1009,ekrimmel,2017.10.1562,[CHAS:Mamm]2017.10,,,,Boisea trivittata,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1010,ekrimmel,2017.10.1563,[CHAS:Mamm]2017.10,"587 (Uhler, 1886)",original identifier,self,Harmostes reflexulus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,2,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1011,ekrimmel,2017.10.1564,[CHAS:Mamm]2017.10,"587 (Uhler, 1886)",original identifier,self,Harmostes reflexulus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,2,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1012,ekrimmel,2017.10.1565,[CHAS:Mamm]2017.10,"661 (Uhler, 1886)",original identifier,self,Ligyrocoris {constrictus},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1013,ekrimmel,2017.10.1566,[CHAS:Mamm]2017.10,"658 (Uhler, 1886)",original identifier,self,Ligyrocoris sylvestris,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1014,ekrimmel,2017.10.1567,[CHAS:Mamm]2017.10,"658 (Uhler, 1886)",original identifier,self,Ligyrocoris sylvestris,legacy,unknown,,,[no date recorded],1800,2017-10-11,North America,Lake Superior,FROM SPECIMEN: Lake Superior,Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1015,ekrimmel,2017.10.1568,[CHAS:Mamm]2017.10,"695 (Uhler,1886)",original identifier,self,Peritrechus fraternus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1016,ekrimmel,2017.10.1569,[CHAS:Mamm]2017.10,"695 (Uhler,1886)",original identifier,self,Peritrechus fraternus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1017,ekrimmel,2017.10.1570,[CHAS:Mamm]2017.10,,,,Uhleriola floralis,legacy,unknown,,,4/30/1894,1894-04-30,1894-04-30,"North America, United States, Colorado, Larimer County",Fort Collins,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-05-12). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1018,ekrimmel,2017.10.1571,[CHAS:Mamm]2017.10,,,,Uhleriola floralis,legacy,unknown,,,4/30/1894,1894-04-30,1894-04-30,"North America, United States, Colorado, Larimer County",Fort Collins,[transcribed directly into formatted locality fields],Erica Krimmel,2016-07-19,unverified,,,,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-05-12). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
1019,ekrimmel,2017.10.1572,[CHAS:Mamm]2017.10,,,,Scutelleridae,legacy,unknown,,,Oct-83,1983-10-01,1983-10-31,"Central America, Costa Rica, Heredia",Cuestio Angel,"FROM SPECIMEN: ""Cuestio Angel""",Erica Krimmel,2016-07-19,unverified,750,750,m,unknown,collector,,,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-30). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).,whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
