CAT_NUM,DEL_EVENT
16975,3229914
16976,3231299
16977,3238872
16978,3228016
16979,3230847
16980,3230831
16981,3229096
16983,3230971
16984,3229950
16985,3241653
16986,3230928
16987,3231003
16988,3230405
16989,3230944
1699,3239913
16990,3230516
16991,3228617
16992,3242043
16993,3231037
16995,3230557
16997,3230517
16998,3230591
16999,3391242
170,3237122
1700,3239822
17001,3228688
17002,3231990
17003,3237115
17004,3231991
17005,3238792
17006,3237143
17007,3235852
17008,3237144
17009,3233546
17011,3238149
17012,3231992
17013,3232263
17015,3240346
17016,3237145
17017,3239577
17019,3236839
1702,3394269
17020,3235768
17021,3231693
17023,3235754
17024,3235539
17025,3239529
17026,3235533
17028,3232264
1703,3231477
17030,3234841
17031,3236864
17034,3239929
17035,3234842
17037,3235755
17038,3234836
17039,3234356
1704,3230993
17040,3236865
17042,3240357
17043,3240053
17044,3240214
17045,3239221
17047,3391243
17048,3228959
1705,3231005
17050,3391244
17051,3391245
17052,3391246
17053,3390768
17055,3241447
17056,3238938
17057,3235789
17058,3239930
17059,3231694
1706,3231004
17060,3242334
17061,3237916
17062,3232592
17063,3236542
17064,3237573
17065,3234289
17067,3234790
17068,3236866
17069,3233479
17070,3234382
17071,3235756
17072,3236867
17073,3234383
17074,3242510
17075,3232261
17076,3231445
17077,3242335
17078,3232584
17080,3234389
17081,3236205
17082,3238444
17083,3239995
17085,3400767
17087,3391073
17089,3390749
17090,3228998
17091,3239676
17092,3230586
17093,3230473
17094,3230748
17095,3239530
17099,3242475
1710,3394958
17102,3242431
17106,3231439
17108,3242432
17109,3236258
1711,3394956
17114,3236554
17117,3235872
1712,3394957
17121,3240181
17122,3240728
17123,3240182
17125,3240729
17126,3241448
17127,3241106
17128,3240751
17129,3240737
1713,3234745
17131,3231262
17134,3228036
17135,3228037
17137,3230101
17138,3390750
17139,3229723
1714,3240119
17140,3390769
17141,3235377
17143,3234390
17144,3236868
17145,3242511
17146,3237677
17147,3234491
17148,3232942
17150,3237460
17152,3236479
17153,3234385
17154,3234486
17155,3232339
17156,3234386
17157,3234387
17158,3235275
17159,3232486
17160,3233480
17161,3236112
17162,3238786
17163,3238025
17164,3234484
17165,3235252
17166,3236113
17167,3235861
17168,3235862
17169,3237734
17170,3235410
17171,3234362
17172,3232488
17173,3238532
17174,3234733
17175,3235933
17176,3233547
17177,3227492
17178,3235471
17179,3238503
17180,3233668
17181,3237217
17182,3239954
17183,3237158
17184,3232483
17185,3234758
17186,3235411
17187,3234755
17188,3232846
17189,3235930
17190,3232538
17191,3238167
17192,3235406
17194,3234648
17195,3232314
17196,3239880
17200,3235693
17201,3233722
17202,3235934
17203,3235868
17204,3234654
17205,3235407
17206,3235869
17207,3235357
17208,3238168
17209,3238966
1721,3240578
17210,3239040
17212,3234557
17213,3238169
17214,3232292
17215,3235099
17217,3238290
17218,3233444
17219,3234766
1722,3240335
17220,3235984
17221,3236010
17222,3234752
17223,3236011
17224,3239071
17225,3232397
17226,3238291
17227,3239041
17228,3235304
17229,3232490
17230,3235664
17232,3234168
17233,3234651
17234,3237234
17235,3237917
17237,3234839
17238,3237983
17239,3232472
17240,3239106
17241,3232440
17242,3237218
17243,3232434
17244,3233650
17245,3232435
17246,3235665
17247,3239036
17248,3239037
17249,3234536
17250,3239062
17252,3234676
17253,3227640
17254,3234232
17255,3234537
17256,3239063
17257,3232318
17258,3239090
17259,3234533
17261,3232319
17262,3238804
17263,3235259
17264,3232320
17265,3235690
17266,3234534
17267,3227674
17268,3234558
17269,3231594
17270,3239662
17271,3239679
17272,3238071
17275,3238805
17277,3239596
17279,3231487
1728,3236223
17280,3231495
17282,3238800
17284,3232509
17286,3230356
17287,3233669
17288,3239714
1729,3394259
17290,3230621
17293,3231589
17294,3230382
17295,3230411
17299,3230620
1730,3394260
17301,3227530
17302,3227531
17303,3397263
17309,3239989
1731,3394959
17313,3239266
17314,3239900
17317,3239231
17318,3238801
1732,3394960
17321,3234408
17323,3239156
17325,3230692
17326,3235287
17327,3236534
17328,3231643
17329,3235276
1733,3394961
17330,3235124
17331,3235767
17332,3237574
17334,3238833
17335,3235763
17336,3231729
17337,3236012
17339,3237213
17340,3237399
17341,3231713
17345,3238915
17346,3235272
17347,3239979
17348,3240755
17349,3238834
17350,3230622
17352,3236641
17354,3236642
17355,3238811
17356,3235297
17358,3232316
17359,3235263
1736,3232764
17360,3234598
17361,3230674
17362,3237270
17363,3233723
17364,3232317
17365,3239705
17366,3238829
17367,3239429
17368,3236062
17369,3235298
17370,3232535
17371,3392828
17372,3238525
17373,3235375
17374,3235303
17375,3392829
17377,3235338
17378,3234677
17379,3236643
17380,3239448
17381,3239531
17382,3239449
17383,3238551
17384,3239249
17386,3236237
17387,3236137
17388,3235288
17389,3236162
1739,3239776
17390,3235283
17391,3236163
17392,3236164
17394,3235284
17395,3234619
17396,3239466
17397,3235704
17399,3236441
17400,3233101
17401,3231442
17402,3232541
17403,3236212
17404,3235378
17405,3235307
17406,3236213
17407,3236440
17408,3235335
17409,3239250
17410,3392830
17411,3235336
17412,3234348
17414,3235337
17415,3237148
17418,3239251
17419,3236215
17420,3238540
17421,3239435
17422,3235599
17423,3236279
17424,3234327
17428,3242476
17429,3242477
17430,3239724
17432,3242478
17434,3239825
17435,3242479
17436,3242474
17438,3239454
17439,3232340
17440,3392831
17444,3233415
17445,3231162
17446,3227552
17447,3238536
17448,3237239
17449,3235797
17450,3227938
17451,3392832
17453,3238537
17454,3239455
17455,3238401
17457,3237059
17458,3239476
17459,3234646
17460,3234328
17461,3392833
17463,3236795
17464,3239452
17465,3231576
17466,3235497
17467,3236210
17468,3235498
17469,3236007
17470,3231593
17471,3238715
17473,3234729
17474,3240078
17476,3229269
17477,3235667
17478,3229165
17479,3231163
1748,3232626
17480,3231841
17481,3231783
17482,3240082
17483,3231539
17484,3240007
17486,3238619
17487,3229612
17488,3236978
17489,3236977
1749,3239486
17490,3235668
17491,3227989
17492,3232046
17493,3235912
17495,3233119
17497,3231571
17499,3230832
175,3241070
17500,3238500
17501,3242433
17503,3238633
17504,3231023
17506,3230596
17507,3235980
17508,3240594
17509,3232344
17511,3231026
17512,3242434
17513,3392834
17514,3230044
17515,3230045
17516,3242133
17517,3238269
17521,3241124
17523,3242453
17525,3230940
17526,3228956
17527,3232154
17530,3230684
17531,3228902
17532,3241688
17534,3239294
17535,3235523
17536,3235807
17537,3235808
17538,3232334
17539,3232335
17540,3232345
17541,3235697
17542,3237632
17543,3235809
17544,3239201
17545,3237521
17546,3235810
17547,3234099
17548,3239453
17549,3239473
17550,3234020
17551,3232437
17552,3239594
17553,3233416
17554,3233405
17555,3239450
17556,3237334
17557,3232543
17558,3234016
17559,3232443
17560,3233487
17561,3236819
17562,3236834
17563,3238376
17564,3239451
17565,3237267
17567,3235751
17568,3242134
17570,3242088
17574,3238554
17578,3242089
17580,3241446
17582,3233027
17586,3239474
17587,3239475
17588,3239477
17589,3230710
17591,3242358
17592,3239996
17593,3390751
17594,3235811
17595,3228992
17596,3234756
17597,3231014
17598,3229270
17599,3228498
176,3240996
17600,3234657
17601,3235805
17602,3235408
17603,3239003
17604,3238307
17605,3230909
17607,3229271
17608,3233467
17609,3242202
17610,3390752
17611,3235698
17612,3232132
17613,3230835
17615,3235409
17616,3231620
17619,3238040
17620,3235659
17621,3235887
17622,3238714
17623,3239497
17624,3237265
17625,3234969
17626,3232438
17630,3235694
17631,3232439
17632,3232346
17633,3232183
17634,3235720
17635,3237803
17636,3235394
17637,3235721
17639,3235395
17641,3232341
17645,3235420
17646,3237522
17647,3233516
17648,3235781
17649,3234098
17650,3235421
17651,3238298
17652,3232342
17653,3237523
17654,3237410
17655,3237524
17656,3232416
17657,3235796
17658,3390753
17660,3390754
17661,3390755
17663,3391227
17664,3390784
17665,3235937
17666,3237594
17667,3237338
17668,3238299
17670,3236136
17671,3235387
17672,3235854
17673,3236235
17675,3392838
17676,3239057
17677,3238745
17678,3232965
17679,3235855
1768,3234447
17680,3236993
17681,3238950
17683,3238300
17684,3237339
17685,3234015
17687,3235856
17689,3235857
1769,3234495
17690,3236236
17691,3236820
17692,3235612
17693,3238301
17694,3239634
17695,3235613
17696,3238295
17697,3233548
17699,3238038
1770,3234496
17701,3238746
17702,3236238
17703,3235614
17704,3390756
17705,3390757
17706,3391183
17707,3390758
17708,3390759
17709,3390760
1771,3234497
17710,3390761
17711,3229971
17712,3234843
17713,3234612
17714,3233593
17715,3231906
17716,3238274
17717,3231889
17718,3233439
17719,3233505
1772,3234194
17720,3231884
17721,3239517
17722,3236761
17723,3238177
17724,3237701
17726,3234461
17727,3236239
17728,3236979
1773,3234448
17731,3231140
17732,3236533
17733,3238331
17734,3236629
17735,3237084
17736,3238969
17737,3232444
17739,3240347
1774,3234494
17740,3234043
17741,3231631
17742,3241395
17743,3230552
17745,3234764
17746,3241512
17747,3241413
17748,3234870
1775,3233788
17750,3237640
17753,3238632
17755,3239175
17756,3230456
17757,3240537
17759,3238178
1776,3228055
17760,3232115
17761,3232068
17762,3240538
17763,3238134
17764,3241120
17766,3238133
17767,3241121
17768,3241122
17769,3240848
1777,3233748
17773,3232480
17776,3232527
17778,3238880
17779,3239283
17780,3230859
17781,3230900
17782,3232481
17785,3231482
17786,3230737
17787,3239512
17788,3234711
17789,3237001
1779,3238603
17790,3232445
17791,3232441
17792,3238642
17793,3238643
17794,3238638
17795,3231903
17797,3232202
17799,3234748
17802,3233572
17804,3232991
17805,3238389
17806,3238639
17807,3237641
17809,3236117
1781,3232035
17810,3234749
17811,3236039
17812,3234361
17813,3230640
17815,3232751
17817,3230923
17818,3230885
17819,3233224
17820,3240388
17821,3240348
17822,3240115
17823,3240133
17824,3231483
17825,3231792
17826,3240366
17828,3233573
17829,3234613
1783,3238081
17830,3234614
17831,3234710
17832,3234587
17833,3239858
17835,3397536
17836,3234620
17837,3234611
17838,3241470
17839,3234785
17841,3233999
17842,3239555
17843,3238696
17844,3395277
17847,3232992
17849,3238666
17852,3234125
17853,3234859
17854,3238667
17856,3234772
17857,3233465
17858,3234703
17859,3232993
17860,3238779
17861,3238352
17862,3234072
17863,3233537
17864,3235563
17865,3238386
17866,3234073
17867,3234757
17869,3238387
1787,3231193
17877,3239216
17878,3240059
17879,3240553
17880,3230615
17881,3229973
17882,3230776
17883,3238891
17884,3230553
17885,3230735
17887,3229510
17889,3229504
1789,3231564
17890,3230930
17891,3230931
17892,3230965
17893,3230932
17894,3230933
17896,3229795
17897,3229821
17898,3230637
17899,3230460
17900,3229310
17901,3229823
17902,3229440
17903,3229770
17904,3232332
17905,3231882
17906,3232333
17907,3232093
17909,3239569
17912,3242065
17914,3231883
17916,3239826
17917,3242066
17918,3238735
17922,3239570
17923,3234894
17925,3228878
17931,3237423
17932,3237419
17933,3242067
17936,3242068
17937,3230866
17940,3241021
17941,3231954
17942,3241022
17944,3242069
17945,3241036
17946,3241660
17947,3230401
17949,3235078
17950,3237495
17952,3241714
17954,3242304
17955,3238879
17956,3235037
17958,3230161
17959,3229870
17960,3229872
17961,3233508
17962,3237970
17963,3234574
17964,3234702
17965,3233466
17966,3234844
17967,3233482
17968,3234609
17969,3239064
17970,3232094
17971,3231904
17972,3231235
17973,3234723
17974,3231905
17975,3231236
17976,3231237
17977,3232171
17978,3392937
17979,3229765
17980,3230758
17981,3230418
17982,3230192
17993,3230830
17994,3230406
17998,3230738
17999,3233168
180,3236874
18001,3232569
18003,3237604
18005,3239905
18006,3242445
18007,3237599
18011,3233545
18012,3230844
18013,3230502
18014,3230914
18016,3231277
18017,3240048
18018,3240618
18019,3240063
18020,3231632
18021,3240064
18022,3239915
18023,3240524
18024,3240015
18025,3240045
18026,3232594
18027,3237175
18028,3230503
18029,3238926
18030,3230895
18031,3237202
18032,3231931
18033,3238716
18034,3238717
18035,3231953
18036,3234860
18037,3241690
18038,3238408
18039,3232086
18040,3236559
18041,3230594
18042,3237203
18043,3238459
18044,3232392
18045,3239233
18046,3232417
18048,3238374
1805,3237560
18051,3230915
18052,3230907
18053,3230366
18055,3227466
18056,3227467
18057,3241380
18058,3241485
18059,3228694
18061,3238399
18062,3238400
18063,3240975
18065,3239715
18068,3239716
18069,3238403
1807,3240118
18071,3239717
18072,3228695
18073,3240998
18074,3242436
18075,3240261
18076,3239923
18079,3236454
1808,3239098
18080,3239151
18081,3236160
18084,3237342
18086,3235382
18087,3237050
18088,3235376
18089,3240414
18090,3238369
18091,3234856
18092,3234038
18093,3233474
18094,3237074
18095,3237797
18096,3234023
18097,3234024
18098,3234025
18099,3234026
181,3237875
18100,3237452
18101,3237476
18102,3233521
18103,3234305
18104,3233685
18105,3237235
18106,3233686
18107,3236249
18108,3233759
18109,3237804
1811,3234355
18111,3241624
18112,3229072
18113,3233754
18114,3233755
18115,3230910
18116,3238383
18117,3232420
18118,3237182
18121,3239284
18122,3235102
18123,3233404
18124,3233881
18126,3232474
18127,3229536
18128,3236644
18130,3229364
18131,3229268
18132,3230962
18133,3229140
18134,3231348
18135,3229438
18136,3230367
18137,3230595
18138,3231035
18139,3230961
1814,3236806
18140,3230565
18141,3241157
18142,3237553
18143,3237586
18144,3237580
18145,3237162
18146,3237163
18147,3237164
18148,3237533
1815,3236294
18150,3227904
18152,3237215
18153,3237230
18154,3241742
18156,3237231
18157,3237291
1816,3234451
18160,3242942
18161,3237286
18162,3238874
18163,3237187
18164,3241155
18165,3227905
18166,3237188
18167,3227970
18168,3240885
18169,3242507
18170,3235753
18171,3240785
18172,3241154
18174,3236265
18177,3234029
18178,3234030
18179,3234655
18180,3234106
18181,3236899
18183,3233510
18184,3233950
18189,3233818
18190,3233455
18191,3234101
18192,3233928
18193,3233522
18194,3233523
18196,3233524
18198,3232630
18199,3235083
182,3239007
18200,3229416
18201,3238077
18202,3239906
18203,3240452
18204,3230772
18205,3233488
18206,3231895
18207,3231276
18208,3230532
18210,3239907
18211,3234489
18212,3231648
18213,3234791
18214,3232616
18216,3230555
18217,3229822
18219,3234272
1822,3232762
18220,3240031
18221,3231253
18222,3230533
18223,3232557
18225,3233541
18226,3240030
18227,3230528
18228,3241646
18229,3232112
1823,3239143
18230,3241647
18231,3230531
18232,3239760
18233,3230361
18234,3230875
18235,3230906
18236,3230998
18237,3229614
18238,3230771
18240,3229697
18241,3228913
18242,3238377
18243,3234102
18244,3238378
18245,3235867
18246,3238379
18247,3232387
18248,3230165
1825,3236289
18250,3230521
18251,3229878
18253,3237362
18255,3237111
18258,3230566
18259,3234127
1826,3233920
18260,3229174
18262,3228957
18265,3239260
18268,3229133
18269,3229153
1827,3233984
18271,3228908
18272,3228904
18274,3229178
18275,3230617
18276,3238375
18277,3238683
18281,3239718
18283,3232284
18284,3234424
18285,3234423
18286,3232580
18287,3234636
18288,3232185
18289,3233443
1829,3233915
18290,3232260
18291,3233717
18292,3237179
18293,3234076
18294,3239775
18295,3236259
18296,3237141
18297,3236893
18298,3237146
18299,3236412
183,3236875
1830,3233764
18300,3234876
18302,3239203
18303,3234425
18304,3234034
18305,3234027
18306,3237966
18308,3239488
18309,3236256
18310,3232913
18311,3239068
18312,3239253
18313,3233483
18314,3239818
18315,3240933
18316,3241015
18317,3240049
18318,3240589
18319,3239093
18320,3239012
18321,3231164
18322,3231165
18323,3239720
18324,3239697
18325,3239719
18326,3240932
18327,3240398
18328,3240399
18329,3240400
18331,3231322
18332,3230091
18334,3239604
18335,3229871
18337,3236692
18340,3233102
18341,3230428
18342,3230429
18343,3238136
18344,3238710
18345,3230383
18346,3236380
18347,3236844
18348,3233610
18349,3236941
1835,3240574
18350,3231748
18351,3236696
18352,3236942
18353,3238970
18354,3233129
18355,3233130
18356,3237693
18358,3235901
18361,3229186
18363,3231744
18365,3234722
18369,3230618
1837,3237834
18371,3230643
18372,3235820
18373,3230682
18375,3229748
18376,3230880
18378,3230821
18380,3230952
18381,3229213
18382,3230746
18383,3229224
18384,3237714
18385,3234635
18386,3237422
18387,3237918
18388,3230427
18389,3238842
18390,3227431
18391,3241039
18393,3232427
18394,3234874
18395,3238572
18396,3234610
18397,3237615
18398,3238201
18399,3240339
18400,3236845
18401,3237241
18402,3230876
18403,3233769
18404,3234120
18405,3240945
18406,3240540
18407,3240870
18408,3232868
18409,3230613
18410,3239510
18412,3233551
18414,3233085
18415,3238573
18416,3230614
18418,3393020
18424,3238234
18431,3232990
18432,3235800
18433,3232186
18434,3232204
18436,3239542
18437,3236358
18438,3241043
18442,3231852
18443,3238869
18445,3239285
18446,3229166
18447,3238918
18448,3229187
18450,3229439
18453,3238941
18455,3233544
18457,3239177
18458,3239179
18459,3239178
18460,3239252
18461,3239176
18462,3232620
18463,3230816
18464,3230577
18465,3230853
18467,3395947
18468,3238498
18469,3238684
18470,3237603
18471,3239928
18472,3238499
18474,3240251
18475,3235701
18477,3239948
18478,3395948
18479,3231890
18480,3239947
18481,3231209
18482,3230542
18483,3238065
18484,3236304
18486,3232394
18487,3239619
18488,3392845
18489,3238247
1849,3234449
18490,3231046
18492,3236914
18493,3230578
18494,3234136
18495,3239031
18496,3234126
18497,3237805
18498,3230902
18499,3242500
185,3238888
18500,3229172
18501,3239578
18502,3240973
18503,3232395
18504,3237652
18505,3241900
18506,3242307
18507,3230655
18508,3392921
18509,3239013
18511,3232475
18512,3232823
18513,3238827
18514,3392922
18515,3230680
18517,3238902
18518,3237653
18519,3237240
18520,3233187
18521,3239138
18522,3233782
18523,3230563
18524,3238417
18525,3234623
18526,3236429
18527,3230679
18528,3239086
18529,3392923
1853,3238430
18530,3392924
18531,3395036
18533,3242112
18534,3233461
18535,3232514
18536,3230398
18538,3233276
18539,3231865
18540,3231298
18542,3235890
18544,3232396
18545,3233396
18546,3230667
18547,3230881
18548,3237527
18549,3229616
18550,3242395
18551,3230388
18552,3392825
18553,3392826
18554,3234061
18555,3236059
18556,3236135
18557,3240360
18558,3235776
18559,3238449
18560,3234591
18561,3234028
18562,3240638
18563,3232542
18564,3236462
18565,3392925
18566,3233282
18567,3239419
18568,3234032
18569,3233636
18570,3233183
18571,3392926
18572,3234568
18574,3238689
18575,3238896
18576,3238895
18577,3239258
18578,3233399
18579,3234543
18580,3233364
18581,3392927
18582,3392928
18583,3239134
18584,3233188
18585,3235935
18586,3238306
18588,3239242
18590,3229026
18591,3229025
18592,3240340
18594,3241648
18595,3239508
18596,3239259
18597,3242508
18598,3233401
18599,3229180
186,3228490
18600,3229828
18601,3235730
18602,3242251
18603,3228946
18605,3233783
18607,3234595
1861,3235177
18610,3238304
18611,3234625
18613,3239927
18615,3234594
18616,3231747
18617,3237466
18618,3240681
1862,3234242
18620,3238305
18621,3240397
18622,3238248
18623,3231933
18626,3240585
18629,3238712
1863,3237535
18635,3240554
18638,3234538
18639,3234593
18641,3233432
18643,3234624
18645,3238711
18646,3234039
18647,3236557
18648,3233245
18649,3232741
1865,3241564
18650,3239237
18651,3239234
18652,3238404
18653,3238207
18654,3239650
18655,3239236
18656,3239257
18657,3238809
18658,3239967
18659,3238211
1866,3238947
18660,3239541
18661,3239936
18662,3240444
18663,3239798
18665,3240679
18667,3239668
1867,3239147
18670,3229679
18671,3229680
18672,3239661
18676,3234775
18678,3231226
18686,3239457
18687,3232622
18688,3232871
18689,3233006
18692,3238898
18693,3239444
18698,3239467
18699,3234504
1870,3234251
18700,3233925
18701,3240032
18702,3233301
18705,3229102
18706,3229101
18707,3239609
18708,3234552
1871,3237645
18717,3239059
1872,3237830
18720,3236232
18722,3236673
18723,3233531
18724,3234626
18726,3236061
18727,3233924
18728,3232089
18729,3233438
18730,3233746
18731,3238608
18732,3233730
18733,3238910
18734,3237174
18735,3233430
18737,3238695
18738,3232203
18739,3240124
18742,3233841
18743,3233312
18745,3232192
18746,3239155
18747,3237489
1875,3233269
18751,3236376
18755,3236261
18756,3237488
18757,3236179
18758,3236221
18759,3236178
1876,3394181
18761,3232117
18762,3236220
18765,3231940
18766,3232578
18768,3235741
18769,3231939
1877,3230996
18770,3236634
18771,3238897
18772,3237494
18773,3232471
18774,3238155
18776,3237306
18777,3236590
18778,3236316
18779,3239511
1878,3239910
18780,3236060
18781,3236228
18782,3233629
18783,3234639
18784,3232190
18785,3232476
18786,3228996
18787,3228905
18789,3236222
1879,3240573
18792,3239275
18793,3237501
18794.1,3239545
18798,3234052
1880,3233172
18800,3395037
18807,3395031
18809,3234577
1881,3233070
18810,3234578
18811,3395033
18813,3231789
18814,3231822
18815,3231519
18818,3231823
18819,3231127
18820,3237779
18821,3227755
18823,3227569
18826,3239946
18827,3238589
18829,3235200
18835,3390070
18837,3231518
18843,3239092
18846,3395325
18847,3227568
18848,3239153
1885,3231381
18850,3393913
18852,3232502
18853,3391724
18854,3234665
1886,3240405
18860,3232384
18862,3238543
18874.1,3227866
18878,3228750
18881,3234393
18882,3234394
18883,3234395
18895,3239522
18896,3227890
18897,3395026
18898,3228804
18902,3227502
18903,3227506
18905,3227870
18907,3227865
18910,3227503
18911,3227753
18914,3238590
18915,3235250
18916,3227599
18917,3240087
18926,3234505
18927,3235251
18928,3237336
1893,3238396
18946,3227375
18954,3240076
18955,3240055
18971,3237758
18975,3227549
18976,3227544
18985,3227385
18987,3395008
1899,3234605
18992,3227393
18993,3236497
18998,3236219
190,3228755
1900,3235895
1901,3238441
19011,3233699
19012,3238591
19016,3239806
19020,3237855
19022,3228597
19025,3233672
19029,3239088
1903,3238156
19035,3233402
19037,3239515
1904,3237806
19043,3242951
19048,3227377
1905,3237791
19059,3236763
1906,3237367
19060,3237961
19062,3234291
19069,3239460
1907,3237298
19071,3235260
19078,3240002
1908,3237860
19082,3240550
19085,3240560
19088,3234365
1909,3237299
19090,3239997
19092,3395002
19095,3234675
19096,3236416
19098,3239456
19099,3234366
1910,3238578
19104,3234519
19107,3240004
1911,3237808
19114,3239464
19119,3235470
1912,3237809
19124,3235519
19126,3227616
19127,3239095
19128,3227613
1913,3237909
19131,3231902
19135,3239462
19138,3395005
19139,3233576
19143,3227472
19144,3227617
19145,3240003
1915,3237910
19153,3227478
19154,3227430
19155,3227479
1916,3237294
19164,3227849
1917,3237353
19174,3228026
19176,3228006
19179,3227893
1918,3237354
19180,3227889
19181,3228027
19182,3228028
19183,3228029
19186,3227912
19187,3228044
19190,3227982
19192,3228045
19193,3228046
19194,3227983
19196,3228047
19197,3228042
19198,3228517
1920,3238579
19204,3228007
19205,3227701
19206,3227344
19207,3227345
19208,3227346
19209,3227929
19210,3227930
19211,3227746
19215,3228586
19216,3227984
1922,3238681
19221,3228587
19222,3228611
19223,3228612
19224,3228613
19225,3227347
19228,3227848
1923,3237295
19232,3227749
19233,3227342
19236,3228025
19239,3227750
1924,3240409
19240,3227741
19242,3227965
19244,3227985
19245,3227986
19246,3227819
19249,3227991
1925,3240396
19251,3227891
19253,3227980
19254,3227833
19255,3227743
19259,3227931
1926,3240606
19260,3227738
19261,3227739
19267,3227892
1927,3240740
19270,3228515
19272,3230798
19273,3235777
19274,3242147
19275,3236381
19278,3236123
19279,3234883
1928,3240741
19280,3234884
19281,3230959
19282,3228796
19284,3240590
19285,3228855
19286,3239712
19287,3228128
19288,3229576
19289,3227806
1929,3240742
19290,3234826
19291,3234441
19292,3233238
19293,3236217
19294,3234951
19296,3232398
19297,3231458
19298,3229953
19299,3232304
1930,3240743
19300,3229841
19301,3237380
19302,3228199
19304,3228308
19305,3228200
19306,3234442
19307,3228226
19308,3239033
19309,3228147
19310,3228630
19311,3238819
19312,3240330
19314,3231617
19315,3231538
19316,3235541
19317,3228275
1932,3228854
19320,3232343
19322,3234097
19323,3241372
19324,3231053
19325,3230258
19326,3230321
19327,3228979
19328,3236697
19329,3232638
1933,3230062
19330,3236832
19331,3235369
19332,3227518
19337,3234563
19338,3234732
19339,3233724
1934,3229541
1934.4191.1,3228376
19340,3227913
19341,3242454
19342,3227677
19345,3240786
19349,3237083
1935,3229542
19351,3237159
19352,3238810
19353.1,3242305
19353.2,3240983
19354,3238920
19355.1,3233408
19359,3234793
1936,3229568
19365,3236665
19366,3236344
19367,3236093
19368,3236096
19369,3236338
1937,3229569
19370,3235269
19371,3236325
19372,3236275
19373,3236421
19374,3236345
19375,3234965
19376,3236040
19377.2,3236808
19378,3235629
19379,3236101
1938,3229570
19380,3236809
19381,3236420
19382,3236782
19383,3236342
19384,3236090
19385,3236369
19386,3236687
19387,3236065
19388,3236075
19389,3234959
1939,3229455
19390,3236810
19391,3236343
19392,3236365
19393,3236296
19394,3236076
19395,3236052
19396,3236105
19397,3236106
19398,3236049
19399,3236586
194,3237556
1940,3228066
19400,3236587
19401,3236422
19402,3236158
19403,3235576
19404,3236664
19405,3236637
19406,3236639
19407,3236591
19408,3236100
19409,3236347
1941,3237669
19410,3236091
19411,3236346
19412,3236071
19413,3236271
19414,3236707
19415,3236077
19416,3235804
19417,3236104
19418,3236488
19419,3236364
1942,3238456
19420.1,3236538
19421,3236585
19422,3236688
19423,3235267
19424,3236686
19428,3236092
19429,3236097
1943,3238789
19430,3236781
19431,3236078
19432,3236095
19433,3236274
19434,3236631
19435,3236632
19436,3235268
19437,3236070
19438,3235343
19439,3235344
1944,3237668
19440,3236638
19441,3235799
19442,3236426
19443,3236341
19444,3236094
19445,3236510
19446,3236691
19447,3236383
1945,3238790
19450,3394262
19453,3233150
19454,3232724
19455,3232205
19456,3232917
19457,3232596
19458,3232259
19459,3231922
1946,3238599
19460,3231923
19462,3232893
19463,3231900
19464,3231975
19466,3233836
19468,3235594
19469,3233908
1947,3237838
19470,3233671
19471,3235397
19472,3233909
19473,3233149
19475,3231894
19477,3234592
19478,3232824
1948,3234082
19483,3233543
19485,3234824
19487,3233615
1949,3228347
19491,3233146
19492,3233173
19494,3231893
19496,3233145
19499,3230143
195,3236876
1950,3227809
19502,3234517
19503,3234518
1951,3228445
1952,3229304
1953,3229468
1955,3228137
1956,3237828
1957,3238791
1958,3394936
1959,3229571
196,3238277
1960,3229475
1961,3228170
1962,3227856
1963,3228167
1964,3227854
1964.2.10,3230392
1964.2.17,3231398
1964.2.19,3395264
1964.2.20,3236475
1964.2.21,3237238
1964.2.24,3237557
1964.2.26,3395265
1964.2.31,3236842
1964.2.33,3236968
1964.2.34,3393914
1964.2.35,3237226
1964.2.36,3390882
1964.2.37,3395266
1964.2.38,3395267
1964.2.40,3395268
1964.2.41,3395334
1964.2.42,3395335
1964.2.44,3236897
1964.2.46,3395336
1964.2.47,3395337
1964.2.48,3394870
1964.2.49,3237427
1964.2.5,3391184
1964.2.52,3239538
1964.2.55,3239863
1964.2.56,3239865
1964.2.57,3240033
1964.2.58,3240454
1964.2.59,3240455
1964.2.6,3390773
1964.2.60,3240456
1965,3228340
1965.25.1,3227697
1965.25.10,3230561
1965.25.11,3234119
1965.25.12,3233789
1965.25.13,3234707
1965.25.14,3234332
1965.25.15,3233549
1965.25.16,3235503
1965.25.17,3237243
1965.25.18,3236944
1965.25.19,3237648
1965.25.20,3238823
1965.25.22,3238353
1965.25.23,3239525
1965.25.24,3239908
1965.25.25,3240680
1965.25.4,3230834
1965.25.5,3230360
1965.25.8,3230721
1965.25.9,3230722
1966,3229456
1967,3227751
1968,3229282
1969.14.10,3227672
1969.14.101,3395291
1969.14.102,3236903
1969.14.103,3236502
1969.14.105,3393885
1969.14.107,3395326
1969.14.108,3236695
1969.14.109,3236954
1969.14.11,3227351
1969.14.110,3393852
1969.14.111,3236959
1969.14.116,3239482
1969.14.117,3239784
1969.14.118,3239805
1969.14.119,3238039
1969.14.12,3227376
1969.14.120,3238943
1969.14.121,3238973
1969.14.122,3238974
1969.14.123,3239119
1969.14.124,3239021
1969.14.125,3239091
1969.14.127,3239861
1969.14.129,3240334
1969.14.13,3227452
1969.14.131,3239767
1969.14.134,3241088
1969.14.135,3241499
1969.14.14,3227453
1969.14.15,3227612
