CAT_NUM,DEL_EVENT
15004,3232355
15005,3230631
15007,3232354
15008,3232356
15009,3233968
1501,3237098
15010,3233842
15012,3233874
15015,3235044
15016,3231719
15017,3233862
1502,3236616
15021,3234589
15022,3236218
15023,3234588
15024,3233571
15026,3235819
15027,3236079
15028,3234516
15030,3234738
15031,3233910
15032,3240944
15034,3233975
15035,3240060
15036,3231050
15037,3240135
15038,3230745
15039,3230793
1504,3231049
15040,3241396
15041,3234376
15043,3236130
15044,3236207
15046,3241429
15047,3240628
15049,3232891
1505,3230977
15050,3232886
15051,3236321
15052,3237482
15053,3239100
15055,3233635
15057,3241389
15059,3234270
1506,3230369
15060,3241094
15061,3229531
15062,3229532
15063,3235914
15064,3237504
15065,3234554
15066,3232207
15067,3233839
15068,3233951
15069,3232896
15070,3234576
15071,3240893
15072,3232595
15074,3233914
15075,3233860
15076,3232006
15077,3234259
15078,3233863
15079,3233484
1508,3232667
15080,3233859
15081,3235043
15082,3230802
15083,3232125
15085,3236936
15086,3236257
15087,3234375
15089,3237506
15090,3233901
15091,3234514
15093,3233926
15094,3234880
15095,3233875
15099,3236208
15100,3239527
15101,3238229
15102,3235310
15104,3232230
15106.1,3230886
15106.2,3236933
15107,3230887
15108,3230698
15109,3229077
1511,3394180
15110,3230713
15111,3241379
15114,3232104
15115,3239606
15116,3239069
15117,3239607
15118,3239038
1512,3236889
15120,3239168
15122,3232084
15123,3231663
15124,3235331
15126,3232103
15128,3231736
15129,3237481
1513,3236916
15130,3241143
15131,3234773
15133,3240717
15134,3241397
15135,3232820
15137,3239074
15138,3239135
15139,3231496
1514,3237224
15140,3236461
15141,3230438
15142,3236486
15148,3234553
15149,3239605
1515,3232145
15151,3233291
15152,3232915
15153,3232074
15154,3236165
15155,3240429
15156,3236431
15157,3234492
15158,3240685
15159,3231901
1516,3237150
15160,3235018
15161,3241145
15162,3229865
15163,3238388
15164,3233317
15165,3235932
15167,3240847
15168,3237723
15169,3234827
15170,3234585
15171,3238991
15172,3239087
15173,3234992
15174,3235249
15177,3237812
1518,3238130
15182,3234680
15184,3241261
15185,3241174
15186,3241472
15188,3236203
15189,3238172
15191,3239800
15192,3236202
15193,3229054
15194,3229056
15195,3229055
15196,3228897
15197,3229083
15198,3230485
15199,3230437
15200,3228914
15201,3230433
15203,3232723
15204,3236004
15205,3233656
15206,3231690
15208,3233630
15209,3240211
15210,3230942
15212,3240163
15215,3233657
15216,3234019
15217,3232288
1522,3240545
15220,3234581
15221,3237610
15222,3241025
15223,3230706
15224,3233395
15225,3234133
15226,3234879
15227,3238992
15228,3231171
15229,3233472
1523,3234367
15230,3235951
15231,3235884
15232,3232009
15234,3230867
15235,3230841
15238,3238949
15239,3241161
15240,3233605
15241,3241469
15242,3232249
15243,3235958
15244,3234488
15245,3237020
15246,3237271
15248,3234662
15249,3230850
1525,3236974
15250,3229535
15251,3228973
15252,3230355
15253,3237687
15254,3234018
15255,3234063
15256,3234422
15257,3233969
15258,3234062
15259,3239111
15260,3232357
15261,3233426
15262,3234786
15264,3392840
15265,3231166
15266,3234155
15267,3232247
15268,3228876
15269,3231178
15271,3239926
15272,3242940
15273,3238699
15274,3232452
15279,3230598
1528,3239532
15280,3230925
15281,3230753
15282,3230603
15283,3230509
15284,3230504
15288,3230181
15289,3239639
15290,3235842
15291,3239489
15292,3239658
15293,3237792
15294,3237691
15295,3236286
15296,3237381
15297,3238391
15298,3236994
153,3394185
15300,3239972
15304,3235841
15305,3237771
15306,3236254
15307,3241185
15308,3235972
15309,3236527
1531,3235959
15310,3229864
15311,3230861
15316,3227436
15318,3240134
15323,3228961
15324,3234185
15327,3232936
15331,3237403
15332,3237772
15335,3237398
15336,3235064
15337,3238314
15340,3235305
15341,3231270
15343,3235931
15344,3228997
15345,3235997
15346,3236156
15347,3236438
15348,3235813
15349,3237242
1535,3230666
15351,3395276
15352,3232735
15353,3232730
15354,3232729
15355,3395275
15356,3236821
15358,3236285
15359,3236909
1536,3231147
15360,3236822
15361,3239434
15362,3237173
15363,3234269
15364,3241294
15365,3241186
15366,3231431
15367,3240116
15369,3237998
1537,3240584
15372,3233550
15373,3237690
15374,3238094
15375,3231932
15376,3239540
15377,3240661
15378,3239089
15379,3235742
15381,3240733
15382,3241269
15384,3241204
15385,3241203
15386,3236480
15387,3239937
15388,3235907
15390,3236528
15393,3238049
15396,3239274
15397,3239824
15398,3232430
15399,3238700
15400,3232090
15401,3228929
15403,3234042
15405,3238050
15407,3234177
15409,3234530
1541,3231151
15412,3239974
15413,3236263
15415,3238288
15416,3239423
15418,3239975
15419,3236481
15420,3241144
15421,3241146
15423,3238652
15425,3238570
15426,3235681
15427,3229789
1543,3240485
15432,3234490
15436,3239458
15437,3239459
15438,3236913
15439,3236908
15441,3232940
15445,3240189
15446,3240577
15447,3230695
15449,3230575
1545,3239823
15450,3229942
15451,3232964
15452,3234881
15453,3234991
15454,3234124
15455,3242458
15456,3233965
15457,3242145
15458,3234990
1546,3239917
15461,3236408
15469,3236443
1547,3239911
15470,3236444
15471,3239028
15472,3238744
15473,3239132
15474,3239054
15475,3238423
1548,3239820
15482,3227417
15483,3227702
15485,3230864
15488,3240601
1549,3239821
15490,3231115
15491,3230823
15493,3231266
15494,3232083
15499,3394258
1550,3240401
15500,3241400
15501,3238390
15504,3230184
15506,3230869
15507,3230647
15508,3239268
15509,3233687
1551,3240281
15510,3236240
15511,3395032
15513,3233410
15514,3234713
15515,3229696
15516,3233683
15517,3230856
15518,3231326
15519,3230938
1552,3239815
15520,3229505
15521,3234281
15522,3233652
15523,3231358
15525,3238934
15526,3239267
15529,3229168
15530,3240362
15531,3235117
15535,3230696
15537,3231622
15539,3230690
1554,3230700
15542,3240356
15543,3229943
15544,3229877
15550,3230865
15551,3230529
15555,3231817
15556,3230868
15558,3233716
15559,3242509
1556,3228692
15560,3235949
15561,3232380
15564,3232308
15566,3242014
1557,3228793
15573,3230344
15574,3230391
15575,3230300
15576.1,3230417
15576.2,3235229
15577,3230939
15578,3229348
15579,3230390
15580,3231725
15581,3230477
15582,3239977
15583,3230616
15585,3239978
15589,3230691
1559,3228699
15592,3230723
15595,3233715
15596,3230628
15597,3238151
1560,3228693
15600,3239193
15601,3232798
15604,3229066
15605,3233290
15608,3230969
15609,3233781
15610,3241288
15611,3239550
15614,3239509
15615,3230683
15617,3233450
15618,3230689
15619,3238674
1562,3238045
15621,3242090
15622,3237760
15623,3237623
15625,3240037
15626,3240523
15627,3240686
15629,3229899
1563,3230878
15630,3229900
15632,3234872
15633,3236753
15634,3238990
15635,3237609
15638,3239665
15639,3235954
15640,3230711
15641,3230455
15642,3231073
15643,3229901
15644,3231051
15645,3230903
15646,3239169
15648,3242146
1565,3240265
15650,3239660
15651,3236287
15652,3238917
15653,3230402
15655,3230422
15656,3239539
15657,3241321
15658,3235964
15659,3237051
15661,3230505
15662,3230463
15663,3230530
15665,3242456
15667,3236894
15668,3242455
15670,3236890
15672,3229011
15673,3230535
15674,3230896
15675,3230536
15676,3230632
15677,3229749
15678,3231749
15679,3238768
1568,3236414
15680,3238820
15681,3235906
15682,3237035
15683,3231227
15684,3238835
15685,3232285
15686,3239552
15687,3233971
15688,3233651
15689,3235957
1569,3234197
15690,3233533
15691,3238393
15692,3238319
15694,3237914
15695,3234551
15696,3237915
15697,3231176
15698,3232519
15699,3238191
15700,3239554
15701,3239544
15702,3237889
15703,3238370
15704,3238773
15705,3238192
15706,3238215
15707,3237897
15708,3238214
15709,3236895
15711,3238919
15712,3239436
15713,3239438
15714,3239437
15715,3237953
15716,3234462
15718,3238398
15719,3237019
15720,3238899
15721,3238397
15722,3237021
15723,3239439
15724,3230747
15728,3230770
1573,3230958
15731,3230764
15732,3231977
15736,3238026
15737,3238051
15739,3238052
15741,3232293
15742,3239513
15743,3238769
15744,3237948
15746,3239101
15747,3241563
15748,3237263
15749,3233970
1575,3235106
15751,3239585
15752,3239105
15753,3239130
15754,3235979
15756,3230884
15757,3230685
15758,3238455
15759,3238925
15760,3233511
15761,3238334
15762,3234637
15763,3234681
15764,3238770
15766,3232619
15767,3238821
15769,3232843
15771,3229516
15772,3241314
15773,3234349
15774,3241316
15775,3233964
15776,3230846
15777,3229238
15778,3238230
15779,3241299
1578,3395286
15780,3235062
15782,3232916
15783,3235866
15784,3240670
15785,3228945
15786,3241315
15787,3239859
15788,3231987
15790,3241401
15791,3229120
15793,3234130
15794,3233554
15796,3233597
15799,3231913
158,3394186
15800,3239537
15801,3239118
15802,3240756
15803,3239493
15804,3235953
15805,3236919
15806,3235812
15807,3236532
15809,3236531
15810,3234833
15811,3230359
15812,3230916
15813,3230702
15814,3230664
15817,3231446
15819,3238181
1582,3237123
15820,3238180
15821,3238153
15822,3239492
15823,3241744
15824,3235835
15825,3241865
15826,3241322
15827,3241323
15829,3234556
15830,3233434
15831,3234945
15832,3233553
15833,3233433
15834,3233617
15835,3239011
15836,3234970
15837,3241123
15838,3234940
15839,3231447
1584,3231820
15840,3241745
15841,3238490
15842,3234705
15843,3231404
15844,3236262
15845,3237547
15846,3233864
15847,3230703
15848,3229443
1585,3231837
15850,3239981
15851,3232297
15852,3233394
15853,3232618
15854,3232432
15855,3232003
15856,3232405
15857,3239803
15858,3231170
1586,3231658
15860,3237923
15861,3232406
15863,3237520
15864,3233613
15865,3234597
15866,3230476
15867,3234527
15868,3231645
15869,3234877
1587,3231683
15879,3229994
15880,3234736
15882,3233690
15883,3239004
15884,3238197
15885,3234712
15886,3233684
15887,3229067
15888,3238571
15889,3395279
15890,3237965
15891,3238196
15892,3237711
15893,3239971
15894,3233429
15895,3237710
15897,3234212
15899,3233688
159,3394187
1590,3239841
15900,3232821
15901,3233620
15902,3233036
15903,3237647
15904,3233767
15906,3237689
15907,3238150
15908,3235950
15909,3230697
15910,3233506
15911,3232381
15915,3228869
15916,3231321
15918,3231323
15922,3227374
15923,3227380
15924,3237245
15927,3237351
1593,3231836
15932,3231232
15933,3234763
15935,3238777
15936,3239571
15937,3237602
15938,3238778
15939,3234107
1594,3231786
15941,3230554
15942,3230654
15945,3242306
15949,3242123
1595,3231481
15952,3242124
15954,3238736
15955,3242036
15956,3238937
15958,3230611
1596,3231490
15960,3237930
15962,3230486
15966,3230537
15968,3242204
15970,3235170
15971,3242288
15974,3230604
15975,3242192
15976,3230605
15977,3242193
15978,3238017
15979,3242373
15980,3242309
15981,3235171
15982,3242194
15986,3239764
15990,3242964
15991,3230139
15992,3229052
15993,3229082
15994,3230144
15996,3229533
15997,3229229
15998,3231275
15999,3230815
160,3394188
16000,3230921
16001,3230538
16002,3230539
16005,3235947
16007,3237606
16009,3392938
16012,3230559
16013,3238685
16015,3231233
16016,3239445
16017,3230560
16022,3234546
16023,3231498
16024,3236580
16025,3234108
16026,3234134
16027,3234135
16029,3236057
16030,3235691
16031,3231329
16032,3231239
16033,3237581
16034,3235692
16036,3230653
16037,3230540
16038,3230541
16040,3230453
16041,3230449
16042,3230917
16045,3233440
16046,3233574
16047,3237505
16048,3234573
16049,3234506
16050,3232892
16051,3232315
16052,3232005
16053,3230619
16054,3233703
16055,3230736
16056,3231959
16057,3233861
16058,3232379
16059,3230588
16060,3230368
16061,3235688
16062,3230897
16063,3238159
16065,3392943
16066,3228084
16067,3392944
16068,3238143
16070,3234304
16071,3237695
16072,3239516
16073,3232621
16075,3233780
16076,3233643
16077,3231924
16078,3237608
16079,3233469
16080,3233470
16081,3231007
16082,3230534
16083,3229743
16084,3229074
16085,3231002
16088,3232002
16090,3230898
16091,3242113
16092,3239299
16094,3242114
16102,3239765
16104,3230894
16105,3241020
16108,3230434
16109,3230435
16110,3231726
16111,3239593
16112,3238935
16113,3231031
16114,3392945
16115,3238936
16116,3235689
16117,3237017
16118,3240727
16119,3235195
16121,3230436
16122,3392824
16123,3392946
16124,3231998
16125,3237343
16126,3234330
16127,3234250
16128,3237418
16129,3238931
16130,3235722
16131,3235723
16132,3237328
16135,3234331
16136,3230641
16137,3230642
1614,3233322
16143,3229065
16144,3230480
16145,3231555
16147,3230506
16148,3230648
1615,3233960
16150,3238802
16151,3238803
16152,3234396
16153,3242115
16154,3230580
16155,3233853
16156,3233854
16157,3232223
16158,3238876
1616,3232889
16160,3238024
16161,3238097
16163,3230673
16165,3232290
16167,3233992
16168,3239575
16169,3238123
1617,3232890
16170,3238124
16171,3238170
16174,3238076
16175,3391409
16176,3230792
16177,3229866
16178,3230432
16179,3230766
1618,3233206
16180,3230888
16181,3231045
16182,3240830
16184,3240831
16185,3229867
16186,3233719
16187,3231994
16188,3239685
16189,3238785
1619,3233271
16190,3239980
16191,3238826
16192,3234688
16193,3232286
16194,3235105
16195,3231929
16196,3230800
16197,3232311
16198,3234621
16199,3234641
1620,3233272
16200,3238780
16201,3239952
16202,3239735
16205,3232287
16206,3231988
16209,3233882
1621,3232624
16210,3234943
16211,3234590
16212,3234944
16213,3235019
16214,3239664
16215,3234638
16216,3235040
16218,3234868
1622,3232625
16221,3232364
16222,3234193
16223,3233911
16224,3233912
16225,3233725
16226,3234633
16227,3229925
16228,3231063
16229,3230857
16230,3230607
16231,3229415
16232,3230608
16233,3229360
16235,3234806
16236,3239730
16237,3392841
16238,3232870
16239,3241324
1624,3238472
16240,3240555
16243,3395034
16244,3395035
16245,3229267
16248,3240532
16250,3233454
16251,3230365
16254,3232944
16255,3239579
16256,3228993
16257,3232382
16259,3234555
1626,3234228
16260,3238831
16261,3238568
16263,3230922
16264,3232248
16265,3234777
16266,3230609
16267,3234550
16268,3235508
16269,3240533
16270,3239976
16271,3241689
16272,3233691
16274,3239801
16275,3238392
16276,3233768
16277,3232501
16278,3232446
16279,3232118
16280,3237919
16281,3234642
16282,3231273
16283,3239659
16284,3238916
16285,3237688
16286,3234803
16287,3233735
16288,3232412
16289,3233718
1629,3231040
16290,3233790
16291,3230497
16292,3230636
16293,3392842
16294,3392843
16295,3233744
16296,3234730
16297,3237572
16298,3240098
16299,3231172
16300,3234731
16301,3234873
16302,3234851
16303,3234057
16304,3234548
16305,3233591
16306,3233528
16307,3241014
16308,3232431
16309,3232337
1631,3230960
16310,3234871
16311,3234709
16312,3233618
16313,3233530
16314,3239878
16315,3239428
16316,3239832
16317,3233734
16318,3233736
16319,3239831
1632,3232888
16320,3233569
16321,3234622
16322,3392844
16323,3235063
16324,3238996
16325,3232585
16326,3238997
16327,3239833
16328,3234653
16329,3234575
1633,3235180
16330,3239734
16331,3231646
16332,3239553
16333,3238686
16334,3231689
16335,3235916
16337,3237041
16338,3236281
16339,3239269
16341,3233594
16342,3230446
16344,3233622
16346,3239587
16347,3231784
16348,3230712
16349,3230810
1635,3241452
16350,3231779
16351,3230399
16352,3230400
16353,3229211
16354,3240687
16355,3240363
16356,3229132
16359,3237264
16362,3392704
16363,3236359
16364,3232268
16365,3232091
16366,3228936
16368,3240534
16370,3228937
16372,3232032
16373,3232096
16374,3229053
16376,3230663
16377,3229220
16378,3232484
1638,3238501
16380,3231930
16381,3234064
16382,3234896
16383,3234058
16384,3238781
16385,3233720
16386,3235176
16387,3232413
16388,3234132
16389,3234704
1639,3237219
16390,3234895
16392,3238402
16393,3237952
16394,3233495
16395,3233496
16396,3232267
16397,3239802
16399,3231686
16401,3235718
16402,3234508
16403,3239235
16404,3233766
16406,3238807
16407,3236826
16409,3229361
1641,3239213
16410,3236264
16411,3239490
16412,3235816
16414,3233425
16415,3229362
16417,3238660
16418,3232088
16419,3233453
16420,3227509
16422,3235891
16423,3227534
16424,3237312
16425,3234667
16427,3232941
16428,3237454
16429,3233595
16430,3233596
16431,3238046
16432,3239973
16433,3231960
16434,3232092
16435,3238047
16436,3233462
16437,3238042
16438,3237605
16439,3238694
16440,3230464
16441,3230660
16442,3229968
16443,3229617
16444,3230686
16446,3239514
16448,3230475
16449,3231711
1645,3394189
16450,3229058
16451,3230633
16452,3229869
16453,3229868
16454,3238179
16456,3232296
16458,3232270
16459,3231438
1646,3238561
16460,3230474
16461,3232869
16462,3234967
16463,3234966
16464,3240716
16465,3231397
16466,3233923
16467,3232291
16468,3393018
16469,3232393
16470,3240761
16476,3234596
16478,3229223
16479,3237352
16481,3241471
16482,3232822
16484,3231780
16488,3239487
1649,3227764
16491,3231806
16494,3234033
16495,3236507
16497,3228939
16498,3232004
16499,3241130
16500,3233542
16501,3239884
16503,3239551
16506,3229158
16507,3232515
16508,3232330
16509,3232867
16513,3232338
16514,3397388
16515,3239810
16516,3237023
16517,3239932
16518,3239883
16519,3232536
1652,3234828
16520,3238462
16521,3239933
16522,3397279
16523,3241784
16524,3232517
16525,3232411
16526,3232511
16527,3232442
16528,3397461
16529,3397488
1653,3233171
16530,3232510
16531,3232512
16532,3239065
16533,3239060
16536,3235196
16537,3397621
16538,3239128
16539,3239882
16541,3239129
16542,3238841
16543.1,3229173
16544,3239879
16545,3235323
16546,3239549
16549,3231871
16550,3239657
16552,3235888
16553,3238474
16554,3239567
16555,3238204
16556,3229978
16558,3235322
16559,3239949
1656,3394190
16561,3241923
16563,3241924
16564,3235308
16565,3233927
16566,3239950
16568,3232312
16569,3232373
16570,3397617
16571,3397616
16573,3235398
16574,3235793
16575,3235961
16577,3235962
16578,3231870
16579,3235963
16580,3235399
16581,3232295
16582,3239576
16587,3238054
16589,3238055
1659,3236891
16590,3233648
16591,3233611
16593,3238518
16596,3239030
16597,3233088
16600,3238607
16601,3238519
16603,3240597
16605,3241016
16606,3240319
16607,3240526
16609,3240475
1661,3237220
16614,3240253
16615,3240035
16616,3240156
16617,3240051
16619,3242292
16620,3240034
16622,3240036
16625,3240125
16626,3241783
16627,3240050
16628,3241691
1663,3233307
16630,3241450
16632,3241866
16633,3232085
16634,3235823
16635,3236204
16636,3397283
16637,3233640
16638,3236209
16639,3236282
1664,3239788
16641,3235450
16642,3236190
16643,3397281
16644,3232378
16645,3239112
16646,3239568
16647,3235840
16648,3236277
16649,3233566
16651,3234788
16653,3238900
16654,3233599
16655,3397276
16656,3237934
16659,3235778
1666,3394195
16660,3238225
16661,3238250
16662,3235860
16664,3397460
16665,3239288
16666,3231281
16667,3231376
16669,3231280
1667,3240370
16670,3231461
16671,3231335
16673,3239425
16674,3234792
16675,3233641
16676,3235542
16677,3234071
16679,3238965
1668,3240371
16680,3239931
16681,3235941
16682,3232294
16683,3235449
16684,3232307
16685,3237549
16686,3397298
16687,3230612
16688,3232894
16689,3397275
1669,3240014
16690,3235516
16691,3239061
16693,3232265
16694,3232007
16695,3397374
16696,3397274
16698,3397370
16699,3238074
1670,3240088
16700,3392506
16702,3235444
16703,3398160
16704,3237049
16706,3232233
16707,3392438
16708,3235870
16709,3235515
1671,3240155
16710,3234663
16711,3239968
16712,3392430
16713,3230822
16714,3232276
16716,3232386
16717,3238855
16718,3230386
16719,3242336
1672,3239766
16722,3235520
16723,3230387
16724,3232310
16725,3236884
16726,3397262
16727,3242064
16729,3236056
1673,3240425
16730,3235386
16731,3236883
16733,3392426
16734,3397371
16735,3399436
16737,3231912
16738,3392932
1674,3240157
16740,3234989
16741,3242501
16742,3234381
16743,3392425
16746,3236910
16747,3242111
16748,3399088
16749,3236189
1675,3239892
16750,3235524
16751,3235525
16752,3239501
16753,3230979
16754,3238587
16755,3228767
16757,3228010
16758,3230018
16759,3230571
1676,3239891
16760,3230020
16764,3390824
16765,3391241
16767,3390822
16769,3390823
1677,3240552
16770,3229939
16771,3230304
16776,3235831
16777,3237776
16778,3397381
16779,3238993
1678,3241117
16780,3400376
16781,3238079
16782,3232018
16783,3239690
16788,3232300
16789,3239072
1679,3241116
16791,3235758
16794,3235851
16795,3235850
16797,3239146
16798,3241398
16799,3239877
1680,3240186
16801,3232275
16803,3229181
16805,3240219
16806,3239440
16807,3399073
16808,3239066
16809,3395999
1681,3240208
16810,3236214
16811,3235719
16813,3238988
16814,3237456
16815,3232570
16816,3235360
16817,3232139
16818,3235747
16819,3397615
1682,3240185
16821,3233468
16822,3236111
16825,3237455
16826,3239830
16827,3239885
16828,3235874
16829,3239272
1683,3239945
16830,3235873
16831,3232299
16833,3237694
16834,3397265
16835,3236402
16836,3239067
16838,3232313
16839,3397618
1684,3240209
16840,3236288
16841,3238989
16842,3236360
16843,3236054
16844,3399070
16845,3232540
16847,3234863
16848,3232410
16849,3235296
1685,3240210
16850,3239421
16851,3234510
16852,3397619
16853,3239271
16854.1,3235929
16854.2,3236405
16855,3239426
16856,3236303
16857,3235779
16858,3399500
16859,3232331
1686,3239899
16860,3232895
16862,3232847
16863,3235405
16864,3239809
16865,3235400
16867,3236329
16868,3232518
16870,3235849
16871,3232545
16873,3397620
16874,3236328
16875,3235401
16876,3239901
16878,3239152
16879,3397394
1688,3233254
16880,3235821
16881,3236283
16882,3235329
16883,3397697
16884,3239543
16885,3235361
16886,3236180
16888,3235795
16889,3239273
16890,3236356
16891,3236034
16892,3235983
16893,3235445
16894,3234163
16895,3235679
16896,3239270
16897,3236330
16898,3235705
16899,3235653
169,3236200
16900,3236911
16901,3235451
16902,3235362
16903,3235678
16904,3231958
16905,3233463
16906,3239243
16907,3235385
16908,3232279
16909,3397614
16912,3237600
16914,3229913
16915,3231654
16918,3238440
16919,3238692
16920,3236284
16921,3231141
16922,3229892
16923,3238719
16924,3231668
16925,3239881
16926,3237272
16927,3237601
16928,3235780
16929,3238303
16930,3235896
16931,3235897
16932,3236912
16933,3235271
16934,3238713
16935,3229289
16937,3237762
16938,3239500
16940,3228955
16941,3236984
16942,3229290
16943,3236618
16944,3239934
16945,3235946
16946,3229893
16947,3236918
16948,3229917
16949,3233534
16951,3231891
16952,3236516
16953,3235940
16954,3238832
16955,3235775
16959,3239998
1696,3391735
16961,3239302
16962,3238870
16963,3234410
16964,3236717
16965,3236744
16966,3231989
16968,3232019
1697,3391726
16970,3230945
16971,3227555
16972,3236745
