part_name,ATTRIBUTE_TYPE,guid,remark,determiner,DETERMINED_DATE,ATTRIBUTE_VALUE
whole organism (70% ethanol),location,CHAS:Herp:14069,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1407,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14070,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14071,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14072,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14073,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14074,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14075,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14076,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14077,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14078,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14079,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1408,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14080,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14081,Stored in jar with CHAS 14081-6,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14082,Stored in jar with CHAS 14081-6,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14083,Stored in jar with CHAS 14081-6,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14084,Stored in jar with CHAS 14081-6,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14085,Stored in jar with CHAS 14081-6,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14086,Stored in jar with CHAS 14081-6,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14087,"Stored in jar with CHAS 13954-61, 14087, 14598-9, 14686, 16708-12",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14088,"Stored in jar with CHAS 13962-6, 14088, 14600-2, 15761-8",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14089,,John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1409,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14090,,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14091,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14092,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14093,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14094,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14095,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14096,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14097,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:141,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1410,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1411,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1412,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14122,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14123,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14124,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14125,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14126,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14127,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14128,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14129,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1413,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14130,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14131,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14132,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14133,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14134,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1414,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14148,"Stored in jar with CHAS 13919-21, 14148-9",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14149,"Stored in jar with CHAS 13919-21, 14148-9",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1415,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14150,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14151,Stored in jar with CHAS 14151-2,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14152,Stored in jar with CHAS 14151-2,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1416,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14205,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14206,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:14244,Stored in jar with CHAS 14244-5,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14245,Stored in jar with CHAS 14244-5,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:1434,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1435,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1436,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1437,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1438,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14381,Stored in jar with CHAS 14381-3,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14382,Stored in jar with CHAS 14381-3,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14383,Stored in jar with CHAS 14381-3,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14384,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14389,Stored in jar with CHAS 14389-92,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:1439,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14390,Stored in jar with CHAS 14389-92,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14391,Stored in jar with CHAS 14389-92,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14392,Stored in jar with CHAS 14389-92,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14393,,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14398,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14399,,John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1440,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14400,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14401,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14402,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14403,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14404,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14405,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14406,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14407,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14408,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14409,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1441,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14410,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14411,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14412,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14413,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14414,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14415,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14416,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14417,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14418,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14419,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1442,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14420,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14421,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14422,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14423,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:14424,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1443,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1444,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1445,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1446,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1447,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1448,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1449,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1450,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1451,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1452,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1453,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1454,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1455,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1456,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1457,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1458,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14585,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14586,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1459,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14597,"Stored in jar with CHAS 9183, 13007, 13331, 14597, 14687, 16665, 16704-7, 16798-9, 17044, 17239, 17656-8",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14598,"Stored in jar with CHAS 13954-61, 14087, 14598-9, 14686, 16708-12",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14599,"Stored in jar with CHAS 13954-61, 14087, 14598-9, 14686, 16708-12",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1460,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14600,"Stored in jar with CHAS 13962-6, 14088, 14600-2, 15761-8",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14601,"Stored in jar with CHAS 13962-6, 14088, 14600-2, 15761-8",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14602,"Stored in jar with CHAS 13962-6, 14088, 14600-2, 15761-8",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14603,"Stored in jar with CHAS 14603-9, 15769-74",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14604,"Stored in jar with CHAS 14603-9, 15769-74",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14605,"Stored in jar with CHAS 14603-9, 15769-74",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14606,"Stored in jar with CHAS 14603-9, 15769-74",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14607,"Stored in jar with CHAS 14603-9, 15769-74",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14608,"Stored in jar with CHAS 14603-9, 15769-74",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14609,"Stored in jar with CHAS 14603-9, 15769-74",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1461,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14610,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14611,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14612,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14613,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14614,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14615,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14616,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14617,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14618,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14619,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1462,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14620,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14621,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14622,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14623,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14624,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14625,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14626,Stored in jar with CHAS 14610-26,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14627,"Stored in jar with CHAS 4569-70, 9184-5, 14627-8, 16693-7",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14628,"Stored in jar with CHAS 4569-70, 9184-5, 14627-8, 16693-7",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14629,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1463,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14630,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14631,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14632,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:14633,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14634,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1464,Stored in jar with CHAS 1436-1464,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1465,"Stored in jar with CHAS 1465, 15320.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1466,"Stored in jar with CHAS 1466-71, 7893-5, 12861-6.",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1467,"Stored in jar with CHAS 1466-71, 7893-5, 12861-6.",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1468,"Stored in jar with CHAS 1466-71, 7893-5, 12861-6.",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14682,,Dawn R. Roberts,2014-11-24,Reebie: Locker 300A: Unit 5: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14683,"Stored in jar with CHAS 13113-4, 13203-7, 13330, 14683-5",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14684,"Stored in jar with CHAS 13113-4, 13203-7, 13330, 14683-5",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14685,"Stored in jar with CHAS 13113-4, 13203-7, 13330, 14683-5",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:14686,"Stored in jar with CHAS 13954-61, 14087, 14598-9, 14686, 16708-12",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:14687,,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:14688,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1469,"Stored in jar with CHAS 1466-71, 7893-5, 12861-6.",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1470,"Stored in jar with CHAS 1466-71, 7893-5, 12861-6.",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1471,"Stored in jar with CHAS 1466-71, 7893-5, 12861-6.",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1472,Stored in jar with CHAS 1472-1479.,John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14723,"Stored in jar with CHAS 12795-6, 14723-4",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14724,"Stored in jar with CHAS 12795-6, 14723-4",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:14725,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
