part_name,ATTRIBUTE_TYPE,guid,remark,determiner,DETERMINED_DATE,ATTRIBUTE_VALUE
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.137,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A: Unit 30: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.427,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A: Unit 30: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.428,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A: Unit 30: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1000,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1001,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:1002,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:1003,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1004,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1005,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10051,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1006,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1007,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1008,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1009,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1010,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1011,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1012,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1013,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10135,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10136,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10137,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10138,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10139,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:1014,,John Archer,2015-04-17,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10140,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10141,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10142,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10143,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10144,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10145,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10146,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10147,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10148,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10149,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:1015,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10150,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10151,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10152,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10153,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10154,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10155,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10156,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10157,,Dawn R. Roberts,2014-09-17,Reebie: Locker 302A: Unit 9: Shelf F
whole organism (70% ethanol),location,CHAS:Herp:10158,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10159,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10160,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10161,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10162,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10163,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10164,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10165,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10166,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10167,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10168,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10169,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1017,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:10170,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10171,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10172,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 25: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10173,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10174,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10175,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10176,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10177,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10178,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10179,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1018,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:10180,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10181,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10182,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10183,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10184,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10185,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10186,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10187,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10188,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10189,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1019,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:10190,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10191,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1020,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1021,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1022,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1023,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1024,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1025,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1026,"Stored in jar with CHAS 441, 1017-26.",John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1027,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1028,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1029,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1030,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1031,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1032,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1033,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1034,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1035,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1036,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1037,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1038,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1039,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1040,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1041,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:1042,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1043,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1044,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1045,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1046,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1047,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1048,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10485,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10486,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10487,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10488,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10489,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1049,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1050,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10506,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10507,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1051,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10518,"Stored in jar with CHAS 2741-80, 5414-33, 5539-52, 5757-73, 6033-8, 10518",John Archer,2017-08-24,Reebie: Locker 312A: Unit 30: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:10519,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1052,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10520,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10521,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10522,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10523,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1053,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10534,,John Archer,2016-11-21,Reebie: Locker 312A: Unit 30: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10535,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:10536,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf B
whole organism (70% ethanol),location,CHAS:Herp:10537,Stored in jar with CHAS 10537-8,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10538,Stored in jar with CHAS 10537-8,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:1054,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10540,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10541,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10542,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10543,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10544,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:10545,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10546,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10547,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10548,,John Archer,2015-03-11,Reebie: Locker 312A: Unit 25: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10549,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1055,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10550,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10551,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10552,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10553,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10554,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10555,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10556,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10557,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10558,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10559,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1056,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10560,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10561,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10562,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10563,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10564,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10565,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10566,,John Archer,2015-03-20,Reebie: Locker 312A: Unit 26: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10567,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 27: Shelf C
whole organism (70% ethanol),location,CHAS:Herp:10568,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10569,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1057,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10570,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10571,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10572,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10573,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10574,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10575,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10576,,John Archer,2015-04-23,Reebie: Locker 312A: Unit 28: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:10577,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10578,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10579,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1058,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10580,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10581,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10582,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10583,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10584,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10585,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10586,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10587,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:10588,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1059,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1060,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1061,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1062,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1063,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1064,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1065,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1066,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1067,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1068,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1069,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1070,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1071,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1072,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1073,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1074,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1075,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:1076,"Stored in jar with CHAS 1042-64, 1065-86.",John Archer,2016-11-21,Reebie: Locker 312A: Unit 29: Shelf D
whole organism (70% ethanol),location,CHAS:Herp:10766,,John Archer,2015-04-10,Reebie: Locker 312A: Unit 26: Shelf E
