guid,part_name,ATTRIBUTE_TYPE,ATTRIBUTE_VALUE,remark,determiner,DETERMINED_DATE
CHAS:Herp:7499,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7500,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7501,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7502,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7503,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7504,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7505,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7506,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7507,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7508,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7509,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7510,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7511,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7512,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7515,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7516,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7518,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7730,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7733,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7749,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7750,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7751,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7752,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7753,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7754,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7755,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7756,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7757,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7758,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7759,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7760,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7761,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7762,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7763,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7764,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7765,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7766,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7767,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7768,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7769,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7770,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7771,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7794,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:7939,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8347,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8384,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8408,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8421,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8422,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8423,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8424,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8425,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8426,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8427,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8518,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8519,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8522,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8612,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8691,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8878,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8879,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8880,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8888,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9365,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9477,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:10352,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:10649,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:10753,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:10979,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11765,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11766,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11767,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11768,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11769,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11770,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11771,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11772,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11773,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11774,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11775,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11776,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11777,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11778,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11779,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11780,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11799,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12093,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12094,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12095,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12096,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12097,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12098,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12099,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12100,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12101,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12102,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12103,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12104,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12214,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12215,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12216,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12356,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12357,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12358,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12359,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12360,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12361,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12362,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12363,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12364,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12365,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12366,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12367,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12368,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12369,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12370,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12371,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12372,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12374,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12375,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12376,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12377,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12378,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12379,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12380,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12381,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:12382,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:13039,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:13063,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:13064,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:13327,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:13345,whole organism (70% ethanol),location,Reebie,,Jessica Weller,2014-12-06
CHAS:Herp:13346,whole organism (70% ethanol),location,Reebie,,Jessica Weller,2014-12-06
CHAS:Herp:13347,whole organism (70% ethanol),location,Reebie,,Jessica Weller,2014-12-06
CHAS:Herp:13348,whole organism (70% ethanol),location,Reebie,,Jessica Weller,2014-12-06
CHAS:Herp:14657,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:14745,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:15349,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:15359,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:15360,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:15361,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:15842,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:15843,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:15847,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:16183,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:16219,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:16234,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:16546,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:16824,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:16865,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:16872,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17109,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17112,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17305,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17490,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17901,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17902,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17967,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17968,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17977,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17978,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17979,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18313,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18315,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18316,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18317,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18318,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18319,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18338,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18339,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18340,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18341,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18342,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:18410,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:1938.4499.1,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:1939.9.1,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:1958.2.1,whole organism (70% ethanol),location,Reebie,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8860,whole organism (70% ethanol),location,Reebie: Locker 300A: blue barrel,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8861,whole organism (70% ethanol),location,Reebie: Locker 300A: blue barrel,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8862,whole organism (70% ethanol),location,Reebie: Locker 300A: blue barrel,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8863,whole organism (70% ethanol),location,Reebie: Locker 300A: blue barrel,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8864,whole organism (70% ethanol),location,Reebie: Locker 300A: blue barrel,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8865,whole organism (70% ethanol),location,Reebie: Locker 300A: blue barrel,,Dawn R. Roberts,2014-09-17
CHAS:Herp:8866,whole organism (70% ethanol),location,Reebie: Locker 300A: blue barrel,,Dawn R. Roberts,2014-09-17
