guid,part_name,ATTRIBUTE_TYPE,ATTRIBUTE_VALUE,remark,determiner,DETERMINED_DATE
CHAS:Herp:14310,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:14311,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:14312,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:14313,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:14314,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:14315,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:14316,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:14317,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,Stored in jar with CHAS 14307-17; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:3609,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3610,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3612,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3613,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3614,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3615,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3617,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3618,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3619,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3620,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:3621,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:4416,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:7685,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 3609-10, 3612-15, 3617-21, 4416, 7685; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:4417,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:5069,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:5481,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:5482,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:5483,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:6163,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:6164,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:6165,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:12507,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:12508,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:12509,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 4: Shelf F,"Stored in jar with CHAS 4417, 5069, 5481-3, 6163-4, 6165, 12507-9; oversize",Dawn R. Roberts,2016-02-18
CHAS:Herp:15683,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 15683-15684,Dawn R. Roberts,2014-11-24
CHAS:Herp:15684,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 15683-15684,Dawn R. Roberts,2014-11-24
CHAS:Herp:3760,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,"Stored in jar with CHAS 3760, 4691",Dawn R. Roberts,2014-11-24
CHAS:Herp:4691,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,"Stored in jar with CHAS 3760, 4691",Dawn R. Roberts,2014-11-24
CHAS:Herp:4867,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 4867-4872,Dawn R. Roberts,2014-11-24
CHAS:Herp:4868,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 4867-4872,Dawn R. Roberts,2014-11-24
CHAS:Herp:4869,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 4867-4872,Dawn R. Roberts,2014-11-24
CHAS:Herp:4870,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 4867-4872,Dawn R. Roberts,2014-11-24
CHAS:Herp:4871,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 4867-4872,Dawn R. Roberts,2014-11-24
CHAS:Herp:4872,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 4867-4872,Dawn R. Roberts,2014-11-24
CHAS:Herp:5139,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 5139-5140,Dawn R. Roberts,2014-11-24
CHAS:Herp:5140,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 5139-5140,Dawn R. Roberts,2014-11-24
CHAS:Herp:5239,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 5239-5240,Dawn R. Roberts,2014-11-24
CHAS:Herp:5240,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,Stored in jar with CHAS 5239-5240,Dawn R. Roberts,2014-11-24
CHAS:Herp:9921,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,"Stored in jar with CHAS 9921, 10261",Dawn R. Roberts,2014-11-24
CHAS:Herp:10261,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,"Stored in jar with CHAS 9921, 10261",Dawn R. Roberts,2014-11-24
CHAS:Herp:4415,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:4857,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:5089,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:5604,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:6935,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:7807,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:12196,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:13861,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:15687,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf D,,Dawn R. Roberts,2014-11-24
CHAS:Herp:13865,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:13866,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:13867,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:13868,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:14279,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:14280,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:14281,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:14282,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,"Stored in jar with CHAS 13865-8, 14279-82",John Archer,2019-01-22
CHAS:Herp:14296,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14297,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14298,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14299,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14300,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14301,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14302,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14303,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14304,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14305,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14306,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14296-306,John Archer,2019-01-22
CHAS:Herp:14318,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14319,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14320,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14321,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14322,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14323,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14324,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14325,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14318-25,John Archer,2019-01-22
CHAS:Herp:14326,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14327,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14328,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14329,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14330,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14331,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14332,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14333,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14334,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14335,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14336,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14337,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14338,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14339,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14340,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14341,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14342,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14343,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:14344,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 5: Shelf E,Stored in jar with CHAS 14326-44,John Archer,2019-01-22
CHAS:Herp:4469,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 4469, 7406, 12638; oversize",Dawn R. Roberts,2015-06-26
CHAS:Herp:7406,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 4469, 7406, 12638; oversize",Dawn R. Roberts,2015-06-26
CHAS:Herp:12638,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 4469, 7406, 12638; oversize",Dawn R. Roberts,2015-06-26
CHAS:Herp:8197,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8198,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8199,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8200,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8611,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8645,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8819,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8886,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:8887,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,"Stored in jar with CHAS 8197-200, 8611, 8645, 8819, 8886-7",John Archer,2019-01-22
CHAS:Herp:16523,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17141,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17142,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,,Dawn R. Roberts,2014-09-17
CHAS:Herp:17143,whole organism (70% ethanol),location,Reebie: Locker 300A: Unit 6: Shelf E,,Dawn R. Roberts,2014-09-17
CHAS:Herp:13772,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 13772, 13947-8, 15720; oversize",Dawn R. Roberts,2014-09-17
CHAS:Herp:13947,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 13772, 13947-8, 15720; oversize",Dawn R. Roberts,2014-09-17
CHAS:Herp:13948,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 13772, 13947-8, 15720; oversize",Dawn R. Roberts,2014-09-17
CHAS:Herp:15720,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 13772, 13947-8, 15720; oversize",Dawn R. Roberts,2014-09-17
CHAS:Herp:16185,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16186,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16187,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16188,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16189,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16190,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16191,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16192,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16193,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16194,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16195,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16196,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16197,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16198,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16199,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16200,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:16201,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,Stored in jar with CHAS 16185-201; oversize,Dawn R. Roberts,2016-02-18
CHAS:Herp:3008,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 3008, 3081, 3106, 3122, 3341, 3398-9, 3413, 3485-8, 3660, 3682, 5788, 7469, 9257, 10281-9, 10330, 10348, 11109, 11330, 12883, 13300, 13607, 13608, 13702, 13761, 15018-9, 15262-4,15354-5, 16147, 16148-50, 16151-4, 16421, 16422,16423, 16424, 17013, 17014, 17780, 17904, 18120; oversize",Jessica Weller,2014-12-06
CHAS:Herp:3081,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 3008, 3081, 3106, 3122, 3341, 3398-9, 3413, 3485-8, 3660, 3682, 5788, 7469, 9257, 10281-9, 10330, 10348, 11109, 11330, 12883, 13300, 13607, 13608, 13702, 13761, 15018-9, 15262-4,15354-5, 16147, 16148-50, 16151-4, 16421, 16422,16423, 16424, 17013, 17014, 17780, 17904, 18120; oversize",Jessica Weller,2014-12-06
CHAS:Herp:3106,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 3008, 3081, 3106, 3122, 3341, 3398-9, 3413, 3485-8, 3660, 3682, 5788, 7469, 9257, 10281-9, 10330, 10348, 11109, 11330, 12883, 13300, 13607, 13608, 13702, 13761, 15018-9, 15262-4,15354-5, 16147, 16148-50, 16151-4, 16421, 16422,16423, 16424, 17013, 17014, 17780, 17904, 18120; oversize",Jessica Weller,2014-12-06
CHAS:Herp:3122,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 3008, 3081, 3106, 3122, 3341, 3398-9, 3413, 3485-8, 3660, 3682, 5788, 7469, 9257, 10281-9, 10330, 10348, 11109, 11330, 12883, 13300, 13607, 13608, 13702, 13761, 15018-9, 15262-4,15354-5, 16147, 16148-50, 16151-4, 16421, 16422,16423, 16424, 17013, 17014, 17780, 17904, 18120; oversize",Jessica Weller,2014-12-06
CHAS:Herp:3341,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 3008, 3081, 3106, 3122, 3341, 3398-9, 3413, 3485-8, 3660, 3682, 5788, 7469, 9257, 10281-9, 10330, 10348, 11109, 11330, 12883, 13300, 13607, 13608, 13702, 13761, 15018-9, 15262-4,15354-5, 16147, 16148-50, 16151-4, 16421, 16422,16423, 16424, 17013, 17014, 17780, 17904, 18120; oversize",Jessica Weller,2014-12-06
CHAS:Herp:3398,whole organism (70% ethanol),location,Reebie: Locker 302A: floor,"Stored in jar with CHAS 3008, 3081, 3106, 3122, 3341, 3398-9, 3413, 3485-8, 3660, 3682, 5788, 7469, 9257, 10281-9, 10330, 10348, 11109, 11330, 12883, 13300, 13607, 13608, 13702, 13761, 15018-9, 15262-4,15354-5, 16147, 16148-50, 16151-4, 16421, 16422,16423, 16424, 17013, 17014, 17780, 17904, 18120; oversize",Jessica Weller,2014-12-06
