HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,DEC_LAT,DEC_LONG,DATUM,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,GEOREFERENCE_PROTOCOL,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,TAXON_NAME,GUID,BEGAN_DATE,END_DATE
"Africa, Kenya, Kilifi County",Kilifi,"Kilifi, Kenya",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Centropus superciliosus,CHAS:Bird:19246,1960-04-10T06:00:00Z,1960-04-10T06:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 100 ft","Kilifi, alt 100f",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Campephaga flava,CHAS:Bird:19211,1965-08-04T05:00:00Z,1965-08-04T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 100 ft",alt 100',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Cossypha natalensis,CHAS:Bird:19233,1965-08-03T05:00:00Z,1965-08-03T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Lagonosticta rubricata,CHAS:Bird:19176,1965-08-03T05:00:00Z,1965-08-03T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, Kenya, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Ploceus nigricollis melanoxanthus,CHAS:Bird:19204,1965-08-07T05:00:00Z,1965-08-07T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, Kenya, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Ploceus nigricollis melanoxanthus,CHAS:Bird:19205,1965-08-07T05:00:00Z,1965-08-07T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, Kenya, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Ploceus ocularis,CHAS:Bird:19206,1965-08-06T05:00:00Z,1965-08-06T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Serinus mozambicus,CHAS:Bird:19207,1965-08-03T05:00:00Z,1965-08-03T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Serinus mozambicus,CHAS:Bird:19208,1965-08-03T05:00:00Z,1965-08-03T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft",alt 50',-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Tmetothylacus tenellus,CHAS:Bird:19225,1965-08-03T05:00:00Z,1965-08-03T05:00:00Z
"Africa, Kenya, Kilifi County","Kilifi, alt 50 ft","Kilifi, alt 50'",-3.630453,39.849915,World Geodetic System 1984,17930,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Colius striatus,CHAS:Bird:19242,1965-08-03T05:00:00Z,1965-08-03T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Rift Valley, Alt. 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Egretta garzetta garzetta,CHAS:Bird:19251,1965-04-18T06:00:00Z,1965-04-18T06:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Rift Valley, alt. 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Polyboroides typus,CHAS:Bird:19267,1965-04-18T06:00:00Z,1965-04-18T06:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Cisticola galactotes,CHAS:Bird:19186,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Riparia paludicola,CHAS:Bird:19187,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Estrilda astrild,CHAS:Bird:19192,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Estrilda astrild,CHAS:Bird:19193,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Kenya, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Ploceus velatus,CHAS:Bird:19197,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Cisticola galactotes,CHAS:Bird:19198,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Motacilla aguimp,CHAS:Bird:19215,1970-01-01T06:00:00Z,1970-12-31T06:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Acrocephalus rufescens,CHAS:Bird:19222,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Acrocephalus rufescens,CHAS:Bird:19223,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, Kenya, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Ploceus spekei,CHAS:Bird:19224,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Amaurornis flavirostra,CHAS:Bird:19255,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Fulica cristata,CHAS:Bird:19260,1964-11-12T06:00:00Z,1964-11-12T06:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6000'","Lake Naivasha, alt 6000'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Fulica cristata,CHAS:Bird:19261,1964-12-18T06:00:00Z,1964-12-18T06:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Alcedo cristata,CHAS:Bird:19179,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Alcedo cristata,CHAS:Bird:19180,1970-10-22T05:00:00Z,1970-10-22T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, Kenya, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Eminia lepida,CHAS:Bird:19196,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Pycnonotus barbatus tricolor,CHAS:Bird:19221,1970-10-23T05:00:00Z,1970-10-23T05:00:00Z
"Africa, Kenya, Nakuru District","Lake Naivasha, alt 6500'","Lake Naivasha, alt 6500'",-0.767317,36.359749,World Geodetic System 1984,11173,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Dicrurus adsimilis,CHAS:Bird:19240,1970-10-22T05:00:00Z,1970-10-22T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD, Kenya",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Tockus flavirostris,CHAS:Bird:19236,1970-10-17T05:00:00Z,1970-10-17T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Pseudonigrita cabanisi,CHAS:Bird:19181,1970-10-15T05:00:00Z,1970-10-15T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Trachyphonus darnaudii,CHAS:Bird:19182,1970-10-15T05:00:00Z,1970-10-15T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District], Kenya, NFP",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Urorhipis rufifrons,CHAS:Bird:19183,1970-10-15T05:00:00Z,1970-10-15T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Batis perkeo,CHAS:Bird:19190,1970-10-15T05:00:00Z,1970-10-15T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District], Kenya, NFP",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Uraeginthus cyanocephalus,CHAS:Bird:19194,1970-10-18T05:00:00Z,1970-10-18T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Urocolius macrourus,CHAS:Bird:19245,1970-10-17T05:00:00Z,1970-10-17T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Rhinoptilus cinctus,CHAS:Bird:19253,1970-10-18T05:00:00Z,1970-10-18T05:00:00Z
"Africa, Kenya, Samburu County",Wamba,"Wamba, NFD [Northern Frontier District]",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Rhinoptilus cinctus,CHAS:Bird:19254,1970-10-18T05:00:00Z,1970-10-18T05:00:00Z
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Chrysococcyx klaas,CHAS:Bird:19174,1800,2016-03-12T06:00:00Z
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Rhodophoneus cruentus,CHAS:Bird:19216,1970-10-17T05:00:00Z,1970-10-17T05:00:00Z
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Colius leucocephalus,CHAS:Bird:19244,1970-10-17T05:00:00Z,1970-10-17T05:00:00Z
"Africa, Kenya, Samburu County","Wamba, alt 3000'","Wamba, NFD [Northern Frontier District], alt 3000'",0.982646,37.316667,World Geodetic System 1984,4692,m,GeoLocate,Adam Glueckert,2016-09-30T05:00:00Z,Corythaixoides leucogaster,CHAS:Bird:19259,1970-10-17T05:00:00Z,1970-10-17T05:00:00Z
"Africa, Kenya, West Pokot",Sigor,"Sigor, Kenya",1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Tchagra australis,CHAS:Bird:19232,1965-06-06T05:00:00Z,1965-06-06T05:00:00Z
"Africa, Kenya, West Pokot",Sigor,,1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Oriolus auratus,CHAS:Bird:19239,1965-06-16T05:00:00Z,1965-06-16T05:00:00Z
"Africa, Kenya, West Pokot",Sigor,Sigor,1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Clamator jacobinus,CHAS:Bird:19249,1965-06-05T05:00:00Z,1965-06-05T05:00:00Z
"Africa, Kenya, West Pokot",Sigor,Sigor Wei Wei,1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Turdoides plebejus,CHAS:Bird:2016.5.21,1965-06-01T05:00:00Z,1965-06-01T05:00:00Z
"Africa, Kenya, West Pokot",Sigor,"""Masol NR: Sigor"" [Kenya?]",1.484517,35.471673,World Geodetic System 1984,4693,m,GeoLocate,Adam Glueckert,2016-10-19T05:00:00Z,Creatophora cinerea,CHAS:Bird:2016.5.22,1905-02-06T06:00:00Z,1905-02-06T06:00:00Z
"Africa, Kenya, West Pokot","Sigor, Wei Wei River",Wei Wei River,1.552869,35.533719,World Geodetic System 1984,301,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Cossypha heuglini,CHAS:Bird:19209,1965-06-03T05:00:00Z,1965-06-03T05:00:00Z
"Africa, Kenya, West Pokot","Sigor, Wei Wei River",Wei Wei River,1.552869,35.533719,World Geodetic System 1984,301,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Cossypha heuglini,CHAS:Bird:19210,1965-06-01T05:00:00Z,1965-06-01T05:00:00Z
"Asia, Japan, Tochigi Prefecture, Honshu",Nikko,,36.818839,139.581179,World Geodetic System 1984,1025,m,GeoLocate,Adam Glueckert,2016-12-07T06:00:00Z,Loxia curvirostra albiventris,CHAS:Bird:18150,1917-01-20T06:00:00Z,1917-01-20T06:00:00Z
"Asia, Japan, Tochigi Prefecture, Honshu",Nikko,,36.818839,139.581179,World Geodetic System 1984,1025,m,GeoLocate,Adam Glueckert,2016-12-07T06:00:00Z,Loxia curvirostra albiventris,CHAS:Bird:18165,1918-02-18T06:00:00Z,1918-02-18T06:00:00Z
"Asia, Malaysia, Sabah, Indonesian Archipelago, Borneo",Suanlamba,Suanlamba,5.6071,118.1369,World Geodetic System 1984,4682,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Platysmurus leocopterus atterimus,CHAS:Bird:19228,1887-08-21,1887-08-21
"Asia, Malaysia, Sabah, Indonesian Archipelago, Borneo",Suanlamba,Suanlamba,5.6071,118.1369,World Geodetic System 1984,4682,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Platylophus galericulatus coronatus,CHAS:Bird:19164,1888-01-20,1888-01-20
"Central America, Costa Rica, Guanacaste",Punta Piedra,C.R.: Guanacaste: Punta Piedra,10.161,-85.13382,World Geodetic System 1984,8754,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Dendroica petechia castaneiceps,CHAS:Bird:19270,1924-02-06T06:00:00Z,1924-02-06T06:00:00Z
"Central America, Costa Rica",Irazu,Irazu,9.982388,-83.84958,World Geodetic System 1984,1463,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Cardellina pusilla pileolata,CHAS:Bird:17599,1906-12-01T06:00:00Z,1906-12-30T06:00:00Z
"Central America, Costa Rica, San Jose",San Jose,"San Jose, C.R. [Costa Rica]",9.933333,-84.083333,World Geodetic System 1984,15768,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Tyrannus savana,CHAS:Bird:501,1892-06-01,1892-06-30
"Europe, Denmark",Sjaelland,Denmark: Sjaelland,55.416667,11.833333,World Geodetic System 1984,87804,m,GeoLocate,Adam Glueckert,2016-09-21T05:00:00Z,Scolopax rusticola rusticola,CHAS:Bird:5280,1924-06-12T05:00:00Z,1924-06-12T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Chieming,"Chieming, Germany",47.893021,12.538562,World Geodetic System 1984,1358,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Podiceps ruficollis,CHAS:Bird:2016.5.13,1965-12-15T06:00:00Z,1965-12-15T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Munich,,48.15,11.583333,World Geodetic System 1984,31710,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Loxia curvirostra,CHAS:Bird:18167,1920-07-03T05:00:00Z,1920-07-03T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Obing,,47.999157,12.406472,World Geodetic System 1984,1526,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Larus ridibundus,CHAS:Bird:19332,1965-07-07T05:00:00Z,1965-07-07T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Obing,"Obing/Obb, Germany",47.999157,12.406472,World Geodetic System 1984,1526,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Podiceps cristatus,CHAS:Bird:2016.5.9,1965-07-07T05:00:00Z,1965-07-07T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Obing,"Germany, Obing/Obb",47.999157,12.406472,World Geodetic System 1984,1526,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Chroicocephalus ridibundus,CHAS:Bird:9809,1965-07-07T05:00:00Z,1965-07-07T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Prien-Obb, Germany",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Buteo buteo,CHAS:Bird:2016.5.6,1965-06-13T05:00:00Z,1965-06-13T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,Prien-Obb Germany,47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Cuculus canorus,CHAS:Bird:2016.5.7,1965-06-11T05:00:00Z,1965-06-11T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Germany, Prien-Obb",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Columba palumbus,CHAS:Bird:9805,1965-05-06T05:00:00Z,1965-05-06T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Germany, Prien-Obb",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Cuculus canorus,CHAS:Bird:9806,1965-05-11T05:00:00Z,1965-05-11T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Prien am Chiemsee,"Germany, Prien",47.855491,12.346183,World Geodetic System 1984,3036,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Buteo buteo,CHAS:Bird:9808,1965-04-04T06:00:00Z,1965-04-04T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Schleching,"Germany, Schleching-Obb",47.720764,12.395903,World Geodetic System 1984,1748,m,GeoLocate,Adam Glueckert,2016-12-14T06:00:00Z,Nucifraga caryocatactes,CHAS:Bird:2016.5.10,1965-12-12T06:00:00Z,1965-12-12T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Accipiter gentilis,CHAS:Bird:9919,1966-05-01T05:00:00Z,1966-05-30T05:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Turdus pilaris,CHAS:Bird:2016.5.8,1965-03-29T06:00:00Z,1965-03-29T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,Traunstein-Germany,47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Corvus corone corone,CHAS:Bird:2016.5.11,1965-04-18T06:00:00Z,1965-04-18T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Turdus viscivorous,CHAS:Bird:2016.5.12,1965-03-30T06:00:00Z,1965-03-30T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Germany, Traunstein",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Corvus corone corone,CHAS:Bird:9807,1965-04-16T06:00:00Z,1965-04-16T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Germany, Traunstein",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Pyrrhula pyrrhula,CHAS:Bird:9885,1966-01-21T06:00:00Z,1966-01-21T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Garrulus glandarius,CHAS:Bird:2016.5.14,1965-04-10T06:00:00Z,1965-04-10T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,Traunstein - Germany,47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Streptopelia decaocto,CHAS:Bird:2016.5.15,1966-01-22T06:00:00Z,1966-01-22T06:00:00Z
"Europe, Germany, Bavaria, Upper Bavaria",Traunstein,"Traunstein, Germany",47.868247,12.643347,World Geodetic System 1984,3046,m,GeoLocate,Adam Glueckert,2016-11-16T06:00:00Z,Turdus merula,CHAS:Bird:2016.5.16,1965-04-04T06:00:00Z,1965-04-04T06:00:00Z
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,Adam Glueckert,2016-11-18T06:00:00Z,Podiceps auritus,CHAS:Bird:4500,1921-09-21T05:00:00Z,1921-09-22T05:00:00Z
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,Adam Glueckert,2016-11-18T06:00:00Z,Calidris ptilocnemis couesi,CHAS:Bird:4870,1922-09-24T05:00:00Z,1922-09-24T05:00:00Z
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,Adam Glueckert,2016-11-18T06:00:00Z,Calidris ptilocnemis couesi,CHAS:Bird:4871,1922-09-26T06:00:00Z,1922-09-26T06:00:00Z
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,Adam Glueckert,2016-11-18T06:00:00Z,Falco columbarius columbarius,CHAS:Bird:4431,1922-09-25T06:00:00Z,1922-09-25T06:00:00Z
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,Unalaska,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,Adam Glueckert,2016-11-18T06:00:00Z,Passerculus sandwichensis sandwichensis,CHAS:Bird:8224,1911-06-08T06:00:00Z,1911-06-08T06:00:00Z
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,Adam Glueckert,2016-11-18T06:00:00Z,Lunda cirrhata,CHAS:Bird:1556,1890-08-16,1890-08-16
"North America, Bering Sea, United States, Alaska, Unalaska Quad, Fox Islands, Aleutian Islands, Unalaska Island",Unalaska,,53.873611,-166.536667,World Geodetic System 1984,6927,m,GeoLocate,Adam Glueckert,2016-11-18T06:00:00Z,Fratercula corniculata,CHAS:Bird:1557,1890-08-16,1890-08-16
"North America, Canada, Alberta, Calgary Region","28 miles west of High River, alt. 4350 ft","High River, 28 miles west, Alt. 4,350 feet",50.582686,-114.501299,World Geodetic System 1984,16884,m,GeoLocate,Adam Glueckert,2016-09-17T05:00:00Z,Euphagus carolinus,CHAS:Bird:4937,1931-06-24T05:00:00Z,1931-06-24T05:00:00Z
"North America, Canada, Alberta, Calgary Region",30 miles west of High River,30 miles west of High River,50.576908,-114.545244,World Geodetic System 1984,16884,m,GeoLocate,Adam Glueckert,2016-09-17T05:00:00Z,Agelaius phoeniceus,CHAS:Bird:5410,1931-07-17T05:00:00Z,1931-07-17T05:00:00Z
"North America, Canada, Alberta, Calgary Region","30 miles west of Highwood River, alt. 4450 ft","30 miles west of Highwood River, alt. 4,450'.  Canada: Alberta",50.576908,-114.545244,World Geodetic System 1984,6109,m,GeoLocate,Adam Glueckert,2016-09-17T05:00:00Z,Actitis macularius,CHAS:Bird:5419,1931-06-21T05:00:00Z,1931-06-21T05:00:00Z
