COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,ORIG_LAT_LONG_UNITS,DEC_LAT,DEC_LONG,DATUM,GEOREFERENCE_SOURCE,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,GEOREFERENCE_PROTOCOL,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,LOCALITY_REMARKS,HABITAT,COLL_EVENT_REMARKS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,COLLECTOR_AGENT_4,COLLECTOR_ROLE_4,COLLECTOR_AGENT_5,COLLECTOR_ROLE_5,GUID_PREFIX,FLAGS,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_UNITS_1,ATTRIBUTE_REMARKS_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DET_METH_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_UNITS_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DET_METH_2,ATTRIBUTE_DETERMINER_2,COLLECTING_METHOD,COLLECTING_SOURCE,SPECIMEN_EVENT_TYPE
21,achinn,2019.9.1,INHS 42931,collector number,[CHAS:Mamm]2019.9,Potamilus alatus,unknown,unknown,,Pink heelsplitter mussel. Verbatim identification per original label: Potamilus alatus (Say, 1817),10 July 2012,2012-07-10,2012-07-10,North American, United States, Illinois, Pulaski County,,Ohio River rm 973; Mound City, boat ramp; Pulaski County, Illinois USA; T16S, R1E, sec. 30, SW; 37.08688, -89.15611,decimal degrees,37.08688,-89.15611,World Geodetic System 1984,unknown,,,unknown,Jeremy S. Tiemann,2012-07-10,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Jeremy S. Tiemann,collector,Kevin Cummings,collector,Samantha M. Jaworski,collector,,,,,CHAS:Inv,Split to teach,,shell,Good.,4,in collection,number of valves: 7,J.S. Tiemann, K.S. Cummings & S.M. Jaworski,verbatim collector,,,2012-07-10,,unknown,,,,,,,,,wild caught,collection
13,achinn,2019.9.6,,,[CHAS:Mamm]2019.9,Potamilus ohiensis,unknown,unknown,,Pink papershell mussel. Verbatim identification per original label: Potamilus ohiensis (Rafinesque,1820),27 August 2012,2012-08-27,2012-08-27,North American, United States, Illinois, Washington County,,Kaskaskia River; W of Vendy Station, Rt. 177 Bridge; Washington County, Illinois USA; T1S, R5W, sec. 14, NW; 38.4507, -89.6277,decimal degrees,38.4507,-89.6277,World Geodetic System 1984,unknown,,,unknown,D. K. Shasteen,2012-08-27,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Diane K. Shasteen,collector,Alison L. Price,collector,Melissa M. Ruether,collector,M. W. Walker,collector,,,CHAS:Inv,Split to teach,,shell,Good.,2,in collection,number of valves: 4,D.K. Shasteen, A.L. Price, M.M. Ruether & M.W. Walker,verbatim collector,,,2012-08-27,,unknown,,,,,,,,,wild caught,collection
8,achinn,2019.9.7,INHS 87359,collector number,[CHAS:Mamm]2019.9,Pyganodon grandis,unknown,A. P. Stodola,2017-09,Giant floater mussel. Verbatim identification per original label: Pyganodon grandis (Say, 1829),14 August 2017,2017-08-14,2017-08-14,North American, United States, Illinois, Cook County,,Poplar Creek (Fox River Dr.); 1 mi SE Elgin, Hwy. 20 bridge; [sampled between Bluff City Rd. and Hwy. 20]; Cook County, Illinois, USA; 42.02029, -88.26008,decimal degrees,42.02029,-88.26008,World Geodetic System 1984,unknown,,,unknown,A. P. Stodola,2017-08-14,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Alison Price Stodola,collector,Rachel Vinsel,collector,,,,,,,CHAS:Inv,Split to teach,,shell,Good.,7,in collection,number of valves: 10,A.P. Stodola, R.M. Vinsel, et al.,verbatim collector,,,2017-08-14,,unknown,,,,,,,,,wild caught,collection
14,achinn,2019.9.28,INHS 42503,collector number,[CHAS:Mamm]2019.9,Quadrula metanevra,unknown,unknown,,Monkeyface mussel mussel. Verbatim identification per original label: Quadrula Theliderma metanevra (Rafinesque, 1820),10-11 October 2004,2004-10-10,2004-10-11,North American, United States, Illinois, Will County,,Kankakee River; 2.7 mi NW Wilmington, BP pipeline crossing; Will County, Illinois USA; T33N, R9E, sec. 22, NW; 41.333, -88.18659,decimal degrees,41.333,-88.18659,World Geodetic System 1984,unknown,,,unknown,D. R. Helms,2004-10-11,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Don R. Helms,collector,,,,,,,,,CHAS:Inv,Split to teach,,shell,Good.,2,in collection,number of valves: 4,D.R. Helms, et al.,verbatim collector,,,2004-10-11,,unknown,,,,,,,,,wild caught,collection
6,achinn,2019.9.11,,,[CHAS:Mamm]2019.9,Quadrula pustulosa,unknown,Kevin Cummings,2015-11,Pimpleback mussel. Verbatim identification per original label: Quadrula (Amphinaias) pustulosa (Lea, 1831),6 September 2017,2017-09-06,2017-09-06,North American, United States, Illinois, Winnebago County,,Kishwaukee River (Rock River Dr.); 5.8 mi WSW Belvidere, Hwy. 20; Winnebago County, USA; 42.239, -88.9532,decimal degrees,42.239,-88.9532,World Geodetic System 1984,unknown,,,unknown,A. P. Stodola,2017-09-06,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Alison Price Stodola,collector,Rachel Vinsel,collector,,,,,,,CHAS:Inv,Split to teach,,shell,Good.,3,in collection,number of valves: 6,A.P. Stodola, R.M. Vinsel, et al.,verbatim collector,,,2017-09-06,,unknown,,,,,,,,,wild caught,collection
11,achinn,2019.9.13,,,[CHAS:Mamm]2019.9,Quadrula pustulosa,unknown,unknown,,Pimpleback mussel. Verbatim identification per original label: Quadrula (Amphinaias) pustulosa (Lea, 1831),7 August 2012,2012-08-07,2012-08-07,North American, United States, Illinois, Coles County,,Embarras River; 3.5mi SSE Rardin, Airtight bridge; Coles County, Illinois USA; T13N, R10E, sec. 21 ; 39.5549, -88.0894,decimal degrees,39.5549,-88.0894,World Geodetic System 1984,unknown,,,unknown,D. K. Shasteen,2012-08-07,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Diane K. Shasteen,collector,Alison L. Price,collector,Kevin Cummings,collector,Melissa M. Ruether,collector,,,CHAS:Inv,Split to teach,,shell,Good.,3,in collection,number of valves: 6,D.K. Shasteen, A.L. Price, K.S. Cummings & M.M. Ruether,verbatim collector,,,2012-08-07,,unknown,,,,,,,,,wild caught,collection
27,achinn,2019.9.5,,,[CHAS:Mamm]2019.9,Quadrula quadrula,unknown,unknown,,Mapleleaf mussel. Verbatim identification per original label: Quadrula (Quadrula) quadrula (Say, 1817),4 October 2010,2010-10-04,2010-10-04,North American, United States, Illinois, Peoria County,,Illinois River rm 167.4; I-74 bridge; Peoria County, Illinois USA; 40.69049, -89.58416,decimal degrees,40.69049,-89.58416,World Geodetic System 1984,unknown,,,unknown,Kevin Cummings,2010-10-04,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Kevin Cummings,collector,C. A. Phillips,collector,Jeremy S. Tiemann,collector,,,,,CHAS:Inv,Split to teach,,shell,Good.,2,in collection,number of valves: 4,K.S. Cummings, C.A. Phillips, J.S. Tiemann & B.D. Cheek,verbatim collector,,,2010-10-04,,unknown,,,,,,,,,wild caught,collection
18,achinn,2019.9.2,INHS 42904,collector number,[CHAS:Mamm]2019.9,Strophitus undulatus,unknown,unknown,,Creeper mussel. Verbatim identification per original label: Strophitus undulatus (Say, 1817),17 July 2012,2012-07-17,2012-07-17,North American, United States, Illinois, Winnebago County,,Kishwaukee River; E edge Rockford, I-90 bridge; Winnebago County, Illinois USA; T44N, R2E, sec. 36, NE; 42.247, -88.9443,decimal degrees,42.247,-88.9443,World Geodetic System 1984,unknown,,,unknown,Jeremy S. Tiemann,2012-07-17,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Jeremy S. Tiemann,collector,C. A. Phillips,collector,Samantha M. Jaworski,collector,S. Baker,collector,,,CHAS:Inv,Split to teach,,shell,Good.,4,in collection,number of valves: 8,J.S. Tiemann, C.A. Phillips, S.M. Jaworski & S. Baker,verbatim collector,,,2012-07-17,,unknown,,,,,,,,,wild caught,collection
7,achinn,2019.9.25,INHS 87327,collector number,[CHAS:Mamm]2019.9,Toxolasma parvum,unknown,Kevin Cummings,2015-11,Lilliput mussel. Verbatim identification per original label: Toxolasma parvum (Barnes, 1823),14 August 2017,2017-08-14,2017-08-14,North American, United States, Illinois, Kane County,,Fox River (Illinois River Dr.); 1.2 mi SSE Elgin, US 20 (Elgin Bypass); Kane County, Illinois, USA; 42.0201, -88.2749,decimal degrees,42.0201,-88.2749,World Geodetic System 1984,unknown,,,unknown,A. P. Stodola,2017-08-14,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Alison Price Stodola,collector,Rachel Vinsel,collector,,,,,,,CHAS:Inv,Split to teach,,shell,Good.,3,in collection,number of valves: 3,A.P. Stodola, R.M. Vinsel, et al.,verbatim collector,,,2017-08-14,,unknown,,,,,,,,,wild caught,collection
3,achinn,2019.9.27,,,[CHAS:Mamm]2019.9,Tritogonia verrucosa,unknown,unknown,,Pistol grip mussel. Verbatim identification per original label: Tritogonia verrucosa (Rafinesque, 1820),11 September 2012,2012-09-11,2012-09-11,North American, United States, Illinois, Hancock County,,East Fork LaMoine River; 7.2 mi W Colchester, Co. Rd. 3000E bridge; Hancock County, Illinois USA; T5N, R5W, sec. 23/24; 40.4058, -90.9274,decimal degrees,40.4058,-90.9274,World Geodetic System 1984,unknown,,,unknown,A. L. Price,2012-09-11,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Alison L. Price,collector,Diane K. Shasteen,collector,,,,,,,CHAS:Inv,,,shell,Good.,1,in collection,number of valves: 2,A.L. Price, D.K. Shasteen, K. L. Jonasen, M.M. Ruether & M. W. Wall,verbatim collector,,,2012-09-11,,unknown,,,,,,,,,wild caught,collection
32,achinn,2019.9.9,,,[CHAS:Mamm]2019.9,Tritogonia verrucosa,unknown,unknown,,Pistol grip mussel. Verbatim identification per original label: Tritogonia verrucosa (Rafinesque, 1820),18 August 2011,2011-08-18,2011-08-18,North American, United States, Illinois, Wabash County,,Wabash River; 2 mi SE Allendale, Little Rock Farm; T1N, R11W, sec. 19; 38.50761, -87.67433,decimal degrees,38.50761,-87.67433,World Geodetic System 1984,unknown,,,unknown,S.A. Bales,2011-08-18,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Sarah A. Bales,collector,Amy E. Stultz,collector,Drew D. Negangard,collector,B. Lindsay,collector,B. Edgin,collector,CHAS:Inv,,,shell,Good.,1,in collection,number of valves: 2,S.A. Bales, A.E. Stultz, D.D. Negangard, B. Lindsay, B. Edgin & J,verbatim collector,,,2011-08-18,,unknown,,,,,,,,,wild caught,collection
12,achinn,2019.9.17,INHS 43556,collector number,[CHAS:Mamm]2019.9,Truncilla truncata,unknown,unknown,,Deertoe mussel. Verbatim identification per original label: Truncilla truncata Rafinesque, 1820,7 August 2012,2012-08-07,2012-08-07,North American, United States, Illinois, Coles County,,Embarras River; 3.5 mi SSE Rardin, Airtight bridge; Coles County, Illinois USA; T13N, R10E, sec. 21; 39.5549, -88.0894,decimal degrees,39.5549,-88.0894,World Geodetic System 1984,unknown,,,unknown,D. K. Shasteen,2012-08-07,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Diane K. Shasteen,collector,Alison L. Price,collector,Kevin Cummings,collector,Melissa M. Ruether,collector,,,CHAS:Inv,Split to teach,,shell,Good.,3,in collection,number of valves: 6,D.K. Shasteen, A.L. Price, K.S. Cummings & M.M. Ruether,verbatim collector,,,2012-08-07,,unknown,,,,,,,,,wild caught,collection
25,achinn,2019.9.8,INHS 84124,collector number,[CHAS:Mamm]2019.9,Truncilla truncata,unknown,unknown,,Deertoe mussel. Verbatim identification per original label: Truncilla truncata (Rafinesque, 1820),20 October 2006,2006-10-20,2006-10-20,North American, United States, Nebraska, Cedar County,,Missouri River; Missouri-Mississippi River Dr; 3 mi E Yankton; Cedar County, Nebraska, USA; 42.855121, -97.341134,decimal degrees,42.855121,-97.341134,World Geodetic System 1984,unknown,,,unknown,Kevin Cummings,2006-10-20,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Kevin Cummings,collector,,,,,,,,,CHAS:Inv,Split to teach,,shell,Good.,3,in collection,number of valves: 4,K.S. Cummings ,verbatim collector,,,2006-10-20,,unknown,,,,,,,,,wild caught,collection
37,achinn,2019.9.4,,,[CHAS:Mamm]2019.9,Uniomerus tetralasmus,unknown,R. M. Vinsel,,Pondhorn mussel. Verbatim identification per original label: Uniomerus tetralasmus (Say, 1831); Verbatim identified by remarks: R.M Vinsel, K. Phelps, S. Andree & A.N. Sigja 4/201.,12 September 2016,2016-09-12,2016-09-12,North American, United States, Illinois, Moultrie County,,Asa Creek (Kaskaskia River Dr.); 1.5 mi N Sullivan, Co. Rd. 1100E bridge; Moultrie County, Illinois, USA; T14N, R5E, sec. 35/36; 39.6202, -88.60474,decimal degrees,39.6202,-88.60474,World Geodetic System 1984,unknown,,,unknown,unknown,2016-09-12,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],unknown,collector,,,,,,,,,CHAS:Inv,,,shell,Good.,1,in collection,number of valves: 2,,,,,,,,,,,,,,,,wild caught,collection
15,achinn,2019.9.14,,,[CHAS:Mamm]2019.9,Utterbackia imbecillis,unknown,R. M. Vinsel,2018-01,Paper pondshell mussel. Verbatim identification per original label: Utterbackia imbecillis (Say, 1829),21 June 2014,2014-06-21,2014-06-21,North American, United States, Illinois, Madison County,,(Joulters Creek-Paddock Creek-Cahokia Creek-Mississippi River Dr; Holiday Shores, 343 Wanda Drive; Madison County, Illinois USA; T5N, R8W, sec.1, NE,,,,,,,,,J. E. Petzing,2014-06-21,unverified,,,,John E. Petzing,collector,,,,,,,,,,Split to teach,,shell,,4,,number of valves: 4,J.E. Petzing,verbatim collector,,,2014-06-21,,unknown,,,,,,,,,wild caught,collection
17,achinn,2019.9.10,INHS 30684,collector number,[CHAS:Mamm]2019.9,Venustaconcha ellipsiformis,unknown,Jeremy S. Tiemann,,Ellipse mussel. Verbatim identification per original label: Venustaconcha ellipsiformis, Conrad, 1836,26 July 2005,2005-07-26,2005-07-26,North American, United States, Illinois, Grundy County,,Aux Sable Creek; 5 mi ENE Morris, Tabler Rd. bend; Grundy County, Illinois USA; T34N, R8E, sec. 8, SE; 41.4342, -88.3285,decimal degrees,41.4342,-88.3285,World Geodetic System 1984,unknown,,,unknown,Jeremy S. Tiemann,2005-07-26,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Jeremy S. Tiemann,collector,,,,,,,,,CHAS:Inv,,,shell,Good.,1,in collection,number of valves: 1,J.S. Tiemann & J.E. Hofmann,verbatim collector,,,2005-07-26,,unknown,,,,,,,,,wild caught,collection
26,achinn,2019.9.26,INHS 23404,collector number,[CHAS:Mamm]2019.9,Venustaconcha ellipsiformis,unknown,unknown,,Ellipse mussel. Verbatim identification per original label: Venustaconcha ellipsiformis (Conrad, 1836),14 July 1999,1999-07-14,1999-07-14,North American, United States, Illinois, Kane County,,Tyler Creek; 2 mi NW Elgin, Big Timber Rd.; Kane County, Illinois USA; T42N, R7E, sec. 36, SE; 42.0726, -88.35744,decimal degrees,42.0726,-88.35744,World Geodetic System 1984,unknown,,,unknown,Kevin Cummings,1999-07-14,unverified,,,No original datum or coordinate source recorded. Datum assumed to be WGS 1984 [achinn 9 October 2019],Kevin Cummings,collector,Christine A. Mayer,collector,,,,,,,CHAS:Inv,Split to teach,,shell,Good.,2,in collection,number of valves: 4,K.S. Cummings & C.A. Mayer,verbatim collector,,,1999-07-14,,unknown,,,,,,,,,wild caught,collection
