MEDIA_LICENSE,MIME_TYPE,MEDIA_TYPE,MEDIA_URI,MEDIA_LABEL_1,MEDIA_LABEL_VALUE_1,MEDIA_LABEL_2,MEDIA_LABEL_VALUE_2,MEDIA_LABEL_3,MEDIA_LABEL_VALUE_3
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19001-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19001-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19001-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19002-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19002-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19002-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19002-4.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19004-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19004-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19004-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19004-4.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19010-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19010-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19010-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19011-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19011-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19011-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19011-4.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19012-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19012-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19012-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19012-4.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19013-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19013-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19013-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19014-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19014-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19014-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19015-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19015-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19015-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19016-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19016-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19016-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19017-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19017-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19017-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19018-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19018-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19018-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19019-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19019-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19019-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19020-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19020-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19020-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19021-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19021-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19021-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19022-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19022-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19022-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19023-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19023-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19023-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-05/chas_egg_19024-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
