MEDIA_LICENSE,MIME_TYPE,MEDIA_TYPE,MEDIA_URI,MEDIA_LABEL_1,MEDIA_LABEL_VALUE_1,MEDIA_LABEL_2,MEDIA_LABEL_VALUE_2,MEDIA_LABEL_3,MEDIA_LABEL_VALUE_3
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1901-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1901-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1901-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1902-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1902-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1902-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1903-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1903-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1903-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1904-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1904-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1905-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1905-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1905-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1906-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1906-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1906-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1907-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1907-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1907-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1908-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1908-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1908-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1908-4.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1909-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1909-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1909-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1910-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1910-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1910-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1910-4.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1911-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1911-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1911-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1912-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1912-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1912-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1913-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1913-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1913-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1914-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1914-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1914-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1915-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1915-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1915-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1916-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1916-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1917-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1917-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1917-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1918-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1918-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1918-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1919-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1919-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1919-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1920-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1920-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1920-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1921-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1921-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1921-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1922-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1922-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1922-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1923-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1923-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1923-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1925-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1925-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1925-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1926-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1926-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1926-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1927-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1927-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1928-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1928-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1928-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1929-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1929-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1929-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1929-4.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1930-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1930-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1930-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1931-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1931-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1931-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1932-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1932-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1932-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1933-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1933-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1933-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1934-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1934-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1934-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1935-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1935-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1935-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1936-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1936-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1936-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1937-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1937-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1937-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1938-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1938-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1938-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1939-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1939-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1939-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1940-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1940-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1940-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1941-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1941-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1941-3.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1942-1.dng,made date,2014-01-16,subject,bird,description,View of specimen.
CC BY-NC-SA,image/dng,image,http://web.corral.tacc.utexas.edu/CAS/20161213-04/chas_egg_1942-2.dng,made date,2014-01-16,subject,bird,description,View of specimen.
